,AGS,Name,Bundesland,Landwirtschaft_Flaeche,Tierzahl_GV,GV_pro_Flaeche,agriculture_rank,agriculture_third
256,9186,Pfaffenhofen an der Ilm,Bayern,38439.0,17701.0,0.4604958505684331,153.0,mittleren Drittel
257,9187,Rosenheim,Bayern,64232.0,105007.0,1.6348081952920663,382.0,unteren Drittel
258,9188,Starnberg,Bayern,13661.0,9610.0,0.7034624112436864,258.0,mittleren Drittel
259,9189,Traunstein,Bayern,62080.0,87116.0,1.4032860824742268,366.0,unteren Drittel
260,9190,Weilheim-Schongau,Bayern,47598.0,60782.0,1.2769864280011765,353.0,unteren Drittel
261,9261,Landshut,Bayern,2278.0,1538.0,0.675153643546971,244.0,mittleren Drittel
262,9262,Passau,Bayern,1098.0,1000.0,0.9107468123861566,295.0,unteren Drittel
263,9263,Straubing,Bayern,3237.0,331.0,0.10225517454433117,16.0,oberen Drittel
264,9271,Deggendorf,Bayern,41858.0,25111.0,0.5999092168761049,224.0,mittleren Drittel
265,9272,Freyung-Grafenau,Bayern,25878.0,28337.0,1.0950227992889714,326.0,unteren Drittel
266,9273,Kelheim,Bayern,44132.0,20731.0,0.4697498413849361,160.0,mittleren Drittel
267,9274,Landshut,Bayern,85313.0,90988.0,1.066519756660767,321.0,unteren Drittel
268,9275,Passau,Bayern,78988.0,89309.0,1.130665417531777,333.0,unteren Drittel
269,9276,Regen,Bayern,21699.0,28962.0,1.3347158855246786,359.0,unteren Drittel
270,9277,Rottal-Inn,Bayern,72932.0,88529.0,1.2138567432677014,344.0,unteren Drittel
271,9278,Straubing-Bogen,Bayern,67147.0,34850.0,0.5190105291375638,184.0,mittleren Drittel
272,9279,Dingolfing-Landau,Bayern,54425.0,33147.0,0.6090399632521819,227.0,mittleren Drittel
273,9361,Amberg,Bayern,2588.0,1585.0,0.6124420401854714,230.0,mittleren Drittel
274,9362,Regensburg,Bayern,2243.0,35.0,0.01560410164957646,2.0,oberen Drittel
275,9363,Weiden in der Oberpfalz,Bayern,2808.0,2418.0,0.8611111111111112,288.0,unteren Drittel
276,9371,Amberg-Sulzbach,Bayern,46830.0,40929.0,0.8739910313901346,290.0,unteren Drittel
277,9372,Cham,Bayern,62033.0,76845.0,1.2387761352828333,349.0,unteren Drittel
278,9373,Neumarkt in der Oberpfalz,Bayern,57891.0,38602.0,0.6668048574044325,241.0,mittleren Drittel
279,9374,Neustadt an der Waldnaab,Bayern,46826.0,45771.0,0.9774697817451843,308.0,unteren Drittel
280,9375,Regensburg,Bayern,68477.0,36607.0,0.5345882559107438,196.0,mittleren Drittel
281,9376,Schwandorf,Bayern,55683.0,53198.0,0.9553723757699837,305.0,unteren Drittel
282,9377,Tirschenreuth,Bayern,42021.0,42753.0,1.0174198614978225,313.0,unteren Drittel
283,9461,Bamberg,Bayern,406.0,10.0,0.024630541871921183,3.0,oberen Drittel
284,9462,Bayreuth,Bayern,3398.0,2504.0,0.736904061212478,267.0,unteren Drittel
285,9463,Coburg,Bayern,1126.0,698.0,0.6198934280639432,231.0,mittleren Drittel
286,9464,Hof,Bayern,2479.0,1792.0,0.7228721258572005,263.0,mittleren Drittel
287,9471,Bamberg,Bayern,48620.0,20375.0,0.4190662278897573,129.0,oberen Drittel
288,9472,Bayreuth,Bayern,48033.0,39345.0,0.8191243520079945,282.0,unteren Drittel
289,9473,Coburg,Bayern,30285.0,21572.0,0.7122998183919432,262.0,mittleren Drittel
290,9474,Forchheim,Bayern,24914.0,11043.0,0.4432447619812154,144.0,mittleren Drittel
291,9475,Hof,Bayern,44210.0,34917.0,0.78979868807962,276.0,unteren Drittel
292,9476,Kronach,Bayern,16688.0,8506.0,0.5097075743048898,180.0,mittleren Drittel
293,9477,Kulmbach,Bayern,29662.0,18622.0,0.6278066212662666,233.0,mittleren Drittel
294,9478,Lichtenfels,Bayern,21600.0,10803.0,0.5001388888888889,174.0,mittleren Drittel
295,9479,Wunsiedel im Fichtelgebirge,Bayern,22557.0,14407.0,0.6386930886199406,234.0,mittleren Drittel
296,9561,Ansbach,Bayern,4069.0,2852.0,0.7009093143278446,256.0,mittleren Drittel
297,9562,Erlangen,Bayern,2593.0,1765.0,0.680678750482067,245.0,mittleren Drittel
298,9563,Fürth,Bayern,2118.0,1137.0,0.5368271954674221,197.0,mittleren Drittel
299,9564,Nürnberg,Bayern,3284.0,784.0,0.2387332521315469,58.0,oberen Drittel
300,9565,Schwabach,Bayern,930.0,850.0,0.9139784946236559,296.0,unteren Drittel
301,9571,Ansbach,Bayern,107749.0,94672.0,0.8786346044974895,291.0,unteren Drittel
302,9572,Erlangen-Höchstadt,Bayern,18835.0,8800.0,0.4672152906822405,158.0,mittleren Drittel
303,9573,Fürth,Bayern,15490.0,10889.0,0.7029696578437702,257.0,mittleren Drittel
304,9574,Nürnberger Land,Bayern,22395.0,14936.0,0.6669345836124135,242.0,mittleren Drittel
305,9575,Neustadt an der Aisch-Bad Windsheim,Bayern,68234.0,54033.0,0.7918779494093854,277.0,unteren Drittel
306,9576,Roth,Bayern,32481.0,25579.0,0.7875065422862597,275.0,unteren Drittel
307,9577,Weißenburg-Gunzenhausen,Bayern,46671.0,37571.0,0.8050181054616357,281.0,unteren Drittel
308,9661,Aschaffenburg,Bayern,935.0,390.0,0.41711229946524064,126.0,oberen Drittel
309,9662,Schweinfurt,Bayern,395.0,184.0,0.46582278481012657,157.0,mittleren Drittel
310,9663,Würzburg,Bayern,1955.0,230.0,0.11764705882352941,24.0,oberen Drittel
311,9671,Aschaffenburg,Bayern,14458.0,6527.0,0.4514455664683912,149.0,mittleren Drittel
312,9672,Bad Kissingen,Bayern,37682.0,15755.0,0.4181041346000743,128.0,oberen Drittel
313,9673,Röhn-Grabfeld,Bayern,48605.0,13285.0,0.2733257895278264,74.0,oberen Drittel
314,9674,Haßberge,Bayern,41982.0,15631.0,0.372326235053118,114.0,oberen Drittel
315,9675,Kitzingen,Bayern,39772.0,17483.0,0.4395806094740018,142.0,mittleren Drittel
316,9676,Miltenberg,Bayern,17879.0,8865.0,0.49583310028525085,171.0,mittleren Drittel
317,9677,Main-Spessart,Bayern,37980.0,8804.0,0.23180621379673513,55.0,oberen Drittel
318,9678,Schweinfurt,Bayern,46260.0,12483.0,0.2698443579766537,72.0,oberen Drittel
319,9679,Würzburg,Bayern,58259.0,15952.0,0.27381177157177433,75.0,oberen Drittel
320,9761,Augsburg,Bayern,2673.0,787.0,0.2944257388701833,80.0,oberen Drittel
321,9762,Kaufbeuren,Bayern,1046.0,1576.0,1.5066921606118546,372.0,unteren Drittel
322,9763,Kempten (Allgäu),Bayern,3453.0,3916.0,1.1340863017665799,334.0,unteren Drittel
323,9764,Memmingen,Bayern,2448.0,3262.0,1.332516339869281,358.0,unteren Drittel
324,9771,Aichach-Friedberg,Bayern,45983.0,40557.0,0.8819998695169954,292.0,unteren Drittel
325,9772,Augsburg,Bayern,50305.0,47114.0,0.936566941655899,301.0,unteren Drittel
326,9773,Dillingen an der Donau,Bayern,44819.0,41366.0,0.9229567817220375,298.0,unteren Drittel
327,9774,Günzburg,Bayern,38200.0,36621.0,0.9586649214659686,306.0,unteren Drittel
328,9775,Neu-Ulm,Bayern,22191.0,18722.0,0.8436753638862602,285.0,unteren Drittel
329,9776,Lindau (Bodensee),Bayern,16999.0,22795.0,1.3409612330137066,360.0,unteren Drittel
330,9777,Ostallgäu,Bayern,75233.0,105910.0,1.4077598926003216,368.0,unteren Drittel
331,9778,Unterallgäu,Bayern,70154.0,105858.0,1.5089374804002622,374.0,unteren Drittel
332,9779,Donau-Ries,Bayern,71562.0,52107.0,0.728137838517649,264.0,mittleren Drittel
333,9780,Oberallgäu,Bayern,57560.0,68584.0,1.1915218902015288,342.0,unteren Drittel
334,10041,Regionalverband Saarbrücken,Saarland,6125.0,2705.0,0.4416326530612245,143.0,mittleren Drittel
335,10042,Merzig-Wadern,Saarland,18133.0,9811.0,0.5410577400319859,199.0,mittleren Drittel
336,10043,Neunkirchen,Saarland,6695.0,3731.0,0.5572815533980583,206.0,mittleren Drittel
337,10044,Saarlouis,Saarland,15365.0,6885.0,0.4480963228115848,146.0,mittleren Drittel
338,10045,Saarpfalz-Kreis,Saarland,12887.0,5976.0,0.4637231318382867,155.0,mittleren Drittel
339,10046,Sankt Wendel,Saarland,14818.0,7754.0,0.5232824942637333,188.0,mittleren Drittel
340,12051,Brandenburg an der Havel,Brandenburg,2902.0,283.0,0.09751895244658856,15.0,oberen Drittel
341,12052,Cottbus,Brandenburg,5185.0,1195.0,0.2304725168756027,54.0,oberen Drittel
342,12053,Frankfurt (Oder),Brandenburg,6425.0,3384.0,0.5266926070038911,190.0,mittleren Drittel
343,12054,Potsdam,Brandenburg,4796.0,1267.0,0.26417848206839034,68.0,oberen Drittel
344,12060,Barnim,Brandenburg,49100.0,18688.0,0.38061099796334014,119.0,oberen Drittel
345,12061,Dahme-Spreewald,Brandenburg,71448.0,38111.0,0.533408912775725,195.0,mittleren Drittel
346,12062,Elbe-Elster,Brandenburg,88636.0,46190.0,0.5211200866465093,185.0,mittleren Drittel
347,12063,Havelland,Brandenburg,89454.0,28533.0,0.3189684083439533,88.0,oberen Drittel
348,12064,Märkisch-Oderland,Brandenburg,124915.0,32665.0,0.26149781851659126,66.0,oberen Drittel
349,12065,Oberhavel,Brandenburg,67573.0,22639.0,0.3350302635668092,93.0,oberen Drittel
350,12066,Oberspreewald-Lausitz,Brandenburg,37456.0,24460.0,0.6530328919265271,238.0,mittleren Drittel
351,12067,Oder-Spree,Brandenburg,78802.0,33254.0,0.42199436562523795,132.0,oberen Drittel
352,12068,Ostprignitz-Ruppin,Brandenburg,123616.0,43084.0,0.34853093450685996,101.0,oberen Drittel
353,12069,Potsdam-Mittelmark,Brandenburg,106224.0,40746.0,0.383585630366019,120.0,oberen Drittel
354,12070,Prignitz,Brandenburg,137313.0,51258.0,0.37329313320661556,115.0,oberen Drittel
355,12071,Spree-Neiße,Brandenburg,49507.0,27483.0,0.5551336174682369,205.0,mittleren Drittel
356,12072,Teltow-Fläming,Brandenburg,90903.0,30046.0,0.3305281453857408,91.0,oberen Drittel
357,12073,Uckermark,Brandenburg,176103.0,44868.0,0.2547827123899082,64.0,oberen Drittel
358,13003,Rostock,Mecklenburg-Vorpommern,1142.0,389.0,0.340630472854641,96.0,oberen Drittel
359,13004,Schwerin,Mecklenburg-Vorpommern,427.0,258.0,0.6042154566744731,225.0,mittleren Drittel
360,13071,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,286751.0,86960.0,0.30325962245990423,83.0,oberen Drittel
361,13072,Rostock,Mecklenburg-Vorpommern,225306.0,90419.0,0.40131643187487237,123.0,oberen Drittel
362,13073,Vorpommern-Rügen,Mecklenburg-Vorpommern,200525.0,53372.0,0.26616132651789054,70.0,oberen Drittel
363,13074,Nordwestmecklenburg,Mecklenburg-Vorpommern,140126.0,48702.0,0.3475586258082012,100.0,oberen Drittel
364,13075,Vorpommern-Greifswald,Mecklenburg-Vorpommern,224768.0,78487.0,0.3491911660022779,102.0,oberen Drittel
365,13076,Ludwigslust-Parchim,Mecklenburg-Vorpommern,264476.0,136980.0,0.5179297932515616,183.0,mittleren Drittel
366,14511,Chemnitz,Sachsen,7113.0,3727.0,0.5239701954168424,189.0,mittleren Drittel
367,14521,Erzgebirgskreis,Sachsen,63141.0,49257.0,0.7801111797405806,273.0,unteren Drittel
368,14522,Mittelsachsen,Sachsen,135762.0,73534.0,0.5416390447989865,200.0,mittleren Drittel
369,14523,Vogtlandkreis,Sachsen,55246.0,36253.0,0.6562104043731672,239.0,mittleren Drittel
370,14524,Zwickau,Sachsen,50869.0,29540.0,0.5807073070042659,218.0,mittleren Drittel
371,14612,Dresden,Sachsen,4654.0,1166.0,0.2505371723248818,63.0,oberen Drittel
372,14625,Bautzen,Sachsen,98341.0,44461.0,0.45211051341759795,150.0,mittleren Drittel
373,14626,Görlitz,Sachsen,86106.0,37256.0,0.43267600399507583,136.0,mittleren Drittel
374,14627,Meißen,Sachsen,92770.0,40580.0,0.43742589199094534,140.0,mittleren Drittel
375,14628,Sächsische Schweiz-Osterzgebirge,Sachsen,75810.0,34726.0,0.4580662181770215,152.0,mittleren Drittel
376,14713,Leipzig,Sachsen,8508.0,2252.0,0.2646920545369064,69.0,oberen Drittel
377,14729,Leipzig,Sachsen,95286.0,34173.0,0.3586361060386625,108.0,oberen Drittel
378,14730,Nordsachsen,Sachsen,124769.0,44046.0,0.3530203816653175,107.0,oberen Drittel
379,15001,Dessau-Rolau,Sachsen-Anhalt,6109.0,1284.0,0.21018169913242757,45.0,oberen Drittel
380,15002,Halle (Saale),Sachsen-Anhalt,2690.0,192.0,0.07137546468401487,12.0,oberen Drittel
381,15003,Magdeburg,Sachsen-Anhalt,4758.0,503.0,0.1057166876839008,17.0,oberen Drittel
382,15081,Altmarkkreis Salzwedel,Sachsen-Anhalt,124687.0,54514.0,0.4372067657414165,139.0,mittleren Drittel
383,15082,Anhalt-Bitterfeld,Sachsen-Anhalt,89739.0,49523.0,0.5518559377751033,203.0,mittleren Drittel
384,15083,Börde,Sachsen-Anhalt,146796.0,53151.0,0.36207389847134797,110.0,oberen Drittel
385,15084,Burgenlandkreis,Sachsen-Anhalt,93514.0,27750.0,0.2967470111427166,81.0,oberen Drittel
386,15085,Harz,Sachsen-Anhalt,100168.0,22736.0,0.22697867582461465,53.0,oberen Drittel
387,15086,Jerichower Land,Sachsen-Anhalt,82195.0,41664.0,0.5068921467242533,178.0,mittleren Drittel
388,15087,Mansfeld-Südharz,Sachsen-Anhalt,72831.0,15860.0,0.21776441350523815,47.0,oberen Drittel
389,15088,Saalekreis,Sachsen-Anhalt,100306.0,26356.0,0.2627559667417702,67.0,oberen Drittel
390,15089,Salzlandkreis,Sachsen-Anhalt,100156.0,18375.0,0.1834637964774951,35.0,oberen Drittel
391,15090,Stendal,Sachsen-Anhalt,149618.0,52380.0,0.3500915665227446,104.0,oberen Drittel
392,15091,Wittenberg,Sachsen-Anhalt,89136.0,38186.0,0.4284015437084904,134.0,mittleren Drittel
393,16051,Erfurt,Thüringen,13706.0,1723.0,0.125711367284401,26.0,oberen Drittel
394,16052,Gera,Thüringen,4786.0,1023.0,0.21374843292937734,46.0,oberen Drittel
395,16053,Jena,Thüringen,894.0,402.0,0.44966442953020136,147.0,mittleren Drittel
396,16054,Suhl,Thüringen,232.0,132.0,0.5689655172413793,210.0,mittleren Drittel
397,16055,Weimar,Thüringen,2077.0,224.0,0.10784785748675975,20.0,oberen Drittel
398,16056,Eisenach,Thüringen,5870.0,1529.0,0.2604770017035775,65.0,oberen Drittel
399,16061,Eichsfeld,Thüringen,47136.0,16500.0,0.35005091649694503,103.0,oberen Drittel
400,16062,Nordhausen,Thüringen,35394.0,16978.0,0.47968582245578345,166.0,mittleren Drittel
401,16063,Wartburgkreis,Thüringen,52636.0,25039.0,0.4757010411125465,163.0,mittleren Drittel
402,16064,Unstrut-Hainich-Kreis,Thüringen,66813.0,13876.0,0.20768413332734648,44.0,oberen Drittel
403,16065,Kyffhäuserkreis,Thüringen,62955.0,11798.0,0.18740370105631007,38.0,oberen Drittel
404,16066,Schmalkalden-Meiningen,Thüringen,42308.0,23776.0,0.5619740947338565,208.0,mittleren Drittel
405,16067,Gotha,Thüringen,49544.0,17957.0,0.36244550298724365,111.0,oberen Drittel
406,16068,Sömmerda,Thüringen,58555.0,10656.0,0.18198275125949961,34.0,oberen Drittel
407,16069,Hildburghausen,Thüringen,33605.0,17730.0,0.5276000595149531,191.0,mittleren Drittel
408,16070,Ilm-Kreis,Thüringen,30984.0,11203.0,0.361573715466047,109.0,oberen Drittel
409,16071,Weimarer Land,Thüringen,55248.0,18990.0,0.3437228496959166,98.0,oberen Drittel
410,16072,Sonneberg,Thüringen,6823.0,4998.0,0.7325223508720504,266.0,mittleren Drittel
411,16073,Saalfeld-Rudolstadt,Thüringen,33442.0,18751.0,0.5607021111177561,207.0,mittleren Drittel
412,16074,Saale-Holzland-Kreis,Thüringen,39254.0,22814.0,0.581189178172925,219.0,mittleren Drittel
413,16075,Saale-Orla-Kreis,Thüringen,50401.0,30719.0,0.6094918751612071,228.0,mittleren Drittel
414,16076,Greiz,Thüringen,45767.0,28699.0,0.6270675377455371,232.0,mittleren Drittel
415,16077,Altenburger Land,Thüringen,36401.0,12267.0,0.3369962363671328,94.0,oberen Drittel
