Land;Jahr;Anm;Insgesamt;Steinkohle;Braunkohle;"Mineral�le und Mineral�l produkte";Gase;"Erneuerbare Energietr�ger";Stromaustauschsaldo;Kernenergie;"Andere Energietr�ger";Stand
Sachsen-Anhalt;2010;;523146.1973;4682.09;86779.766468;148049.14265;193659.4349;76105.749;-13338.4968;0;;
Sachsen-Anhalt;2011;;513205.5637;4809.878;91606.258432;142477.05261800002;187285.7219;84370.555;-17808.7752;0;20464.873;
Sachsen-Anhalt;2012;;515522.0474;4611.34495;91114.32332200001;142387.34964800006;191564.8396;87192.897;-19379.2032;0;18030.496;
Sachsen-Anhalt;2013;;514501.0133;3357.294;87282.403228;146443.86307400002;186652.4364;93126.189;-17766.0864;0;15404.914;
Sachsen-Anhalt;2014;;486508.407;4790.889;82008.18557499998;132927.85644399998;173767.626;94212.659;-18326.088;0;17127.279;01.12.2016
Sachsen-Anhalt;2015;;502814.449710049;4831.314;80432.436314;154277.87579604896;164181.3588;;-21601.3932;0;;25.01.2017
Sachsen-Anhalt;2016;;517802.291749884;4564.444712;75328.28406099998;164254.43017688402;175244.0184;;-15650.4456;0;17383.792;13.11.2018
Sachsen-Anhalt;2017;;498577.460780045;4460.92586;77971.170568;143300.05715204502;171585.0648;107627.479;-24002.5536;0;17635.317;19.11.2020
Sachsen-Anhalt;2018;;543017.2844;4440.972;85476.786791;171739.61578700005;183933.8488;103849.824629;-23615.9856;0;17192.222;13.01.2021
Sachsen-Anhalt;2019;;508895.7301;;62598.895;169889.11626199994;175725.6304;;-21415.8816;0;;10.12.2021
Sachsen-Anhalt;2020;;;;;;;;;;;
Schleswig-Holstein;1990;" LAK3)";589056;57715;557;265302;58264;1848;-47460;251248;1582;30.06.2022
Schleswig-Holstein;1991;;585602;47493;616;271009;62012;1821;-40044;241112;1583;30.06.2022
Schleswig-Holstein;1992;;599920;50710;539;267197;64582;1821;-45418;258906;1583;30.06.2022
Schleswig-Holstein;1993;;526884;56075;539;242971;65662;2653;-25851;183252;1583;30.06.2022
Schleswig-Holstein;1994;;506024;70607;539;235268;66201;3481;-17103;145448;1583;30.06.2022
Schleswig-Holstein;1995;;594887.91;70811;409;240160.91;72843;5126;-49993;253058;2473;30.06.2022
Schleswig-Holstein;1996;;614833;53253;506;251150;83344;5565;-53312;269073;5254;30.06.2022
Schleswig-Holstein;1997;;611699;52896;367;232776;79435;6506;-61704;292809;8614;30.06.2022
Schleswig-Holstein;1998;;551891.90614;49523;294;225278.525;79499;8581.38114;-41512;222075;8153;30.06.2022
Schleswig-Holstein;1999;;597747.78214;48960;294;208386.40100000004;77848;8930.38114;-72454;317572;8211;30.06.2022
Schleswig-Holstein;2000;;586639.118702763;48220;274.47;207784.39299999998;80736.384;10801.871702763066;-68094;298830;8086;30.06.2022
Schleswig-Holstein;2001;;605361.890605876;56493;278.754168;215863.59297400003;92296.8684173482;11375.192001527193;-66805;286759.483045;9100;30.06.2022
Schleswig-Holstein;2002;;547531.199354585;52948.3901272039;238.982304;204202.591091;85562.9631545165;14352.392005480913;-55030.392653616;236435.273326;8821;30.06.2022
Schleswig-Holstein;2003;" LAK3)";590289.616971602;54662.0107442428;332.721065;201300.8807105565;87696.3074046099;23157.469310496806;-59899.0066207781;284984.163294;-1944.92893652582;30.06.2022
Schleswig-Holstein;2004;" LAK3)";581725.926528275;52201.773836;451.72918100000004;189772.7915840003;90169.3664705436;25717.67002506794;-64608.3798513368;291720.699883;-3699.7245999999996;30.06.2022
Schleswig-Holstein;2005;" LAK3)";585114.919363909;47022.13243;3706.4592270000003;189403.23903387782;79486.8867817577;28548.326159233296;-64872.1327579602;304587.02539;-2767.0169;30.06.2022
Schleswig-Holstein;2006;" LAK3)";592990.775221631;46351.833104;4270.91774;183697.73292412815;80127.0814473692;34691.64293198846;-67965.377784855;312112.064499;-295.11963999999944;30.06.2022
Schleswig-Holstein;2007;" LAK3)";505691.149754625;38728.433508;2738.5773400000003;164144.61628382397;75735.133768788;43661.48554592328;-42343.4014599107;221488.830608;1537.4741599999998;30.06.2022
Schleswig-Holstein;2008;" LAK3)";450875.556851612;44384.920584;2632.6093779999997;168801.60852757248;77496.4657599445;46638.325372660314;-21277.3169515656;131370.530691;828.4134900000004;30.06.2022
Schleswig-Holstein;2009;" LAK3)";438261.281122271;44812.219067;2900.6015537;153474.34562939484;78331.661763897;49421.53528603945;-27052.8795197604;135268.523662;1105.2736800000002;30.06.2022
Schleswig-Holstein;2010;" LAK3)";460827.129804225;44486.149042;3266.9996834000003;154687.29464766456;89084.8746286996;62701.13709893507;-26530.0939003372;130310.001347;2820.7672568632593;30.06.2022
Schleswig-Holstein;2011;" LAK3)";436343.491847387;31941.161394960003;3263.9247760000003;153945.4799647144;88901.9667009579;70051.052923153;-26237.6731382435;111457.885722;3019.6935038449906;30.06.2022
Schleswig-Holstein;2012;" LAK3)";455845.395721019;42402.248478;3223.042888;145148.91405168842;100929.705575097;78067.97847767161;-34679.804275437;117469.573806;3283.7367200000003;30.06.2022
Schleswig-Holstein;2013;" LAK3)";471290.548077445;40814.50268;2587.835266;138497.7370372257;115359.798546449;79473.95007618336;-36966.0503102132;127799.294997;3723.4797848000007;30.06.2022
Schleswig-Holstein;2014;" LAK3)";450539.434775134;37757.976672;2648.175696;122948.2465900684;116983.097705129;83850.63075826969;-44065.7319071373;125853.9835717;4563.055689104091;30.06.2022
Schleswig-Holstein;2015;" LAK3)";438691.083806436;37357.620145;2812.1680189999997;119905.5916950692;111835.96105055;103119.97173107072;-63066.3300346218;121977.183515;4748.917685367843;30.06.2022
Schleswig-Holstein;2016;" LAK3)";447141.369341783;33945.762206;2254.47866729;118338.52828232148;121316.228230492;110673.20945992674;-69400.2374743436;125486.259727;4527.140243096001;30.06.2022
Schleswig-Holstein;2017;" LAK3)";402072.756858156;30042.3680919149;2423.03935562;116284.59657370036;127050.173460158;121756.81839619877;-62777.9201794362;63033.794714;4259.886446;30.06.2022
Schleswig-Holstein;2018;" LAK3)";442423.473745863;31593.097936;3819.4035330700003;117056.17780682839;124388.208822255;123706.49867907797;-76066.8424204593;113190.010909091;4736.918479999999;30.06.2022
Schleswig-Holstein;2019;" LAK3)";422780.062854723;21119.8921219706;4164.69689436;116712.61315455553;120682.761053857;124752.23465153226;-78958.9754691592;110762.301818182;3544.53862942458;30.06.2022
Schleswig-Holstein;2020;" p)";429235.967175572;15427.8833866044;3697.6749842199997;118808.4844298731;127952.17579022501;128266.0359330385;-84011.3575300631;115116.065454545;3979.00472712841;30.06.2022
Th�ringen;1990;;354989.590939125;23094;210471;55976;21629;2118.182934250095;41701.4080048753;0;0;
Th�ringen;1991;;290861.870341965;28572;136401;72375;18434;1750.879996390869;33328.9903455743;0;0;
Th�ringen;1992;;256743.527377522;21041;89813;85669;29061;2248;28911.5273775216;0;0;
Th�ringen;1993;;238412.18984758;12057;61813.181574;95888;39348;1446.217870932157;27859.7904026475;0;0;
Th�ringen;1994;;221186.322749346;8603;36798;99127;45087;2148.042958535674;29263.2797908106;0;160;
Th�ringen;1995;;225967.391483642;3807.925049;24495.245125;104788.497379772;60650.2923752201;2400.4895546499374;29802.942;0;22;
Th�ringen;1996;;234938.024527467;2231.132665;17099.81351;102908.112832;81110.376892;2508.51422846675;27462.0744;0;1618;
Th�ringen;1997;;227330.257647141;2762.8705889999997;9761.904787000001;99878.1572415;83366.155904;3551.0957256411543;26343.9324;0;1666.141;
Th�ringen;1998;;227213.830135438;2373.647091;6344.608994000001;103247.91923980002;83815.68507772;4157.698332918444;26408.8584;0;865.413;
Th�ringen;1999;;227872.306793231;2412.057909;5585.920015;102877.10493100002;83618.622473014;4657.067865217391;27971.4276;0;750.106;
Th�ringen;2000;;224078.31952046;1164.790542;5069.526176;98681.342523;83155.37559786;7783.810881599999;27663.5448;0;559.929;
Th�ringen;2001;;229823.952084305;1090.2257972;4033.9967;100479.075376;86376.971518856;9068.935692249413;28305.72;0;469.027;
Th�ringen;2002;;240783.567356848;1015.975613;4088.014559;96809.43857644;86647.999212112;17194.61459629611;34973.5824;0;53.9424;
Th�ringen;2003;;249587.21430506;954.62082675;3579.0207410000003;93048.766701;88292.06057212;27857.98969058971;34627.7481336;0;1227.3158;
Th�ringen;2004;;247177.170480303;954.889414;3435.9746779999996;91491.8465318912;89962.829;32701.168456411542;27815.9184;0;814.5439999999999;
Th�ringen;2005;;248551.159778518;1012.778239;3566.8713669999997;87916.48203696;89962.829;34686.77533555834;30463.1568;0;942.267;
Th�ringen;2006;;250626.388882693;1065.87309;3232.429284;87403.34742256;89114.624528;38721.440158133;30452.6736;0;636.0008;
Th�ringen;2007;;241970.231531536;1055.426178;4167.740061;75256.855585;83976.375712;46682.02356937617;29059.8504261595;0;1771.96;
Th�ringen;2008;;249605.601667976;536.533064;5066.288004;81989.61205200001;83238.376059;47148.09077297617;29624.406516;0;2002.2952;
Th�ringen;2009;;239921.740173813;569.665659;5547.037125;79697.462216;78600.6272803421;45710.633805471014;26503.569288;0;3292.7448;
Th�ringen;2010;;249701.3694;814.297333;5606.439853;79304.85267200001;80817.24844;51018.523848100005;28743.95703;0;3396.0502;
Th�ringen;2011;;237602.9569;776.953796;5606.51656;76568.592465;72009.70727;51007.5915768;27788.49504;0;3845.1002;
Th�ringen;2012;;241497.7826;776.197152;5294.9011;76072.259945;76430.76997;52351.310000000005;26732.5164;0;3839.828;
Th�ringen;2013;;246311.7938;561.7868699999999;4869.342417;76995.47522600001;77752.30688;56855.89748;25244.9596;0;4032.0253000000002;
Th�ringen;2014;;231928.9994;559.6862160000001;4654.466192;74864.420987;69771.23058;53613.968506000005;25002.48801;0;3462.49406;
Th�ringen;2015;" LAK3)";232440.715486992;518.33018;4293.359713;74306.50302128251;72080.4740979268;53698.42228215977;24119.3324826232;0;3424.29371;15.06.2022
Th�ringen;2016;" LAK3)";238863.012671683;480.6509646405229;4381.6943831240005;74478.1233649329;78055.7601973551;55317.99025843274;22389.404223198;0;3759.38928;20.06.2022
Th�ringen;2017;" LAK3)";240846.920849321;517.8496820472441;4634.936597545;74767.26513354121;78241.2164451647;60059.56156734753;18331.468773676;0;4294.622649999999;21.06.2022
Th�ringen;2018;" LAK3)";237485.36035034;545.8100700000001;5695.268694305;74675.39722233481;79348.09006578101;55589.94238591872;17912.512912;0;3718.339;24.06.2022
Th�ringen;2019;" LAK3)";232804.036404733;469.677891;5451.16831236;74797.24546567794;76251.2516883833;54544.81888971219;16784.9136576;0;4504.9605;27.06.2022
Th�ringen;2020;;;;;;;;;;;

