,AGS,Name,Bundesland,energy_Erneuerbare_Anteil,energy_Geheim_Anteil,energy_Anteil_Erneuerbar_Bundesland,energy_rank,energy_third
240,9163,Rosenheim,Bayern,0.0,43.02288335571613,20.126032366825232,6.0,mittleren Drittel
241,9171,Altötting,Bayern,0.0,100.0,20.126032366825232,6.0,mittleren Drittel
242,9172,Berchtesgadener Land,Bayern,0.0,56.34170501141932,20.126032366825232,6.0,mittleren Drittel
243,9173,Bad Tölz-Wolfratshausen,Bayern,0.0,0.457506788732711,20.126032366825232,6.0,mittleren Drittel
244,9174,Dachau,Bayern,0.0,10.9078388444745,20.126032366825232,6.0,mittleren Drittel
245,9175,Ebersberg,Bayern,0.0,5.593182054490501,20.126032366825232,6.0,mittleren Drittel
246,9176,Eichstätt,Bayern,0.0,100.0,20.126032366825232,6.0,mittleren Drittel
247,9177,Erding,Bayern,0.0,23.238161485365723,20.126032366825232,6.0,mittleren Drittel
248,9178,Freising,Bayern,0.0,4.272537464905772,20.126032366825232,6.0,mittleren Drittel
249,9179,Fürstenfeldbruck,Bayern,0.0,7.884732159357921,20.126032366825232,6.0,mittleren Drittel
250,9180,Garmisch-Partenkirchen,Bayern,0.0,8.231575350267683,20.126032366825232,6.0,mittleren Drittel
251,9181,Landsberg am Lech,Bayern,0.0,12.247821810005622,20.126032366825232,6.0,mittleren Drittel
252,9182,Miesbach,Bayern,0.0,2.0516614541002056,20.126032366825232,6.0,mittleren Drittel
253,9183,Mühldorf am Inn,Bayern,2.59134728269783,10.981142360683668,20.126032366825232,6.0,mittleren Drittel
254,9184,München,Bayern,0.0,2.8376054329587665,20.126032366825232,6.0,mittleren Drittel
255,9185,Neuburg-Schrobenhausen,Bayern,0.1983152163346376,29.09298204873731,20.126032366825232,6.0,mittleren Drittel
256,9186,Pfaffenhofen an der Ilm,Bayern,0.0,100.0,20.126032366825232,6.0,mittleren Drittel
257,9187,Rosenheim,Bayern,19.15956791885978,32.27234852019661,20.126032366825232,6.0,mittleren Drittel
258,9188,Starnberg,Bayern,0.0,14.38370332850661,20.126032366825232,6.0,mittleren Drittel
259,9189,Traunstein,Bayern,0.0,9.37678395289335,20.126032366825232,6.0,mittleren Drittel
260,9190,Weilheim-Schongau,Bayern,0.0,100.0,20.126032366825232,6.0,mittleren Drittel
261,9261,Landshut,Bayern,0.0,100.0,20.126032366825232,6.0,mittleren Drittel
262,9262,Passau,Bayern,0.0,100.0,20.126032366825232,6.0,mittleren Drittel
263,9263,Straubing,Bayern,0.0,62.14273736629488,20.126032366825232,6.0,mittleren Drittel
264,9271,Deggendorf,Bayern,0.0,33.99784916046371,20.126032366825232,6.0,mittleren Drittel
265,9272,Freyung-Grafenau,Bayern,3.803424502056717,73.51497519826627,20.126032366825232,6.0,mittleren Drittel
266,9273,Kelheim,Bayern,0.0,100.0,20.126032366825232,6.0,mittleren Drittel
267,9274,Landshut,Bayern,3.916693753444732,1.7569082155013194,20.126032366825232,6.0,mittleren Drittel
268,9275,Passau,Bayern,0.0,33.85872021372574,20.126032366825232,6.0,mittleren Drittel
269,9276,Regen,Bayern,0.0,16.54831356264429,20.126032366825232,6.0,mittleren Drittel
270,9277,Rottal-Inn,Bayern,17.052193409782415,7.4355037497358705,20.126032366825232,6.0,mittleren Drittel
271,9278,Straubing-Bogen,Bayern,0.0,11.69692983168483,20.126032366825232,6.0,mittleren Drittel
272,9279,Dingolfing-Landau,Bayern,0.0,100.0,20.126032366825232,6.0,mittleren Drittel
273,9361,Amberg,Bayern,0.0,14.295243621569783,20.126032366825232,6.0,mittleren Drittel
274,9362,Regensburg,Bayern,0.0,11.547294871194431,20.126032366825232,6.0,mittleren Drittel
275,9363,Weiden in der Oberpfalz,Bayern,0.0,100.0,20.126032366825232,6.0,mittleren Drittel
276,9371,Amberg-Sulzbach,Bayern,0.0,3.038966655321753,20.126032366825232,6.0,mittleren Drittel
277,9372,Cham,Bayern,9.188927801011715,12.662738755017156,20.126032366825232,6.0,mittleren Drittel
278,9373,Neumarkt in der Oberpfalz,Bayern,0.0,76.99533013991076,20.126032366825232,6.0,mittleren Drittel
279,9374,Neustadt an der Waldnaab,Bayern,0.0,100.0,20.126032366825232,6.0,mittleren Drittel
280,9375,Regensburg,Bayern,0.0,6.612752330505724,20.126032366825232,6.0,mittleren Drittel
281,9376,Schwandorf,Bayern,0.0,44.355578654960325,20.126032366825232,6.0,mittleren Drittel
282,9377,Tirschenreuth,Bayern,0.0,24.89702695504828,20.126032366825232,6.0,mittleren Drittel
283,9461,Bamberg,Bayern,0.0,3.811691158071456,20.126032366825232,6.0,mittleren Drittel
284,9462,Bayreuth,Bayern,0.0,0.3486437663829204,20.126032366825232,6.0,mittleren Drittel
285,9463,Coburg,Bayern,0.0,16.593562298766603,20.126032366825232,6.0,mittleren Drittel
286,9464,Hof,Bayern,0.0,38.7626190339879,20.126032366825232,6.0,mittleren Drittel
287,9471,Bamberg,Bayern,0.91026861136698,2.232534585950835,20.126032366825232,6.0,mittleren Drittel
288,9472,Bayreuth,Bayern,0.0,8.75383088013122,20.126032366825232,6.0,mittleren Drittel
289,9473,Coburg,Bayern,10.921396131150969,7.792062432928573,20.126032366825232,6.0,mittleren Drittel
290,9474,Forchheim,Bayern,0.6470505320593279,32.32543395526418,20.126032366825232,6.0,mittleren Drittel
291,9475,Hof,Bayern,0.4399965386416339,5.28918473251509,20.126032366825232,6.0,mittleren Drittel
292,9476,Kronach,Bayern,1.6531530541740829,66.1610597992612,20.126032366825232,6.0,mittleren Drittel
293,9477,Kulmbach,Bayern,2.2224834792879347,9.84183314969392,20.126032366825232,6.0,mittleren Drittel
294,9478,Lichtenfels,Bayern,0.0,5.744043488318297,20.126032366825232,6.0,mittleren Drittel
295,9479,Wunsiedel im Fichtelgebirge,Bayern,0.0,7.9547974660354255,20.126032366825232,6.0,mittleren Drittel
296,9561,Ansbach,Bayern,0.0,12.473422631512957,20.126032366825232,6.0,mittleren Drittel
297,9562,Erlangen,Bayern,0.0,0.1128764412430423,20.126032366825232,6.0,mittleren Drittel
298,9563,Fürth,Bayern,0.0,0.4499671771356907,20.126032366825232,6.0,mittleren Drittel
299,9564,Nürnberg,Bayern,0.0,1.212030804926186,20.126032366825232,6.0,mittleren Drittel
300,9565,Schwabach,Bayern,0.0,5.231879695179081,20.126032366825232,6.0,mittleren Drittel
301,9571,Ansbach,Bayern,19.686561350306057,1.483954154558939,20.126032366825232,6.0,mittleren Drittel
302,9572,Erlangen-Höchstadt,Bayern,0.0,3.7429816995613674,20.126032366825232,6.0,mittleren Drittel
303,9573,Fürth,Bayern,0.0,4.150143510583272,20.126032366825232,6.0,mittleren Drittel
304,9574,Nürnberger Land,Bayern,0.0,0.9334840196638036,20.126032366825232,6.0,mittleren Drittel
305,9575,Neustadt an der Aisch-Bad Windsheim,Bayern,0.0,51.54325104464873,20.126032366825232,6.0,mittleren Drittel
306,9576,Roth,Bayern,5.491924810683331,2.7264751442057324,20.126032366825232,6.0,mittleren Drittel
307,9577,Weißenburg-Gunzenhausen,Bayern,0.0,47.98165926684355,20.126032366825232,6.0,mittleren Drittel
308,9661,Aschaffenburg,Bayern,0.0,100.0,20.126032366825232,6.0,mittleren Drittel
309,9662,Schweinfurt,Bayern,0.0,42.17014361193316,20.126032366825232,6.0,mittleren Drittel
310,9663,Würzburg,Bayern,0.0,100.0,20.126032366825232,6.0,mittleren Drittel
311,9671,Aschaffenburg,Bayern,0.0,56.29822934443739,20.126032366825232,6.0,mittleren Drittel
312,9672,Bad Kissingen,Bayern,0.0,16.61532896475924,20.126032366825232,6.0,mittleren Drittel
313,9673,Röhn-Grabfeld,Bayern,1.4102655288826549,1.776395337489476,20.126032366825232,6.0,mittleren Drittel
314,9674,Haßberge,Bayern,0.0,28.6006518102763,20.126032366825232,6.0,mittleren Drittel
315,9675,Kitzingen,Bayern,1.898361135478872,74.62779152066047,20.126032366825232,6.0,mittleren Drittel
316,9676,Miltenberg,Bayern,2.6678266474585213,31.71707835973808,20.126032366825232,6.0,mittleren Drittel
317,9677,Main-Spessart,Bayern,0.0,68.98439623930732,20.126032366825232,6.0,mittleren Drittel
318,9678,Schweinfurt,Bayern,0.0,7.333430529231666,20.126032366825232,6.0,mittleren Drittel
319,9679,Würzburg,Bayern,0.0,50.24230037787598,20.126032366825232,6.0,mittleren Drittel
320,9761,Augsburg,Bayern,0.0,1.2189711799193923,20.126032366825232,6.0,mittleren Drittel
321,9762,Kaufbeuren,Bayern,0.0,72.43298108065449,20.126032366825232,6.0,mittleren Drittel
322,9763,Kempten (Allgäu),Bayern,0.0,14.660330585568875,20.126032366825232,6.0,mittleren Drittel
323,9764,Memmingen,Bayern,0.0,0.9603398936076828,20.126032366825232,6.0,mittleren Drittel
324,9771,Aichach-Friedberg,Bayern,0.0,48.06212438858514,20.126032366825232,6.0,mittleren Drittel
325,9772,Augsburg,Bayern,0.0,7.022877564286811,20.126032366825232,6.0,mittleren Drittel
326,9773,Dillingen an der Donau,Bayern,0.0,2.7476984976208176,20.126032366825232,6.0,mittleren Drittel
327,9774,Günzburg,Bayern,0.0,2.1984894629684346,20.126032366825232,6.0,mittleren Drittel
328,9775,Neu-Ulm,Bayern,0.0,4.49125851317183,20.126032366825232,6.0,mittleren Drittel
329,9776,Lindau (Bodensee),Bayern,0.0,43.44049219127819,20.126032366825232,6.0,mittleren Drittel
330,9777,Ostallgäu,Bayern,0.0,3.557976972653459,20.126032366825232,6.0,mittleren Drittel
331,9778,Unterallgäu,Bayern,4.623868151342717,12.73778975633073,20.126032366825232,6.0,mittleren Drittel
332,9779,Donau-Ries,Bayern,2.0893047114851258,43.270313744827696,20.126032366825232,6.0,mittleren Drittel
333,9780,Oberallgäu,Bayern,0.0,0.5941666201310605,20.126032366825232,6.0,mittleren Drittel
334,10041,Regionalverband Saarbrücken,Saarland,0.1030655923109019,0.0,4.069593898904002,17.0,
335,10042,Merzig-Wadern,Saarland,24.951463727792717,0.0,4.069593898904002,17.0,
336,10043,Neunkirchen,Saarland,0.0,0.9686455643050658,4.069593898904002,17.0,
337,10044,Saarlouis,Saarland,0.0,88.7570117081421,4.069593898904002,17.0,
338,10045,Saarpfalz-Kreis,Saarland,0.2700292043663245,0.0,4.069593898904002,17.0,
339,10046,Sankt Wendel,Saarland,1.0851366510544256,0.0,4.069593898904002,17.0,
340,12051,Brandenburg an der Havel,Brandenburg,0.0,100.0,20.83669699016272,5.0,besten Drittel
341,12052,Cottbus,Brandenburg,0.0,68.08472965165042,20.83669699016272,5.0,besten Drittel
342,12053,Frankfurt (Oder),Brandenburg,0.0,100.0,20.83669699016272,5.0,besten Drittel
343,12054,Potsdam,Brandenburg,0.0,41.95229952002115,20.83669699016272,5.0,besten Drittel
344,12060,Barnim,Brandenburg,0.0,1.9838495627651256,20.83669699016272,5.0,besten Drittel
345,12061,Dahme-Spreewald,Brandenburg,0.0,5.521232471176039,20.83669699016272,5.0,besten Drittel
346,12062,Elbe-Elster,Brandenburg,1.1694972914976578,0.0,20.83669699016272,5.0,besten Drittel
347,12063,Havelland,Brandenburg,0.0,40.18887549071077,20.83669699016272,5.0,besten Drittel
348,12064,Märkisch-Oderland,Brandenburg,0.0,100.0,20.83669699016272,5.0,besten Drittel
349,12065,Oberhavel,Brandenburg,0.0,59.05869603596622,20.83669699016272,5.0,besten Drittel
350,12066,Oberspreewald-Lausitz,Brandenburg,0.0,100.0,20.83669699016272,5.0,besten Drittel
351,12067,Oder-Spree,Brandenburg,0.0,74.79307386377982,20.83669699016272,5.0,besten Drittel
352,12068,Ostprignitz-Ruppin,Brandenburg,0.0,100.0,20.83669699016272,5.0,besten Drittel
353,12069,Potsdam-Mittelmark,Brandenburg,0.0,0.3720613744135729,20.83669699016272,5.0,besten Drittel
354,12070,Prignitz,Brandenburg,0.0,7.055417856247175,20.83669699016272,5.0,besten Drittel
355,12071,Spree-Neiße,Brandenburg,0.0,52.28532371766407,20.83669699016272,5.0,besten Drittel
356,12072,Teltow-Fläming,Brandenburg,0.0,71.8295401796638,20.83669699016272,5.0,besten Drittel
357,12073,Uckermark,Brandenburg,0.0,100.0,20.83669699016272,5.0,besten Drittel
358,13003,Rostock,Mecklenburg-Vorpommern,0.0,24.497963019956288,41.47017072990391,1.0,besten Drittel
359,13004,Schwerin,Mecklenburg-Vorpommern,0.0,29.625200841321803,41.47017072990391,1.0,besten Drittel
360,13071,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,0.0,6.765329132666784,41.47017072990391,1.0,besten Drittel
361,13072,Rostock,Mecklenburg-Vorpommern,0.0,10.20312738990299,41.47017072990391,1.0,besten Drittel
362,13073,Vorpommern-Rügen,Mecklenburg-Vorpommern,1.2035866422555,30.212455628748646,41.47017072990391,1.0,besten Drittel
363,13074,Nordwestmecklenburg,Mecklenburg-Vorpommern,0.0,57.19875075822044,41.47017072990391,1.0,besten Drittel
364,13075,Vorpommern-Greifswald,Mecklenburg-Vorpommern,0.0,73.63832774771177,41.47017072990391,1.0,besten Drittel
365,13076,Ludwigslust-Parchim,Mecklenburg-Vorpommern,0.0,19.5985864751433,41.47017072990391,1.0,besten Drittel
366,14511,Chemnitz,Sachsen,0.5501413489288729,4.021370875477621,9.977344977620067,12.0,schlechtesten Drittel
367,14521,Erzgebirgskreis,Sachsen,1.8798426816955365,0.0,9.977344977620067,12.0,schlechtesten Drittel
368,14522,Mittelsachsen,Sachsen,1.664013261442404,0.0,9.977344977620067,12.0,schlechtesten Drittel
369,14523,Vogtlandkreis,Sachsen,0.6635029280162452,1.3353421333666784,9.977344977620067,12.0,schlechtesten Drittel
370,14524,Zwickau,Sachsen,0.5409881531554386,0.0,9.977344977620067,12.0,schlechtesten Drittel
371,14612,Dresden,Sachsen,1.2129019360978162,0.2846941595807251,9.977344977620067,12.0,schlechtesten Drittel
372,14625,Bautzen,Sachsen,0.9777956150317116,1.8000670544921116,9.977344977620067,12.0,schlechtesten Drittel
373,14626,Görlitz,Sachsen,11.577058919428042,0.2580278490259051,9.977344977620067,12.0,schlechtesten Drittel
374,14627,Meißen,Sachsen,13.21389645855959,0.0,9.977344977620067,12.0,schlechtesten Drittel
375,14628,Sächsische Schweiz-Osterzgebirge,Sachsen,2.2566587341891147,5.562672873685598,9.977344977620067,12.0,schlechtesten Drittel
376,14713,Leipzig,Sachsen,0.0,0.0,9.977344977620067,12.0,schlechtesten Drittel
377,14729,Leipzig,Sachsen,0.0,0.7697028929606365,9.977344977620067,12.0,schlechtesten Drittel
378,14730,Nordsachsen,Sachsen,0.0,22.95580449379217,9.977344977620067,12.0,schlechtesten Drittel
379,15001,Dessau-Rolau,Sachsen-Anhalt,0.0,8.977223955595635,19.124589145214323,7.0,mittleren Drittel
380,15002,Halle (Saale),Sachsen-Anhalt,0.0,6.883923662782472,19.124589145214323,7.0,mittleren Drittel
381,15003,Magdeburg,Sachsen-Anhalt,22.20522167111753,1.6587471211466704,19.124589145214323,7.0,mittleren Drittel
382,15081,Altmarkkreis Salzwedel,Sachsen-Anhalt,31.10471973690774,3.670079330463341,19.124589145214323,7.0,mittleren Drittel
383,15082,Anhalt-Bitterfeld,Sachsen-Anhalt,1.268888960785962,1.375993392353613,19.124589145214323,7.0,mittleren Drittel
384,15083,Börde,Sachsen-Anhalt,0.1528680060324662,2.362445520846055,19.124589145214323,7.0,mittleren Drittel
385,15084,Burgenlandkreis,Sachsen-Anhalt,5.100289601845556,0.0,19.124589145214323,7.0,mittleren Drittel
386,15085,Harz,Sachsen-Anhalt,0.2151481381667917,0.0,19.124589145214323,7.0,mittleren Drittel
387,15086,Jerichower Land,Sachsen-Anhalt,0.0,2.443403219156113,19.124589145214323,7.0,mittleren Drittel
388,15087,Mansfeld-Südharz,Sachsen-Anhalt,4.966055589335859,0.0,19.124589145214323,7.0,mittleren Drittel
389,15088,Saalekreis,Sachsen-Anhalt,0.0,59.47918423236816,19.124589145214323,7.0,mittleren Drittel
390,15089,Salzlandkreis,Sachsen-Anhalt,0.0,11.424156076088115,19.124589145214323,7.0,mittleren Drittel
391,15090,Stendal,Sachsen-Anhalt,73.51391978577153,2.5202936772317,19.124589145214323,7.0,mittleren Drittel
392,15091,Wittenberg,Sachsen-Anhalt,0.0,0.4204056641280125,19.124589145214323,7.0,mittleren Drittel
393,16051,Erfurt,Thüringen,0.0,12.407541655811425,23.429498788794746,3.0,besten Drittel
394,16052,Gera,Thüringen,0.0,1.1380325516205396,23.429498788794746,3.0,besten Drittel
395,16053,Jena,Thüringen,0.0,0.4269826249898837,23.429498788794746,3.0,besten Drittel
396,16054,Suhl,Thüringen,0.0,3.0430885013231985,23.429498788794746,3.0,besten Drittel
397,16055,Weimar,Thüringen,0.0,7.957783200884383,23.429498788794746,3.0,besten Drittel
398,16056,Eisenach,Thüringen,0.0,1.830068915298108,23.429498788794746,3.0,besten Drittel
399,16061,Eichsfeld,Thüringen,7.088552866002046,65.3465137192529,23.429498788794746,3.0,besten Drittel
400,16062,Nordhausen,Thüringen,12.723106410680924,0.0,23.429498788794746,3.0,besten Drittel
401,16063,Wartburgkreis,Thüringen,10.457889606323455,0.3446071391814987,23.429498788794746,3.0,besten Drittel
402,16064,Unstrut-Hainich-Kreis,Thüringen,2.306691271373561,0.0,23.429498788794746,3.0,besten Drittel
403,16065,Kyffhäuserkreis,Thüringen,0.0,1.9058640580077029,23.429498788794746,3.0,besten Drittel
404,16066,Schmalkalden-Meiningen,Thüringen,0.0,2.216134752159756,23.429498788794746,3.0,besten Drittel
405,16067,Gotha,Thüringen,0.0,3.726776367997152,23.429498788794746,3.0,besten Drittel
406,16068,Sömmerda,Thüringen,0.0,3.131616193031096,23.429498788794746,3.0,besten Drittel
407,16069,Hildburghausen,Thüringen,0.0,2.098843281603405,23.429498788794746,3.0,besten Drittel
408,16070,Ilm-Kreis,Thüringen,0.0,6.797795268857229,23.429498788794746,3.0,besten Drittel
409,16071,Weimarer Land,Thüringen,0.0,1.0475899674301885,23.429498788794746,3.0,besten Drittel
410,16072,Sonneberg,Thüringen,0.0,0.3044891026031782,23.429498788794746,3.0,besten Drittel
411,16073,Saalfeld-Rudolstadt,Thüringen,0.0,7.384774027406912,23.429498788794746,3.0,besten Drittel
412,16074,Saale-Holzland-Kreis,Thüringen,0.0,1.9646111443943024,23.429498788794746,3.0,besten Drittel
413,16075,Saale-Orla-Kreis,Thüringen,0.0,74.0674710099041,23.429498788794746,3.0,besten Drittel
414,16076,Greiz,Thüringen,0.0,36.625340600663854,23.429498788794746,3.0,besten Drittel
415,16077,Altenburger Land,Thüringen,0.0,1.875695602345085,23.429498788794746,3.0,besten Drittel
