,Kennziffer,Raumeinheit,Aggregated,Neubauwohnungen je Einwohner_1996,Neubauwohnungen je Einwohner_1997,Neubauwohnungen je Einwohner_1998,Neubauwohnungen je Einwohner_1999,Neubauwohnungen je Einwohner_2000,Neubauwohnungen je Einwohner_2001,Neubauwohnungen je Einwohner_2002,Neubauwohnungen je Einwohner_2003,Neubauwohnungen je Einwohner_2004,Neubauwohnungen je Einwohner_2005,Neubauwohnungen je Einwohner_2006,Neubauwohnungen je Einwohner_2007,Neubauwohnungen je Einwohner_2008,Neubauwohnungen je Einwohner_2009,Neubauwohnungen je Einwohner_2010,Neubauwohnungen je Einwohner_2011,Neubauwohnungen je Einwohner_2012,Neubauwohnungen je Einwohner_2013,Neubauwohnungen je Einwohner_2014,Neubauwohnungen je Einwohner_2015,Neubauwohnungen je Einwohner_2016,Neubauwohnungen je Einwohner_2017,Neubauwohnungen je Einwohner_2018,Neubauwohnungen je Einwohner_2019,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2000,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2001,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2015,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2016,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2017,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2018,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2019,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2016,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2017,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2018,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2019,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2017,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2018,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2019,Nahversorgung Haltestellen des ÖV Durchschnittsdistanz_2018,Nahversorgung Haltestellen des ÖV Anteil der Bev. 1km Radius_2018,Pkw-Dichte_1995,Pkw-Dichte_1996,Pkw-Dichte_1997,Pkw-Dichte_1998,Pkw-Dichte_1999,Pkw-Dichte_2000,Pkw-Dichte_2001,Pkw-Dichte_2002,Pkw-Dichte_2003,Pkw-Dichte_2004,Pkw-Dichte_2005,Pkw-Dichte_2006,Pkw-Dichte_2007,Pkw-Dichte_2008,Pkw-Dichte_2009,Pkw-Dichte_2010,Pkw-Dichte_2011,Pkw-Dichte_2012,Pkw-Dichte_2013,Pkw-Dichte_2014,Pkw-Dichte_2015,Pkw-Dichte_2016,Pkw-Dichte_2017,Pkw-Dichte_2018,Pkw-Dichte_2019,Ländlichkeit_2019,Einwohnerdichte_1996,Einwohnerdichte_2000,Einwohnerdichte_2004,Einwohnerdichte_2008,Einwohnerdichte_2009,Einwohnerdichte_2010,Einwohnerdichte_2011,Einwohnerdichte_2012,Einwohnerdichte_2013,Einwohnerdichte_2014,Einwohnerdichte_2015,Einwohnerdichte_2016,Einwohnerdichte_2017,Einwohnerdichte_2018,Einwohnerdichte_2019,Siedlungs- und Verkehrsfläche_2016,Siedlungs- und Verkehrsfläche_2017,Siedlungs- und Verkehrsfläche_2018,Siedlungs- und Verkehrsfläche_2019,Bevölkerung gesamt_1995,Bevölkerung gesamt_1996,Bevölkerung gesamt_1997,Bevölkerung gesamt_1998,Bevölkerung gesamt_1999,Bevölkerung gesamt_2000,Bevölkerung gesamt_2001,Bevölkerung gesamt_2002,Bevölkerung gesamt_2003,Bevölkerung gesamt_2004,Bevölkerung gesamt_2005,Bevölkerung gesamt_2006,Bevölkerung gesamt_2007,Bevölkerung gesamt_2008,Bevölkerung gesamt_2009,Bevölkerung gesamt_2010,Bevölkerung gesamt_2011,Bevölkerung gesamt_2012,Bevölkerung gesamt_2013,Bevölkerung gesamt_2014,Bevölkerung gesamt_2015,Bevölkerung gesamt_2016,Bevölkerung gesamt_2017,Bevölkerung gesamt_2018,Bevölkerung gesamt_2019,Bodenfläche gesamt_1996,Bodenfläche gesamt_2000,Bodenfläche gesamt_2004,Bodenfläche gesamt_2008,Bodenfläche gesamt_2009,Bodenfläche gesamt_2010,Bodenfläche gesamt_2011,Bodenfläche gesamt_2012,Bodenfläche gesamt_2013,Bodenfläche gesamt_2014,Bodenfläche gesamt_2015,Bodenfläche gesamt_2016,Bodenfläche gesamt_2017,Bodenfläche gesamt_2018,Bodenfläche gesamt_2019,neubauwohnungen_2018,neubauwohnungen_erneuerbareheiz_2018,neubauwohngebäude_erneuerbareheiz_2018,neubauwohnungen_2019,neubauwohnungen_erneuerbareheiz_2019,neubauwohngebäude_erneuerbareheiz_2019
103,5774,Paderborn,Landkreis,"6,43","7,67","6,49","12,51","7,19","4,21","4,15","3,99","5,34","4,77","3,99","3,63","2,42","2,56","2,72","2,87","3,42","3,03","4,12","4,47","4,48","4,21",4.86,3.74,"3,65","2,50","1,42","1,24","1,67","1,47","1,55","39,58","50,69",0.583,0.5818,"43,61",0.5599000000000001,0.5783,"272,00","98,00","487,18","493,15","498,92","503,53","503,93","508,74","521,38","527,65","531,47","535,79","542,82","553,49","561,04","502,00","506,12","510,57","527,31","536,09","543,61","547,13","547,94","556,22","566,87","574,67","582,74","17,33","226,05","233,12","239,03","239,87","240,04","240,59","237,10","237,52","237,96","239,87","244,09","244,79","244,92","246,14","246,90","15,64","15,71","15,78","15,84",278.020,281.435,283.739,285.489,288.110,290.301,292.961,294.911,295.700,297.674,298.703,299.127,298.838,298.869,299.106,299.816,295.614,296.135,296.688,299.071,304.332,305.198,305.362,306890,307839,1.245,1.245,1.245,1.246,1.246,1.246,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1491485.4000000001,835082.6754600002,869535.9882,1151317.86,665807.1184380001,669836.7309480001
104,5911,"Bochum, Stadt",kreisfreie Stadt,"2,66","2,75","2,23","2,46","2,83","1,30","1,28","0,60","1,59","0,74","0,89","1,17","1,12","1,06","1,06","0,74","0,81","0,92","1,33","0,61","0,79","1,55",1.57,1.02,"1,39","0,63","0,14","0,47","0,47","0,24","0,30","41,81","31,75",0.24559999999999998,0.4435,"22,77",0.2633,0.3567,"190,00","100,00","444,58","449,93","453,79","458,73","457,47","469,27","485,26","495,95","493,89","490,94","495,92","495,88","497,75","514,15","514,65","508,04","518,72","515,08","508,14","503,31","503,70","507,66","515,17","530,13","539,17","0,00","2.739,73","2.689,59","2.669,18","2.603,11","2.587,10","2.572,68","2.489,26","2.486,70","2.483,41","2.484,39","2.504,06","2.505,29","2.509,47","2.503,28","2.509,87","69,59","69,39","69,60","69,77",400.395,398.467,395.837,393.236,392.830,391.147,390.087,388.869,387.283,388.179,385.626,383.743,381.542,378.596,376.319,374.737,362.585,362.213,361.734,361.876,364.742,364.920,365.529,364628,365587,145.0,145.0,145.0,145.0,145.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,572465.9600000001,150730.28726800001,140597.639776,372898.74,133012.980558,165380.59119
105,5913,"Dortmund, Stadt",kreisfreie Stadt,"4,61","3,49","2,92","4,17","3,04","5,25","3,03","2,61","2,21","1,53","2,27","1,63","1,28","1,52","1,90","1,96","1,41","2,10","1,95","1,63","1,73","2,51",2.81,2.34,"0,92","2,25","0,52","0,72","0,87","0,78","0,46","31,64","26,58",0.265,0.36719999999999997,"21,29",0.1909,0.1868,"195,00","100,00","445,07","450,84","453,95","455,61","455,63","458,70","471,64","473,67","474,53","476,57","478,69","485,85","482,47","426,72","428,79","433,34","445,34","451,25","453,16","454,16","456,50","465,60","473,95","480,89","486,97","0,00","2.130,17","2.101,37","2.099,65","2.084,13","2.072,99","2.067,77","2.035,56","2.038,00","2.051,74","2.068,01","2.088,21","2.086,90","2.089,70","2.091,16","2.095,58","59,58","59,60","59,68","59,76",598.840,597.024,594.866,591.733,590.213,588.994,589.240,590.831,589.661,588.680,588.168,587.624,586.909,584.412,581.308,580.444,571.403,572.087,575.944,580.511,586.181,585.813,586.600,587010,588250,280.0,280.0,280.0,280.0,280.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,1649498.1,314889.18729,437116.99650000007,1376505.0,257131.134,505452.63599999994
106,5914,"Hagen, Stadt",kreisfreie Stadt,"1,99","3,21","3,80","2,34","1,59","2,41","1,60","1,32","2,52","1,91","1,94","1,60","1,26","1,32","0,93","1,19","0,98","1,22","1,39","0,78","0,72","0,67",1.05,0.62,"0,66","1,00","0,28","0,37","0,33","0,40","0,24","46,97","67,74",0.65,0.5306000000000001,"48,42",0.37929999999999997,0.4414,"162,00","100,00","469,63","464,51","467,49","464,05","465,08","469,49","483,99","488,75","489,93","489,70","493,98","499,64","506,50","451,91","454,13","462,53","468,68","479,06","484,07","486,62","486,76","495,67","505,54","507,47","516,36","0,00","1.315,40","1.266,84","1.239,59","1.198,48","1.185,66","1.175,73","1.168,28","1.161,48","1.159,94","1.163,70","1.178,21","1.173,36","1.170,02","1.176,78","1.175,98","35,20","35,14","34,96","35,30",212.003,210.950,209.027,207.201,205.201,203.151,202.060,201.109,200.039,198.780,196.934,195.671,193.748,192.177,190.121,188.529,187.333,186.243,185.996,186.716,189.044,188.266,187.730,188814,188686,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,198254.7,75198.00771,128865.55500000001,116985.31999999999,51637.320247999996,62072.410792
107,5915,"Hamm, Stadt",kreisfreie Stadt,"4,11","5,66","3,36","5,56","5,67","2,88","4,22","3,62","3,13","3,14","2,11","4,15","2,16","1,42","1,57","2,23","1,36","1,62","1,52","2,36","2,14","1,77",2.18,2.44,"2,53","1,57","0,67","0,67","0,62","0,44","0,69","18,94","26,67",0.35479999999999995,0.3885,"32,16",0.26899999999999996,0.2152,"227,00","98,00","460,20","466,14","474,14","476,93","476,39","475,37","485,43","488,02","487,30","489,35","492,51","501,90","507,46","454,30","455,44","460,13","481,26","489,85","497,27","503,13","502,73","511,63","521,31","528,21","533,19","0,00","805,33","806,27","817,39","806,48","803,28","803,46","779,96","779,23","777,49","779,84","792,28","793,05","791,35","791,02","794,54","32,80","32,93","32,90","33,09",183.408,182.213,181.194,180.719,181.804,182.427,183.805,184.578,184.961,184.926,184.239,183.672,183.065,182.459,181.741,181.783,176.474,176.440,176.048,176.580,179.397,179.571,179.185,179111,179916,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,390461.98000000004,105034.27261999999,138535.910504,438995.04,94471.73260799999,170549.57304
108,5916,"Herne, Stadt",kreisfreie Stadt,"3,40","3,89","2,20","3,07","2,04","1,64","1,81","1,57","0,99","1,54","1,05","0,62","0,37","0,57","0,72","0,30","0,95","0,78","0,90","0,38","0,36","0,77",0.89,1.5,"0,58","0,80","0,32","0,17","0,00","0,08","0,54","21,43","21,62",0.25,0.2421,"34,75",0.33590000000000003,0.42719999999999997,"176,00","100,00","424,00","429,01","429,66","428,91","430,15","434,47","444,95","448,70","450,77","453,70","454,22","458,25","464,19","418,27","418,51","423,62","454,16","458,85","462,56","464,74","466,95","470,95","478,62","483,94","489,79","0,00","3.476,33","3.394,85","3.342,37","3.246,92","3.221,79","3.204,86","3.012,78","3.005,89","3.003,05","3.006,77","3.030,94","3.048,89","3.043,37","3.041,11","3.042,57","75,75","75,79","74,93","74,66",179.897,178.718,177.863,176.709,175.661,174.529,174.018,173.645,172.870,171.831,170.992,169.991,168.454,166.924,165.632,164.762,154.887,154.563,154.417,154.608,155.851,156.774,156.490,156374,156449,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,139172.86000000002,46748.16367400001,34793.215000000004,234673.5,100252.5192,56814.45435
109,5954,Ennepe-Ruhr-Kreis,Landkreis,"3,90","3,94","3,93","4,18","3,56","3,27","2,61","2,02","2,32","1,97","2,25","1,76","1,71","1,54","1,04","1,32","1,30","1,38","1,33","0,87","1,74","1,63",2.05,1.48,"1,77","1,75","0,51","0,63","0,81","0,69","0,53","39,82","48,33",0.5,0.6,"36,82",0.38880000000000003,0.5086999999999999,"235,00","98,00","507,10","512,16","514,90","520,24","517,74","526,41","539,63","545,02","551,73","554,20","560,80","572,37","578,80","526,66","531,10","539,20","554,24","561,73","571,40","574,85","575,70","583,39","592,52","600,30","605,10","0,00","860,88","859,15","844,49","822,65","817,28","812,03","796,07","793,81","790,16","790,57","795,71","794,29","792,57","791,66","791,20","28,87","28,94","29,03","29,05",352.069,351.482,351.448,350.683,351.413,350.781,349.988,348.410,346.124,344.824,342.642,340.557,338.466,335.914,333.729,331.575,325.145,324.223,322.731,322.916,325.954,325.374,324.670,324296,324106,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,410.0,410.0,410.0,410.0,410.0,664806.7999999999,258476.88384,332403.39999999997,479676.88,244011.62885599997,287806.12799999997
110,5958,Hochsauerlandkreis,Landkreis,"5,92","6,18","5,04","7,19","6,66","3,46","3,80","3,34","3,04","3,21","2,38","2,74","1,61","1,46","2,13","1,73","1,54","2,19","2,25","1,65","2,00","2,17",1.87,2.17,"3,97","1,99","0,97","1,05","1,00","0,95","1,14","41,42","53,44",0.65,0.6388,"39,52",0.536,0.6112,"381,00","94,00","491,97","499,92","507,31","513,44","518,44","530,28","545,26","550,69","558,18","566,52","573,81","587,57","597,73","529,53","535,25","545,04","557,02","566,87","576,51","583,73","586,12","598,53","610,36","622,42","632,94","67,63","145,21","143,89","141,78","138,80","137,80","136,52","135,29","134,54","133,66","133,44","134,56","133,80","133,45","132,88","132,53","12,31","12,40","12,48","12,58",283.857,284.392,284.364,283.746,283.055,281.830,281.480,280.849,279.336,277.715,277.219,275.522,273.898,271.891,269.927,267.601,265.199,263.720,261.999,261.561,263.762,262.269,261.591,260475,259777,1.959,1.959,1.959,1.959,1.959,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96,487088.25,261079.30200000003,316607.3625,563716.09,344543.274208,360101.838292
111,5962,Märkischer Kreis,Landkreis,"3,58","3,75","3,01","3,42","4,00","2,58","2,44","1,69","2,98","1,67","1,46","1,59","1,36","0,84","0,72","0,62","1,17","0,72","0,73","0,69","0,98","0,80",0.88,1.67,"2,16","1,60","0,33","0,34","0,42","0,31","0,64","56,38","61,02",0.5307999999999999,0.6353,"49,82",0.5238,0.39640000000000003,"236,00","98,00","491,18","498,46","503,82","505,82","509,98","519,15","534,61","542,11","546,37","552,52","557,08","569,56","580,06","517,11","521,92","527,05","542,89","554,49","564,03","570,47","571,45","581,02","590,74","600,51","610,78","4,43","433,97","431,99","426,29","413,40","409,85","406,95","399,06","395,80","392,29","390,01","392,22","391,01","389,59","388,40","386,61","17,05","17,03","16,99","16,97",458.221,459.548,460.003,460.200,459.615,457.465,457.079,456.163,453.781,451.421,448.800,445.043,441.704,437.785,434.031,430.965,422.614,419.976,416.240,413.820,416.171,414.886,413.383,412120,410222,1.059,1.059,1.059,1.059,1.059,1.059,1.059,1.061,1.061,1.061,1.061,1.061,1.061,1.061,1.061,362665.6,189964.24128000002,192502.90047999995,685070.74,271562.041336,435225.441122
112,5966,Olpe,Landkreis,"7,73","6,28","5,80","7,73","5,76","5,70","4,87","5,00","4,92","3,89","4,07","3,19","2,20","2,28","2,31","2,45","1,89","1,97","1,91","1,86","2,67","2,18",3.39,2.52,"3,57","2,36","0,98","0,96","1,01","1,19","1,05","59,85","57,04",0.6074,0.6643000000000001,"45,06",0.5665,0.6364,"334,00","96,00","488,00","498,16","504,55","507,49","516,95","527,10","543,59","549,28","555,83","563,70","571,79","585,29","601,07","538,56","544,94","553,10","574,34","586,17","595,60","603,51","604,76","620,69","634,08","644,50","659,89","8,57","194,80","198,69","199,97","197,64","196,49","195,50","191,18","190,30","189,50","189,23","191,49","189,55","189,30","189,25","188,10","14,82","14,87","14,92","15,15",138.115,138.528,139.268,140.248,140.921,141.207,141.705,142.095,142.113,142.140,141.776,141.259,140.973,140.481,139.666,138.961,136.144,135.523,134.947,134.759,136.365,134.983,134.808,134775,133955,711.0,711.0,711.0,711.0,711.0,711.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,712.0,456887.25,258826.627125,277513.31565,337566.6,214827.38423999998,224245.49238
113,5970,Siegen-Wittgenstein,Landkreis,"4,18","3,51","4,83","4,24","4,09","2,99","3,07","2,91","3,23","2,71","2,12","2,18","1,24","1,37","1,39","1,37","1,33","1,59","1,73","2,25","1,58","1,76",1.01,1.75,"2,73","2,06","0,72","0,55","0,80","0,69","0,66","55,13","62,21",0.6568,0.6943,"48,97",0.6364,0.6744,"267,00","98,00","504,20","510,89","516,17","521,76","526,91","538,58","553,35","560,15","564,57","569,93","577,96","591,68","600,27","537,74","542,62","548,76","568,63","578,07","586,70","590,38","586,56","599,85","607,55","616,39","628,34","14,21","264,40","261,83","258,81","252,99","251,32","249,80","243,83","243,27","242,66","243,54","247,86","245,33","245,37","245,58","244,46","16,20","16,38","16,54","16,86",299.336,299.162,298.865,297.850,297.207,296.256,295.787,295.405,294.420,292.869,291.372,289.826,288.441,286.299,284.405,282.681,276.227,275.594,274.904,275.909,280.800,277.933,277.977,278210,276944,1.131,1.132,1.132,1.132,1.132,1.132,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,1.133,280992.1,178823.37243999998,184555.61128,484652.0,326849.3088,336493.8836
114,5974,Soest,Landkreis,"6,39","6,30","9,40","6,63","8,00","5,61","4,81","3,93","3,91","4,76","3,11","4,07","2,37","2,32","1,81","2,18","2,37","2,79","4,22","3,33","3,36","3,04",3.08,2.93,"4,88","3,61","1,58","1,60","1,34","1,18","1,53","37,72","43,61",0.5108,0.4978,"30,14",0.3787,0.4654,"442,00","91,00","495,08","502,78","510,44","513,61","515,85","525,72","540,55","545,81","550,95","555,87","560,33","574,36","582,71","521,20","525,36","531,85","554,77","565,21","575,42","579,25","575,90","590,14","600,44","610,69","620,43","18,73","227,08","230,79","232,77","230,47","229,80","229,10","223,34","222,81","222,01","223,34","228,05","227,04","227,07","227,23","227,14","15,40","15,45","15,47","15,50",298.677,301.449,302.899,304.522,306.131,306.377,307.809,308.943,308.831,309.013,308.856,307.790,307.159,306.131,305.097,304.167,296.540,296.029,294.971,296.742,302.995,301.655,301.693,301902,301785,1.327,1.328,1.328,1.328,1.328,1.328,1.328,1.329,1.329,1.329,1.329,1.329,1.329,1.329,1.329,929858.16,352137.285192,474971.54812800005,884230.05,411520.66527,440169.71889
115,5978,Unna,Landkreis,"5,73","6,05","5,12","4,98","5,41","4,75","2,67","2,61","2,27","2,99","2,46","2,47","1,60","1,81","2,00","1,66","1,50","1,65","1,60","1,83","2,71","1,69",2.1,2.23,"2,96","2,05","0,68","1,13","0,72","0,74","0,79","29,36","44,17",0.5168,0.5268999999999999,"31,38",0.4788,0.38780000000000003,"240,00","99,00","475,41","478,52","484,80","486,32","485,44","490,95","507,35","514,91","521,21","526,50","533,83","544,02","551,01","500,26","502,39","507,93","538,88","548,04","556,06","562,15","561,77","574,59","584,42","592,88","598,98","0,00","783,77","795,66","785,61","767,77","762,94","758,80","727,59","724,03","720,94","721,22","729,06","725,08","725,20","726,76","726,96","31,67","31,65","31,76","31,80",422.662,425.305,427.067,428.271,430.207,431.740,430.269,429.832,427.219,426.345,423.830,421.464,419.353,416.679,414.056,411.806,394.873,392.940,391.622,391.774,396.035,393.869,393.934,394782,394891,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,543.0,829042.2000000001,396945.40536000003,428449.00896000006,880606.9299999999,341499.367454,463991.7914169999
116,6411,"Darmstadt, Stadt",kreisfreie Stadt,"6,27","3,48","4,68","3,02","3,11","4,41","1,69","1,79","3,17","4,45","3,77","3,56","2,94","1,80","1,93","6,15","4,35","4,47","4,04","5,39","4,99","3,42",1.6,3.5,"1,17","1,20","0,36","0,43","0,33","0,38","0,37","42,03","49,33",0.6267,0.40259999999999996,"71,81",0.46619999999999995,0.2217,"195,00","100,00","504,19","513,94","501,35","493,90","493,43","497,90","516,41","524,90","520,21","518,10","516,99","520,26","517,49","466,21","461,34","459,05","457,98","458,62","459,87","457,55","450,29","448,76","451,80","453,08","455,00","0,00","1.132,64","1.131,00","1.146,02","1.165,62","1.173,99","1.182,75","1.194,57","1.211,61","1.226,50","1.243,99","1.272,45","1.289,73","1.296,42","1.304,23","1.309,72","35,04","35,07","35,05","35,05",138.980,138.442,137.876,137.511,137.776,138.242,138.457,138.959,139.698,140.078,140.562,141.257,142.191,142.310,143.332,144.402,145.845,147.925,149.743,151.879,155.353,157.437,158.254,159207,159878,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,254731.2,118755.68543999999,159640.04304000002,559573.0,124057.33410000001,225284.0898
117,6412,"Frankfurt am Main, Stadt",kreisfreie Stadt,"3,35","3,55","4,07","4,16","3,20","2,55","2,73","4,70","2,60","4,16","3,55","4,31","3,21","3,81","3,99","3,16","3,90","4,50","6,16","5,90","5,80","6,86",4.99,6.08,"0,76","0,70","0,25","0,29","0,22","0,23","0,20","21,93","14,90",0.2669,0.2073,"5,66",0.07400000000000001,0.145,"183,00","100,00","454,76","452,31","457,03","459,40","467,15","475,89","500,41","510,83","516,96","511,21","508,56","511,39","514,25","439,56","439,44","442,06","448,84","448,03","446,83","438,84","435,55","439,31","441,03","443,22","440,69","0,00","2.606,31","2.603,28","2.605,17","2.677,45","2.706,00","2.737,16","2.724,55","2.769,82","2.824,49","2.890,03","2.950,70","2.965,70","3.007,85","3.032,73","3.074,30","58,40","58,46","58,47","58,50",650.055,647.304,643.469,643.857,643.821,646.550,641.076,643.726,643.432,646.889,651.899,652.610,659.021,664.838,671.927,679.664,676.533,687.775,701.350,717.624,732.688,736.414,746.878,753056,763380,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,3757749.44,278073.45856000006,1002943.3255360001,4641350.4,672995.808,962151.9379200002
118,6413,"Offenbach am Main, Stadt",kreisfreie Stadt,"5,44","3,78","2,39","2,39","1,85","3,39","1,97","1,64","2,23","-0,03","1,86","0,90","1,30","0,97","0,74","2,70","0,82","0,77","3,47","3,45","5,06","7,30",4.41,2.59,"0,41","0,44","0,55","0,67","0,23","0,25","0,61","10,78","9,68",0.11539999999999999,0.075,"2,28",0.0567,0.0812,"175,00","100,00","470,71","470,43","469,80","467,20","455,28","450,74","464,58","474,32","471,86","469,61","464,08","477,68","471,29","411,76","409,65","402,33","424,84","424,36","423,80","421,60","419,81","427,07","428,97","429,62","429,64","0,00","2.600,58","2.617,71","2.662,07","2.650,41","2.645,80","2.682,89","2.558,59","2.605,15","2.655,45","2.695,21","2.756,38","2.776,05","2.822,15","2.868,63","2.902,85","49,11","49,11","49,15","49,15",116.533,116.610,116.214,115.905,116.627,117.535,118.429,119.233,119.208,119.527,119.430,117.564,118.245,118.977,118.770,120.435,114.855,116.945,119.203,120.988,123.734,124.589,126.658,128744,130280,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,567761.04,32192.050968000003,65519.624015999994,337425.19999999995,27398.926239999993,25306.889999999996
119,6414,"Wiesbaden, Stadt",kreisfreie Stadt,"2,18","7,59","5,38","4,94","3,56","2,26","2,12","2,65","2,44","1,58","1,81","2,27","1,64","1,68","2,02","1,55","1,42","2,13","2,11","2,64","2,56","1,87",3.1,2.2,"0,52","0,60","0,53","0,45","0,19","0,27","0,30","26,09","21,95",0.225,0.2857,"9,84",0.0867,0.2519,"169,00","100,00","631,25","657,75","720,40","720,93","762,57","701,95","678,44","658,22","655,23","654,48","656,69","674,80","574,95","483,42","471,07","480,16","491,99","496,59","500,03","503,64","502,79","506,01","512,47","520,06","521,49","0,00","1.312,62","1.324,71","1.344,17","1.357,24","1.360,73","1.353,29","1.328,65","1.336,98","1.343,03","1.349,07","1.354,47","1.361,75","1.366,82","1.365,29","1.365,94","39,38","39,39","39,52","39,58",267.122,267.669,267.726,267.187,268.716,270.109,271.076,271.553,271.995,274.076,274.611,275.562,275.849,276.742,277.493,275.976,270.952,272.636,273.871,275.116,276.218,277.619,278.654,278342,278474,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,862860.2000000001,74809.97934,194143.545,612642.8,154324.72132,175032.04796000003
120,6431,Bergstraße,Landkreis,"5,23","6,29","4,72","6,07","4,98","3,97","4,21","2,17","1,69","2,03","3,14","2,62","2,36","1,56","1,46","2,06","1,30","1,62","1,79","1,98","2,23","2,75",3.34,3.17,"2,52","2,07","1,05","1,04","1,32","1,41","1,11","56,12","45,82",0.5959,0.5803,"40,93",0.5550999999999999,0.4089,"268,00","98,00","554,29","562,85","564,72","565,05","565,10","571,11","589,53","597,18","602,82","606,51","613,48","628,68","635,24","571,91","574,13","579,23","589,79","594,64","600,48","603,49","604,81","612,26","619,63","625,56","632,26","5,20","361,33","366,52","370,12","366,17","365,24","365,04","362,96","363,71","364,58","366,66","370,98","372,41","373,58","374,85","375,75","16,36","16,41","16,56","16,62",259.709,259.991,260.951,261.205,262.613,263.730,264.695,265.491,265.852,266.316,266.312,264.985,264.380,263.465,262.796,262.650,261.158,261.695,262.322,263.822,266.928,267.935,268.780,269694,270340,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,719.0,719.0,719.0,719.0,900777.96,500021.8455959999,536773.586364,856977.7999999999,350418.22241999995,497304.21734
121,6432,Darmstadt-Dieburg,Landkreis,"7,77","6,40","6,50","6,04","5,55","3,69","4,11","3,64","2,91","3,19","3,38","2,73","2,46","1,74","1,60","0,75","1,12","1,86","2,90","3,46","3,19","5,31",3.39,3.36,"3,16","2,26","2,06","1,96","2,88","1,52","1,43","51,85","49,29",0.6652,0.6486,"42,74",0.5745,0.6139,"276,00","99,00","542,37","548,15","552,23","555,81","557,29","565,18","582,32","590,47","599,62","602,76","601,74","611,48","617,12","554,93","555,04","561,48","579,51","589,32","595,33","595,68","594,06","599,80","610,22","617,13","624,55","0,00","426,69","435,50","441,78","438,32","438,65","439,08","430,37","431,81","433,32","437,21","444,50","447,50","449,48","451,53","452,21","18,91","18,95","19,07","19,11",279.066,280.978,282.141,283.230,285.484,286.780,288.463,289.717,290.179,290.915,290.292,289.635,289.071,288.701,288.918,289.199,283.465,284.413,285.407,287.966,292.773,294.744,296.048,297399,297844,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,1008182.61,579200.909445,670643.072172,1000755.84,614364.010176,649090.237824
