,Kennziffer,Raumeinheit,Aggregated,Neubauwohnungen je Einwohner_1996,Neubauwohnungen je Einwohner_1997,Neubauwohnungen je Einwohner_1998,Neubauwohnungen je Einwohner_1999,Neubauwohnungen je Einwohner_2000,Neubauwohnungen je Einwohner_2001,Neubauwohnungen je Einwohner_2002,Neubauwohnungen je Einwohner_2003,Neubauwohnungen je Einwohner_2004,Neubauwohnungen je Einwohner_2005,Neubauwohnungen je Einwohner_2006,Neubauwohnungen je Einwohner_2007,Neubauwohnungen je Einwohner_2008,Neubauwohnungen je Einwohner_2009,Neubauwohnungen je Einwohner_2010,Neubauwohnungen je Einwohner_2011,Neubauwohnungen je Einwohner_2012,Neubauwohnungen je Einwohner_2013,Neubauwohnungen je Einwohner_2014,Neubauwohnungen je Einwohner_2015,Neubauwohnungen je Einwohner_2016,Neubauwohnungen je Einwohner_2017,Neubauwohnungen je Einwohner_2018,Neubauwohnungen je Einwohner_2019,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2000,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2001,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2015,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2016,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2017,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2018,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2019,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2016,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2017,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2018,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2019,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2017,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2018,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2019,Nahversorgung Haltestellen des ÖV Durchschnittsdistanz_2018,Nahversorgung Haltestellen des ÖV Anteil der Bev. 1km Radius_2018,Pkw-Dichte_1995,Pkw-Dichte_1996,Pkw-Dichte_1997,Pkw-Dichte_1998,Pkw-Dichte_1999,Pkw-Dichte_2000,Pkw-Dichte_2001,Pkw-Dichte_2002,Pkw-Dichte_2003,Pkw-Dichte_2004,Pkw-Dichte_2005,Pkw-Dichte_2006,Pkw-Dichte_2007,Pkw-Dichte_2008,Pkw-Dichte_2009,Pkw-Dichte_2010,Pkw-Dichte_2011,Pkw-Dichte_2012,Pkw-Dichte_2013,Pkw-Dichte_2014,Pkw-Dichte_2015,Pkw-Dichte_2016,Pkw-Dichte_2017,Pkw-Dichte_2018,Pkw-Dichte_2019,Ländlichkeit_2019,Einwohnerdichte_1996,Einwohnerdichte_2000,Einwohnerdichte_2004,Einwohnerdichte_2008,Einwohnerdichte_2009,Einwohnerdichte_2010,Einwohnerdichte_2011,Einwohnerdichte_2012,Einwohnerdichte_2013,Einwohnerdichte_2014,Einwohnerdichte_2015,Einwohnerdichte_2016,Einwohnerdichte_2017,Einwohnerdichte_2018,Einwohnerdichte_2019,Siedlungs- und Verkehrsfläche_2016,Siedlungs- und Verkehrsfläche_2017,Siedlungs- und Verkehrsfläche_2018,Siedlungs- und Verkehrsfläche_2019,Bevölkerung gesamt_1995,Bevölkerung gesamt_1996,Bevölkerung gesamt_1997,Bevölkerung gesamt_1998,Bevölkerung gesamt_1999,Bevölkerung gesamt_2000,Bevölkerung gesamt_2001,Bevölkerung gesamt_2002,Bevölkerung gesamt_2003,Bevölkerung gesamt_2004,Bevölkerung gesamt_2005,Bevölkerung gesamt_2006,Bevölkerung gesamt_2007,Bevölkerung gesamt_2008,Bevölkerung gesamt_2009,Bevölkerung gesamt_2010,Bevölkerung gesamt_2011,Bevölkerung gesamt_2012,Bevölkerung gesamt_2013,Bevölkerung gesamt_2014,Bevölkerung gesamt_2015,Bevölkerung gesamt_2016,Bevölkerung gesamt_2017,Bevölkerung gesamt_2018,Bevölkerung gesamt_2019,Bodenfläche gesamt_1996,Bodenfläche gesamt_2000,Bodenfläche gesamt_2004,Bodenfläche gesamt_2008,Bodenfläche gesamt_2009,Bodenfläche gesamt_2010,Bodenfläche gesamt_2011,Bodenfläche gesamt_2012,Bodenfläche gesamt_2013,Bodenfläche gesamt_2014,Bodenfläche gesamt_2015,Bodenfläche gesamt_2016,Bodenfläche gesamt_2017,Bodenfläche gesamt_2018,Bodenfläche gesamt_2019,neubauwohnungen_2018,neubauwohnungen_erneuerbareheiz_2018,neubauwohngebäude_erneuerbareheiz_2018,neubauwohnungen_2019,neubauwohnungen_erneuerbareheiz_2019,neubauwohngebäude_erneuerbareheiz_2019
352,14521,Erzgebirgskreis,Landkreis,"7,71","6,41","5,84","4,92","3,14","2,76","2,98","2,08","2,02","1,68","1,28","1,25","1,17","0,50","0,86","0,89","1,33","0,94","1,91","1,18","1,32","1,42",1.85,1.56,"2,00","1,54","0,70","0,87","0,76","1,06","0,90","50,34","48,28",0.4775,0.6087,"44,41",0.46090000000000003,0.5158,"406,00","93,00","453,08","475,50","487,93","489,77","511,80","529,51","547,70","555,52","564,06","578,92","588,42","597,33","609,62","542,05","547,10","552,86","566,86","571,38","575,11","574,60","577,21","582,91","591,47","597,02","603,44","35,54","236,01","228,20","217,69","206,33","203,67","201,36","196,41","194,31","192,14","191,19","190,20","188,27","186,21","184,74","183,24","11,97","12,02","12,16","12,28",434.001,431.526,428.969,425.746,422.089,417.201,412.055,407.114,402.337,398.014,393.225,387.918,382.571,377.245,372.390,368.167,359.103,355.275,351.309,349.582,347.665,344.136,340.373,337696,334948,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,1.828,624737.6,287941.55984,298312.20399999997,522518.88,269515.238304,318057.242256
353,14522,Mittelsachsen,Landkreis,"7,53","6,78","4,98","3,28","3,26","2,79","1,85","1,39","1,61","1,55","1,70","0,93","1,04","0,38","0,53","0,71","0,81","1,41","0,92","1,33","1,34","1,65",1.23,1.25,"1,90","1,61","0,79","1,00","0,83","0,95","0,97","49,01","49,40",0.512,0.5464,"46,01",0.4508,0.5202,"500,00","86,00","443,97","471,77","486,05","497,05","510,12","522,10","547,11","556,38","565,66","576,36","585,83","596,48","608,18","540,91","544,47","551,18","564,23","568,18","570,77","571,84","570,98","575,06","580,59","584,82","589,00","44,55","178,73","174,90","167,07","158,89","157,20","155,36","151,44","150,09","148,86","147,96","147,64","146,68","145,57","144,64","143,66","10,85","10,93","11,00","11,13",377.079,377.222,377.262,375.706,373.039,369.146,364.925,360.584,356.545,352.631,348.725,344.457,340.115,335.797,332.236,328.342,320.062,317.204,314.591,312.711,312.450,310.505,308.153,306185,304099,2.111,2.111,2.111,2.113,2.113,2.113,2.113,2.113,2.113,2.113,2.116,2.117,2.117,2.117,2.117,376607.55,169774.68354,192823.0656,380123.75,197740.37475,207699.617
354,14523,Vogtlandkreis,Landkreis,"8,02","8,15","4,60","3,94","4,27","2,05","2,11","1,73","1,58","1,38","1,09","0,82","0,64","0,70","0,56","0,77","0,63","0,87","1,18","0,50","1,32","0,74",1.36,1.25,"2,11","1,20","0,59","0,74","0,57","1,11","0,82","50,60","47,15",0.5861,0.5217,"47,10",0.5839,0.5047,"575,00","87,00","485,25","499,01","511,84","518,22","529,06","542,44","559,42","569,36","576,71","587,36","595,58","602,66","615,57","542,00","546,91","553,65","567,69","572,75","576,31","578,71","579,55","583,89","590,18","597,54","605,03","35,68","200,31","194,22","186,38","177,24","175,08","173,10","168,88","167,31","165,71","164,59","164,48","163,58","162,55","161,28","160,01","11,43","11,46","11,49","11,50",284.076,282.823,280.647,278.986,276.582,274.228,271.543,268.708,265.958,263.158,260.210,256.998,253.672,250.246,247.196,244.402,238.443,236.227,233.970,232.390,232.318,231.051,229.584,227796,225997,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,1.412,309802.56,180893.71478399998,181575.280416,282496.25,142575.85737500002,147378.29362500002
355,14524,Zwickau,Landkreis,"12,29","12,25","5,90","5,46","6,09","2,37","2,75","2,26","1,79","1,59","0,92","1,32","0,93","0,54","0,74","0,68","0,90","1,20","0,90","0,90","1,79","1,79",0.97,0.84,"2,59","1,57","0,69","0,90","0,76","0,76","0,70","46,85","50,00",0.5428999999999999,0.5845,"41,75",0.5168,0.5368999999999999,"372,00","93,00","459,70","477,17","485,87","496,56","509,27","506,66","536,39","545,52","551,73","560,81","565,24","572,84","585,16","523,21","526,80","532,86","548,20","554,12","558,78","560,52","561,78","567,41","573,35","580,29","587,28","11,06","410,05","399,75","384,18","367,45","363,54","360,19","351,09","347,93","344,54","342,51","341,69","339,13","336,90","334,32","331,66","17,85","18,02","18,21","18,33",390.233,389.203,388.328,385.882,383.017,379.405,375.281,371.275,367.733,364.617,361.001,356.992,352.947,348.834,345.118,341.932,333.291,330.294,327.062,325.137,324.534,322.099,319.988,317531,315002,949.0,949.0,949.0,949.0,949.0,949.0,949.0,949.0,949.0,949.0,950.0,950.0,950.0,950.0,950.0,308005.07,159177.02017600002,167215.95250299998,264601.68,142064.641992,154659.68196
356,14612,"Dresden, Stadt",kreisfreie Stadt,"15,85","23,91","12,14","7,90","5,08","2,15","2,05","1,31","1,65","1,33","1,39","1,10","1,64","1,32","2,00","3,16","2,53","2,21","3,06","3,25","5,49","4,72",4.03,4.71,"1,51","1,19","0,52","0,60","0,53","0,50","0,36","27,96","40,15",0.4301,0.3576,"11,18",0.1834,0.1509,"209,00","100,00","432,89","439,38","439,84","437,29","460,40","469,24","441,35","434,77","436,59","438,12","432,41","432,04","436,23","385,32","384,18","387,47","399,45","400,62","401,39","402,30","399,62","402,20","404,01","405,47","406,40","0,00","1.507,90","1.455,35","1.484,68","1.560,21","1.574,89","1.593,18","1.577,06","1.599,42","1.616,62","1.633,54","1.655,58","1.665,77","1.677,64","1.688,53","1.695,02","41,70","41,85","42,20","43,00",499.378,492.029,484.487,478.310,476.668,477.807,478.631,480.228,483.632,487.421,495.181,504.795,507.513,512.234,517.052,523.058,517.765,525.105,530.754,536.308,543.825,547.172,551.072,554649,556780,326.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,328.0,2235235.47,409942.18519800005,961374.7756470001,2622433.8,395725.26042,937782.3268799998
357,14625,Bautzen,Landkreis,"6,89","8,54","6,07","3,95","4,36","2,42","1,99","1,95","1,79","1,56","1,54","1,21","0,72","0,73","0,83","0,85","0,90","0,90","1,44","2,03","2,37","1,94",1.42,1.8,"2,28","1,52","1,09","1,20","1,29","0,94","1,13","50,70","50,39",0.5579999999999999,0.5403,"46,22",0.5467,0.4988,"395,00","93,00","462,12","484,37","495,77","505,11","504,39","519,55","553,36","562,71","567,76","576,12","589,67","605,11","617,76","547,63","551,00","557,82","570,97","576,13","578,92","579,74","579,09","581,95","588,30","595,18","599,54","34,77","156,25","152,13","145,08","137,62","135,96","134,48","131,18","130,04","128,98","128,23","127,85","127,19","126,33","125,60","125,13","10,57","10,61","10,64","10,70",373.652,373.497,372.787,371.092,367.992,363.677,358.358,354.020,350.077,346.840,342.712,338.056,333.470,328.990,325.032,321.511,313.618,310.898,308.350,306.570,306.273,304.691,302.634,300880,299758,2.39,2.391,2.391,2.391,2.391,2.391,2.391,2.391,2.391,2.391,2.396,2.396,2.396,2.396,2.396,427249.6,233577.35631999996,238405.27679999996,539564.4,269134.72272,291526.64532
358,14626,Görlitz,Landkreis,"4,81","5,66","5,21","4,38","3,26","1,76","1,21","1,22","0,97","0,61","0,91","0,54","0,73","0,61","0,58","0,67","0,09","-1,39","0,63","0,61","0,55","0,47",0.84,0.84,"1,56","0,94","0,54","0,53","0,37","0,44","0,42","55,30","57,14",0.5045000000000001,0.5091,"45,11",0.4754,0.4765,"523,00","88,00","429,67","454,54","471,66","483,96","492,90","507,09","529,97","540,13","545,56","553,66","564,62","578,03","587,04","512,45","515,75","522,63","538,79","542,95","543,78","544,87","544,77","548,34","553,92","558,31","565,48","29,48","161,65","153,39","143,66","135,22","133,45","131,48","127,16","125,66","124,47","123,53","123,14","122,35","121,52","120,72","119,69","12,26","12,42","12,51","12,60",343.088,340.418,337.588,333.355,328.438,323.025,316.037,310.927,306.408,302.540,297.785,292.843,288.735,284.790,281.076,276.924,267.815,264.673,262.168,260.188,260.000,258.337,256.587,254894,252725,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.111,2.111,2.111,2.111,2.111,214110.96,101788.35038399999,108018.97932000001,212289.0,101155.7085,108076.3299
359,14627,Meißen,Landkreis,"7,27","9,29","7,94","6,14","6,58","3,82","2,73","2,02","2,46","2,25","2,04","1,68","1,25","1,43","1,11","1,02","1,50","1,81","2,55","1,79","2,89","2,00",2.04,2.13,"3,20","2,19","1,26","1,28","1,12","1,14","1,15","53,94","63,47",0.617,0.669,"45,97",0.5538000000000001,0.6067,"362,00","94,00","429,64","447,86","460,72","467,62","479,15","495,90","522,86","530,96","536,36","545,92","554,30","566,22","576,01","507,01","512,47","518,33","535,88","541,49","543,67","544,73","543,04","549,82","555,36","560,09","565,57","39,58","194,82","189,65","183,53","176,70","175,22","174,24","169,54","168,49","167,80","167,82","168,60","167,67","166,96","166,48","166,18","11,88","11,93","11,97","12,00",282.209,283.021,283.802,278.895,277.608,275.413,272.583,270.131,268.156,266.533,264.722,261.695,259.343,256.638,254.483,253.069,246.237,244.717,243.716,243.745,245.244,243.889,242.862,242165,241717,1.453,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.452,1.455,1.455,1.455,1.455,1.455,494016.60000000003,273586.39308000007,304808.24220000004,514857.20999999996,312363.86930699996,344439.47349
360,14628,Sächsische Schweiz-Osterzgebirge,Landkreis,"11,29","8,60","8,68","6,60","6,66","3,28","2,65","2,62","2,34","2,00","2,11","1,28","1,37","0,94","1,26","1,31","1,18","1,24","1,90","2,69","2,49","2,49",2.38,2.19,"3,35","2,01","1,14","1,58","1,15","1,17","1,18","48,15","54,68",0.5261,0.5496,"53,31",0.3753,0.5517,"375,00","93,00","460,66","480,40","496,04","499,31","490,12","503,62","545,15","554,38","561,66","572,03","579,50","589,52","599,86","527,78","531,12","536,18","551,40","553,28","554,13","555,37","555,14","562,41","569,20","571,77","575,98","45,20","161,04","164,89","159,86","154,48","153,50","152,57","148,92","148,71","148,72","148,73","149,57","148,75","148,36","148,48","148,46","9,51","9,56","9,59","9,62",262.960,266.501,269.057,274.340,273.997,272.640,270.136,267.832,266.070,264.342,262.082,259.725,257.655,255.459,253.843,252.308,246.275,245.927,245.939,245.954,247.412,246.066,245.418,245611,245586,1.655,1.653,1.654,1.654,1.654,1.654,1.654,1.654,1.654,1.654,1.654,1.654,1.654,1.654,1.654,584554.1799999999,219383.183754,307533.95409799996,537833.34,296722.653678,295593.203664
361,14713,"Leipzig, Stadt",kreisfreie Stadt,"13,44","17,40","11,43","10,56","8,27","5,12","1,99","2,61","2,23","1,75","2,01","1,53","2,07","2,49","1,26","1,79","2,05","2,71","1,94","3,28","3,04","2,84",3.94,3.97,"2,15","1,89","0,74","0,65","0,58","0,45","0,44","46,00","48,23",0.44409999999999994,0.4954,"21,92",0.1497,0.1331,"221,00","100,00","400,32","404,61","399,47","387,45","374,44","413,35","381,18","386,32","387,86","392,25","393,83","397,30","403,00","359,81","361,59","367,15","383,97","384,10","382,97","381,15","377,87","378,59","378,06","380,59","383,24","0,00","1.713,94","1.657,62","1.675,04","1.733,48","1.744,90","1.758,42","1.715,18","1.751,36","1.787,42","1.830,86","1.882,04","1.917,69","1.954,26","1.974,00","1.991,76","53,55","53,97","54,19","54,47",522.230,509.948,499.078,491.086,493.872,493.208,493.052,494.795,497.531,498.491,502.651,506.578,510.512,515.469,518.862,522.883,510.043,520.838,531.562,544.479,560.472,571.088,581.980,587857,593145,298.0,298.0,298.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,298.0,298.0,298.0,298.0,298.0,2316156.58,346728.64002600004,1028605.137178,2354785.65,313421.97001499997,1166560.81101
362,14729,Leipzig,Landkreis,"16,01","12,51","12,89","9,87","7,07","3,77","2,77","2,63","3,37","2,30","2,15","1,30","1,23","1,87","1,50","1,48","1,15","2,56","2,24","0,60","3,45","2,09",2.38,4.17,"4,23","2,57","0,66","2,61","1,21","1,56","3,06","40,48","54,72",0.5468,0.5899,"50,20",0.5229,0.5344,"422,00","92,00","459,52","477,94","494,75","508,86","529,77","461,07","571,66","555,44","559,19","568,76","579,10","588,63","599,50","527,71","533,68","541,80","558,52","565,39","568,82","569,79","570,15","573,48","578,93","584,82","588,09","46,92","174,53","176,65","171,12","165,06","163,74","162,36","158,42","157,37","156,39","156,42","156,48","156,44","156,24","156,10","156,33","13,39","13,41","13,43","13,47",279.868,287.011,293.815,296.893,291.187,290.518,288.146,285.595,283.777,281.639,279.458,277.113,274.532,271.863,269.694,267.410,260.925,259.207,257.596,257.647,258.408,258.333,258.008,257763,258139,1.645,1.645,1.646,1.647,1.647,1.647,1.647,1.647,1.647,1.647,1.651,1.651,1.651,1.651,1.651,613475.94,320786.569026,335448.64399199997,1076439.63,575249.338272,634991.7377369999
363,14730,Nordsachsen,Landkreis,"8,36","10,25","6,25","6,71","7,67","2,29","3,16","1,77","2,19","2,61","1,97","1,61","1,26","1,46","0,81","1,30","1,22","1,14","1,57","2,83","2,48","2,69",2.36,2.53,"4,59","1,44","1,14","1,63","1,79","1,47","1,65","44,09","64,39",0.6409,0.6355,"58,30",0.5995,0.49329999999999996,"486,00","89,00","457,55","476,80","487,90","498,94","501,93","540,01","523,49","547,76","552,36","562,34","571,49","582,25","593,45","526,36","531,26","538,14","557,52","561,48","564,79","563,22","563,07","564,97","568,89","573,66","578,94","40,15","113,88","113,92","109,77","104,63","103,29","102,08","99,03","98,32","97,68","97,53","97,42","97,64","97,50","97,44","97,48","10,15","10,40","10,59","10,78",228.203,229.981,231.118,230.858,231.975,230.067,227.647,225.232,223.291,221.693,219.415,216.904,214.184,211.356,208.661,206.223,200.062,198.629,197.346,197.042,197.605,198.063,197.794,197673,197741,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.02,2.028,2.029,2.029,2.029,2.029,466508.27999999997,279671.71386,298985.156652,500284.73,246790.45730899996,317930.945915
364,15001,"Dessau-Roßlau, Stadt",kreisfreie Stadt,"5,29","9,73","7,66","10,44","6,90","2,50","2,07","2,63","2,17","0,94","1,09","1,82","0,69","1,25","0,94","0,85","2,52","2,36","-0,75","0,33","0,73","0,84",1.01,1.22,"3,51","1,62","0,47","0,42","0,67","0,55","0,50","32,50","35,19",0.2667,0.35,"32,81",0.1714,0.4203,"229,00","100,00","429,10","437,57","446,40","453,35","461,77","473,33","489,24","496,17","502,11","510,07","510,51","529,63","538,42","474,58","476,56","482,08","491,48","498,00","502,00","503,89","502,88","507,73","510,60","517,97","525,96","0,00","440,08","410,15","382,72","362,54","358,76","355,23","349,30","345,70","341,65","339,38","338,80","337,10","335,49","331,97","327,34","20,63","20,65","20,65","20,53",108.523,107.706,106.197,104.153,102.411,100.392,97.975,96.238,94.929,93.713,92.417,91.243,89.934,88.693,87.764,86.906,85.488,84.606,83.616,83.061,82.919,82.505,82.111,81237,80103,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,82049.37,14063.262018,21882.566979,97725.66,41074.094898,34203.981
365,15002,"Halle (Saale), Stadt",kreisfreie Stadt,"5,12","9,80","8,13","6,41","7,09","3,88","2,15","2,19","2,79","1,83","1,67","2,33","1,37","0,76","0,40","0,53","1,83","0,93","0,57","1,59","1,43","2,40",1.69,1.09,"2,54","1,65","0,46","0,58","0,54","0,46","0,44","44,74","35,48",0.5,0.5,"20,15",0.3084,0.2803,"212,00","100,00","392,28","394,58","397,24","398,25","395,11","399,30","404,41","403,66","397,47","399,27","402,14","405,18","412,73","369,52","370,34","374,47","384,17","387,09","389,15","388,89","384,28","386,98","388,17","390,63","393,34","0,00","2.049,52","1.835,22","1.766,51","1.725,77","1.720,66","1.725,40","1.706,98","1.714,24","1.715,17","1.721,74","1.755,23","1.762,74","1.771,26","1.771,88","1.768,21","53,00","52,84","52,95","53,23",282.784,276.624,268.365,260.838,254.360,247.736,243.045,239.355,240.119,238.497,237.198,235.720,234.295,233.013,232.323,232.963,230.494,231.440,231.565,232.470,236.991,238.005,239.173,239257,238762,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,404344.33,124699.791372,202172.165,260250.58000000002,72948.237574,130125.29000000001
366,15003,"Magdeburg, Stadt",kreisfreie Stadt,"10,01","8,38","10,29","5,90","4,42","2,81","2,60","2,56","2,67","2,15","2,66","1,12","1,65","3,60","1,00","1,58","1,16","2,33","2,97","1,99","1,94","2,36",2.25,3.96,"2,21","1,81","1,20","1,02","0,92","1,02","1,15","45,08","58,47",0.6008,0.4815,"36,57",0.4825,0.2164,"242,00","99,00","451,79","446,97","444,70","441,06","436,59","438,87","444,45","447,38","449,13","452,88","450,42","452,82","457,20","421,01","422,97","429,75","443,69","448,23","450,84","452,56","450,89","452,09","457,12","459,89","467,56","0,00","1.300,95","1.200,34","1.128,07","1.144,68","1.147,80","1.151,92","1.138,91","1.143,90","1.149,36","1.155,75","1.172,75","1.184,70","1.186,40","1.187,49","1.181,86","45,82","45,87","45,95","46,89",257.656,251.031,245.509,239.462,235.073,231.450,229.755,228.170,227.535,226.675,229.126,229.826,230.140,230.047,230.456,231.525,228.910,229.924,231.021,232.306,235.723,238.136,238.478,238697,237565,193.0,193.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,537068.25,259135.43062499998,322670.6046,940757.4,203579.90136000002,452974.68809999997
367,15081,Altmarkkreis Salzwedel,Landkreis,"6,81","7,16","4,67","3,64","4,61","2,39","3,22","2,27","2,08","2,36","1,73","1,55","0,78","0,33","0,39","0,87","1,44","0,63","1,74","1,73","1,80","1,40",1.25,2.39,"3,01","1,90","0,94","0,90","1,04","1,04","1,09","30,26","44,58",0.5,0.5318999999999999,"43,18",0.4828,0.3039,"457,00","90,00","471,53","483,04","496,23","514,25","524,09","536,27","552,67","558,10","565,47","581,60","591,61","603,31","614,73","545,81","554,27","562,84","573,67","578,80","581,59","581,74","581,37","587,73","595,06","601,72","607,36","100,00","46,05","44,12","42,39","40,09","39,46","39,04","38,21","37,89","37,64","37,54","37,58","37,17","36,83","36,53","36,26","7,10","7,12","7,13","7,12",105.371,105.541,104.501,102.407,101.828,101.134,100.428,99.405,98.276,97.176,96.040,94.545,93.323,91.922,90.471,89.512,87.624,86.878,86.312,86.071,86.164,85.236,84.457,83765,83173,2.292,2.292,2.292,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.293,2.294,104706.25,50552.1775,52353.125,198783.47,60410.296533,105732.92769299999
368,15082,Anhalt-Bitterfeld,Landkreis,"5,90","6,26","3,69","4,34","3,99","3,28","2,36","1,44","2,09","1,69","1,08","1,11","1,18","1,19","1,12","0,95","0,68","0,98","1,31","1,35","1,33","2,02",1.66,1.95,"2,16","1,76","0,70","1,10","0,82","0,96","1,25","64,67","55,15",0.6037,0.6878,"34,48",0.4545,0.6537000000000001,"649,00","84,00","435,18","453,28","467,55","474,73","480,27","490,84","510,63","518,57","524,83","537,18","550,39","557,97","570,95","511,77","520,99","529,14","548,40","554,19","557,45","560,01","559,89","564,64","570,95","577,40","583,67","50,71","149,42","142,49","133,09","125,29","123,37","121,55","117,55","115,92","114,78","113,57","113,39","112,21","110,89","109,95","109,01","12,27","12,28","12,23","12,27",217.835,217.017,215.249,212.772,210.450,206.935,203.423,199.929,196.601,193.315,190.673,187.873,184.877,182.023,179.263,176.642,170.827,168.475,166.828,165.076,164.817,163.100,161.264,159854,158486,1.452,1.452,1.453,1.453,1.453,1.453,1.453,1.453,1.454,1.454,1.454,1.454,1.454,1.454,1.454,265357.64,120605.04738,160196.407268,309047.7,202024.48149000003,212563.00806
369,15083,Börde,Landkreis,"15,28","13,03","8,57","7,14","5,65","4,58","3,41","3,66","3,27","2,21","2,37","1,65","1,59","1,62","1,16","1,38","1,60","1,78","1,46","2,41","1,96","2,69",2.98,2.97,"4,55","3,70","1,63","1,66","1,78","1,76","1,81","38,95","48,60",0.5294,0.5627,"44,91",0.3715,0.41950000000000004,"695,00","88,00","446,01","463,37","481,65","498,86","517,29","537,96","568,11","577,07","587,76","600,58","610,95","620,75","632,30","562,06","567,63","575,11","589,41","593,87","595,92","595,77","594,67","598,36","603,31","609,53","614,71","87,94","82,24","83,78","81,23","77,28","76,36","75,59","74,03","73,52","73,08","73,03","73,30","73,08","72,93","72,56","72,21","9,81","9,83","9,83","9,85",192.052,195.259,197.968,198.864,199.300,198.907,196.566,195.423,193.965,192.213,190.080,187.833,185.457,182.866,180.702,178.880,175.198,174.001,172.955,172.829,173.473,172.959,172.619,171734,170923,2.374,2.374,2.366,2.366,2.367,2.366,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,2.367,511767.32,190121.55938,270929.619208,507641.31000000006,212955.52954500006,285649.765137
370,15084,Burgenlandkreis,Landkreis,"5,65","8,78","6,16","3,93","4,25","2,59","2,08","1,72","0,80","1,33","0,72","0,57","0,79","2,26","0,45","0,35","0,75","0,23","0,93","0,40","0,93","0,93",0.87,1.45,"2,00","1,35","0,46","0,52","0,65","0,89","0,77","64,95","60,00",0.7676999999999999,0.8162999999999999,"47,95",0.6831999999999999,0.6129,"593,00","82,00","430,00","455,25","467,34","477,38","486,08","498,97","520,64","527,62","532,85","539,30","547,68","560,29","571,88","510,20","514,70","520,79","538,46","544,70","545,82","545,67","545,34","549,34","553,60","561,98","569,20","44,12","162,65","157,26","149,08","140,92","138,95","137,37","133,10","131,63","130,83","130,20","130,21","129,57","128,72","127,46","126,49","13,29","13,28","13,20","13,19",231.315,229.903,228.573,226.700,224.782,222.262,218.945,216.025,213.172,210.725,207.727,205.097,201.932,199.186,196.422,194.195,188.149,186.081,184.956,184.055,184.081,183.174,181.968,180190,178846,1.413,1.413,1.414,1.413,1.414,1.414,1.414,1.414,1.414,1.414,1.414,1.414,1.414,1.414,1.414,156765.3,107102.05295999999,120348.72080999998,259326.69999999998,158941.33443,211688.38520999995
371,15085,Harz,Landkreis,"8,33","8,72","6,25","4,72","3,91","3,09","2,56","2,37","2,60","1,81","1,53","2,33","1,17","1,01","1,09","0,86","1,42","1,59","1,59","1,67","1,91","1,90",2.23,2.51,"2,56","1,84","0,98","0,91","1,04","1,19","0,95","29,95","36,21",0.37450000000000006,0.39039999999999997,"31,99",0.3135,0.228,"334,00","97,00","431,38","445,40","455,56","462,97","472,08","484,69","500,05","510,21","517,91","527,41","536,85","545,40","555,83","502,48","507,58","515,05","533,55","539,68","544,38","547,05","543,56","549,05","561,43","568,76","574,63","50,20","127,69","123,87","118,86","112,94","111,53","110,41","107,01","106,01","105,03","104,36","105,19","104,37","102,78","101,89","101,35","9,92","9,93","9,96","10,00",270.625,268.983,267.623,265.649,263.604,260.861,258.365,255.866,253.149,250.073,247.434,244.248,241.017,237.653,234.690,232.343,225.191,223.094,221.043,219.618,221.366,219.643,216.299,214446,213310,2.107,2.106,2.104,2.104,2.104,2.104,2.104,2.104,2.105,2.105,2.105,2.105,2.105,2.105,2.105,478214.58,149920.27083,179091.36021000004,535408.1,122073.0468,209023.32223999998
