,index,landkreis_id,landkreis,biomasse,geoSolarthermieGrubenKlaerschlammDruckentspannung,kernkraft,solar,verbrennung,wasser,wind,renewable_total,not_renewable_total,percRenewableinRegion
201,201,9776,Lindau (Bodensee),1026.0,210.0,0.0,66135.234,6205.22,718.5,0.0,68089.734,6205.22,91.64785807660638
202,202,5766,Lippe,67540.0,195.0,0.0,186620.742,72199.48,742.91,147977.5,403076.152,72199.48,84.80892451898313
203,203,8118,Ludwigsburg,20637.0,76.0,0.0,205067.832,923267.453,26440.13,3004.5,255225.462,923267.453,21.65693647806105
204,204,7314,Ludwigshafen am Rhein,649.74,5395.0,0.0,24693.634,1229343.228,0.0,0.0,30738.374,1229343.228,2.439395508291851
205,205,13076,Ludwigslust-Parchim,99682.9,0.0,0.0,825673.535,21098.32,2300.0,659350.0,1587006.435,21098.32,98.68800089456859
206,206,8336,Lörrach,1379.3,207.0,0.0,95857.966,68627.497,339601.37,26901.8,463947.436,68627.497,87.1140204415141
207,207,1003,Lübeck,11136.0,0.0,0.0,20695.534,37843.96,75.0,13000.0,44906.534,37843.96,54.26739083877855
208,208,3354,Lüchow-Dannenberg,28476.0,0.0,0.0,42450.604,4561.04,11.0,102200.0,173137.604,4561.04,97.43327247899539
209,209,3355,Lüneburg,39870.1,1200.0,0.0,67153.03,10264.32,517.01,241140.0,349880.13999999996,10264.32,97.14994366427294
210,210,15003,Magdeburg,9762.0,0.0,0.0,60554.453,89948.9,8.0,15780.0,86104.45300000001,89948.9,48.90815853987172
211,211,6435,Main-Kinzig-Kreis,20092.0,1014.72,0.0,182767.496,1231440.437,6368.612999999999,262435.0,472677.829,1231440.437,27.737384102424734
212,212,9677,Main-Spessart,6446.02,29.9,0.0,230019.595,6017.52,24264.57,94026.0,354786.0850000001,6017.52,98.33218961323847
213,213,8128,Main-Tauber-Kreis,10610.5,0.0,0.0,234530.192,11463.52,26886.1,268823.5,540850.292,11463.52,97.9244553094754
214,214,6436,Main-Taunus-Kreis,29516.5,210.0,0.0,43045.028,43714.211,88.0,0.0,72859.52799999999,43714.211,62.500807321621544
215,215,7315,Mainz,2079.0,1940.75,0.0,37963.65,956595.333,0.0,10600.0,52583.4,956595.333,5.210514082444502
216,216,7339,Mainz-Bingen,15281.0,0.0,0.0,115599.567,25156.06,276.0,122360.5,253517.06699999998,25156.06,90.97291501666754
217,217,8222,Mannheim,51751.0,1021.0,0.0,61692.865,2312307.49,6342.0,9.8,120816.665,2312307.49,4.965495276997075
218,218,15087,Mansfeld-Südharz,36525.0,0.0,0.0,488721.157,42927.035,46.5,423096.0,948388.657,42927.035,95.66969076083181
219,219,6534,Marburg-Biedenkopf,16694.0,16.5,0.0,170696.487,44127.54,1316.8,199160.0,387883.787,44127.54,89.78555948835111
220,220,7137,Mayen-Koblenz,9915.0,0.0,0.0,127474.883,75336.513,20045.44,58280.0,215715.323,75336.513,74.11577468970167
221,221,13071,Mecklenburgische Seenplatte,93381.0,2814.0,0.0,670658.642,95084.48,112.0,699362.7,1466328.342,95084.48,93.91035614282922
222,222,14627,Meißen,14794.6,0.0,0.0,289144.516,34216.35,484.5,162401.0,466824.616,34216.35,93.17094762267403
223,223,9764,Memmingen,1365.0,0.0,0.0,36724.525,2856.1,150.9,0.0,38240.425,2856.1,93.05026398217368
224,224,10042,Merzig-Wadern,4767.0,0.0,0.0,93054.166,5471.3,11062.1,167803.5,276686.766,5471.3,98.06090958959153
225,225,5158,Mettmann,3454.0,0.0,0.0,81834.103,61164.552,422.0,2755.0,88465.103,61164.552,59.122707326966704
226,226,9182,Miesbach,1134.1,5500.0,0.0,57481.01,103769.11,68131.5,7.5,132254.11000000002,103769.11,56.0343639070766
227,227,9676,Miltenberg,3386.0,0.0,0.0,103989.856,131587.615,13380.8,16800.0,137556.65600000002,131587.615,51.10889244973006
228,228,5770,Minden-Lübbecke,36980.5,442.0,0.0,250726.486,943707.51,1135.0,46943.6,336227.586,943707.51,26.26911216441869
229,229,14522,Mittelsachsen,38358.0,0.0,0.0,314980.838,78832.12,35504.64,248306.8,637150.2779999999,78832.12,88.98965669823632
230,230,12064,Märkisch-Oderland,33767.0,0.0,0.0,828102.938,55397.880000000005,0.0,530856.0,1392725.938,55397.880000000005,96.17450667467719
231,231,5962,Märkischer Kreis,5639.0,4240.0,0.0,92261.328,59804.96,14665.4,34910.0,151715.728,59804.96,71.72618878773692
232,232,5116,Mönchengladbach,0.0,0.0,0.0,50440.01,13085.59,0.0,28909.9,79349.91,13085.59,85.84354495837638
233,233,9183,Mühldorf a. Inn,28588.0,0.0,0.0,216729.15899999999,12465.017,35928.8,4.5,281250.459,12465.017,95.75609117716358
234,234,5117,Mülheim an der Ruhr,6638.0,0.0,0.0,18591.693,17645.35,11550.0,0.0,36779.693,17645.35,67.57862001137968
235,235,9162,München,4382.0,1685.0,0.0,95091.869,952908.66,18003.0,5001.0,124162.869,952908.66,11.527820173213398
236,236,5515,Münster,15606.5,1.0,0.0,78925.326,144351.79,110.0,90653.2,185296.026,144351.79,56.21029990382221
237,237,8225,Neckar-Odenwald-Kreis,25404.0,281.0,0.0,197597.649,9310.35,10716.5,101680.0,335679.149,9310.35,97.30126568287228
238,238,9775,Neu-Ulm,22301.9,105.0,0.0,176569.052,40978.228,36643.0,10.0,235628.952,40978.228,85.18540697316679
239,239,9185,Neuburg-Schrobenhausen,10875.0,0.0,0.0,300290.875,17893.9,66573.5,13080.0,390819.375,17893.9,95.621894101678
240,240,9373,Neumarkt i.d. OPf.,50848.4,30.0,0.0,385348.207,10755.97,1489.2,152119.5,589835.307,10755.97,98.20910319348512
241,241,1004,Neumünster,510.0,0.0,0.0,17598.064,79880.05,0.0,0.0,18108.064,79880.05,18.479857669267926
242,242,10043,Neunkirchen,415.0,5200.0,0.0,76720.609,16997.89,0.0,77460.0,159795.609,16997.89,90.38545529324016
243,243,9575,Neustadt a.d. Aisch-Bad Windsheim,41538.8,90.0,0.0,283487.635,6694.64,166.8,150501.2,475784.435,6694.64,98.6124496694494
244,244,9374,Neustadt a.d. Waldnaab,27106.21,200.0,0.0,274005.486,2610.41,37110.7,10810.0,349232.396,2610.41,99.25807492565303
245,245,7316,Neustadt an der Weinstraße,520.5,0.0,0.0,26359.865,5983.219,100.0,3000.0,29980.365,5983.219,83.36311809190096
246,246,7138,Neuwied,9472.5,160.0,0.0,78762.646,6827.0599999999995,1600.0,6.0,90001.146,6827.0599999999995,92.94930652748022
247,247,3256,Nienburg (Weser),59813.0,220.0,0.0,155766.721,81128.81999999999,5225.0,372049.5,593074.221,81128.81999999999,87.96670808846144
248,248,1054,Nordfriesland,113481.0,223.0,0.0,392132.294,12466.054,0.0,2254508.1,2760344.3940000003,12466.054,99.55041809623188
249,249,16062,Nordhausen,14573.7,0.0,0.0,94779.906,17551.12,258.9,83670.0,193282.506,17551.12,91.67536965853824
250,250,14730,Nordsachsen,66566.0,135.0,0.0,355797.691,77514.42,207.0,136374.73,559080.421,77514.42,87.82358652510662
251,251,13074,Nordwestmecklenburg,43775.0,0.0,0.0,192898.01499999998,13460.24,15.0,260125.0,496813.015,13460.24,97.3621505990942
252,252,3155,Northeim,20713.14,123.0,0.0,95184.425,11576.335,222874.5,52550.0,391445.065,11576.335,97.12761282651492
253,253,9564,Nürnberg,8957.0,0.0,0.0,69488.295,1173866.3,1269.9,10.0,79725.19499999999,1173866.3,6.359742812390409
254,254,9574,Nürnberger Land,2917.5,13.0,0.0,88001.028,7848.99,1803.1,28063.0,120797.62800000001,7848.99,93.89879802359047
255,255,9780,Oberallgäu,7805.3,0.0,0.0,175752.276,54548.005000000005,38559.5,29222.57,251339.646,54548.005000000005,82.16730723791134
256,256,5374,Oberbergischer Kreis,2518.0,0.0,0.0,89826.034,13239.295,8783.0,19900.0,121027.034,13239.295,90.13952708873123
257,257,5119,Oberhausen,3145.0,14280.0,0.0,18226.643,164203.7,0.0,0.0,35651.643,164203.7,17.838723981474942
258,258,12065,Oberhavel,17886.0,0.0,0.0,246763.592,12890.08,413.0,157258.6,422321.19200000004,12890.08,97.03820171275342
259,259,12066,Oberspreewald-Lausitz,18847.0,0.0,0.0,527857.652,148440.71,14.0,489025.0,1035743.652,148440.71,87.4647297529504
260,260,6437,Odenwaldkreis,3420.0,0.0,0.0,55536.262,12522.0,244.7,43475.0,102675.962,12522.0,89.13001603274891
261,261,12067,Oder-Spree,65917.0,0.0,0.0,266855.487,195878.91,786.0,462770.0,796328.487,195878.91,80.25826953192932
262,262,6438,Offenbach,2551.0,556.0,0.0,74438.806,31131.176,0.0,0.0,77545.806,31131.176,71.35439775094234
263,263,6413,Offenbach am Main,784.0,0.0,0.0,13582.671,85042.1,0.0,0.0,14366.671,85042.1,14.452116101505771
264,264,3403,Oldenburg (Oldb),2867.5,0.0,0.0,45915.862,14128.132,700.0,15800.0,65283.362,14128.132,82.20895831527864
265,265,5966,Olpe,2228.0,0.0,0.0,49738.752,10233.33,159758.0,25600.0,237324.752,10233.33,95.86629128916907
266,266,8317,Ortenaukreis,25435.0,391.0,0.0,364921.147,68218.769,11599.0,115283.7,517629.847,68218.769,88.35556368370766
267,267,3404,Osnabrück,1065.0,10.0,0.0,59296.060000000005,56974.44,4.0,6750.0,67125.06,56974.44,54.08971027280529
268,268,8136,Ostalbkreis,30317.0,0.0,0.0,314952.812,38854.87,1113.58,191366.0,537749.392,38854.87,93.26143204956054
269,269,9777,Ostallgäu,32132.3,0.0,0.0,321616.402,33441.34,62748.355,52074.0,468571.057,33441.34,93.33854299219627
270,270,3356,Osterholz,8678.2,50.0,0.0,68128.663,3329.946,0.0,137275.0,214131.863,3329.946,98.46872146639781
271,271,1055,Ostholstein,17265.0,230.0,0.0,113597.206,22934.945,18.0,553752.0,684862.206,22934.945,96.75967260286416
272,272,12068,Ostprignitz-Ruppin,43623.0,160.0,0.0,303288.709,21081.52,24.0,439627.0,786722.709,21081.52,97.39026867610023
273,273,5774,Paderborn,31421.99,435.08000000000004,0.0,330238.843,29313.945,2134.8,978876.4,1343107.1130000001,29313.945,97.86407059049948
274,274,9262,Passau,7306.5,0.0,0.0,33616.054000000004,9138.675,141919.5,0.0,182842.054,9138.675,95.2397956567818
275,275,3157,Peine,17259.0,0.0,0.0,56073.356999999996,775483.24,22.0,187980.0,261334.357,775483.24,25.205432253094756
276,276,9186,Pfaffenhofen a.d. Ilm,15425.8,0.0,0.0,188298.976,1896848.8,31574.0,21153.8,256452.57599999997,1896848.8,11.909739103793706
277,277,8231,Pforzheim,16561.0,0.0,0.0,29723.325,131794.5,2790.0,5.0,49079.325,131794.5,27.134564661304637
278,278,1056,Pinneberg,14639.0,0.0,0.0,59623.957,449605.842,0.0,16518.0,90780.957,449605.842,16.799255120219915
279,279,7317,Pirmasens,550.0,0.0,0.0,16861.045,28656.41,0.0,6600.0,24011.045,28656.41,45.58990936623005
280,280,1057,Plön,28800.0,0.0,0.0,54535.847,2754.46,2260.0,43670.0,129265.84700000001,2754.46,97.91360885109896
281,281,12054,Potsdam,5546.0,0.0,0.0,30976.979,94947.335,0.0,71750.0,108272.97899999999,94947.335,53.278620069448365
282,282,12069,Potsdam-Mittelmark,28260.0,0.0,0.0,235205.699,10626.75,86.0,427980.0,691531.699,10626.75,98.48655954861265
283,283,12070,Prignitz,37182.0,0.0,0.0,298011.012,6134.1,52.2,1016430.0,1351675.212,6134.1,99.54823553309082
284,284,8216,Rastatt,8860.0,5.535,0.0,150889.918,62403.492,204184.5,0.0,363939.953,62403.492,85.36309336244165
285,285,8436,Ravensburg,55846.8,39.0,0.0,397685.582,35379.2,19777.0,8.0,473356.382,35379.2,93.0456604075317
286,286,5562,Recklinghausen,31967.0,20619.0,0.0,168765.612,1700594.56,33.0,138631.0,360015.61199999996,1700594.56,17.47131101709421
287,287,9276,Regen,4360.0,147.0,0.0,130690.945,5270.2,18361.54,46.5,153605.98500000002,5270.2,96.68282568592643
288,288,9362,Regensburg,7108.8,0.0,0.0,46000.605,51820.63,10800.0,500.0,64409.405000000006,51820.63,55.41545694277732
289,289,3241,Region Hannover,56564.849,3320.0,0.0,232234.396,706810.264,3799.0,402826.9,698745.1450000001,706810.264,49.71309850368198
290,290,10041,Regionalverband Saarbrücken,1820.0,32590.0,0.0,128998.767,1439103.7,2200.0,18000.0,183608.767,1439103.7,11.314929214751636
291,291,8119,Rems-Murr-Kreis,14630.0,253.0,0.0,164868.11,32906.6,1892.5,21711.0,203354.61,32906.6,86.07194130598079
292,292,5120,Remscheid,0.0,0.0,0.0,12331.474,5144.05,0.0,1505.5,13836.974,5144.05,72.89898585028921
293,293,1058,Rendsburg-Eckernförde,80890.0,1966.0,0.0,293359.477,99062.98,225.0,416606.4,793046.8770000001,99062.98,88.89565234340864
294,294,8415,Reutlingen,30143.8,0.0,0.0,207193.435,35911.665,96890.5,7550.0,341777.735,35911.665,90.49174665743863
295,295,5362,Rhein-Erft-Kreis,8205.0,0.0,0.0,151349.549,4937025.58,0.0,78352.0,237906.549,4937025.58,4.597288294213298
296,296,7140,Rhein-Hunsrück-Kreis,7227.65,0.0,0.0,119527.913,3550.69,26.0,707155.0,833936.563,3550.69,99.57603056198397
297,297,5162,Rhein-Kreis Neuss,11026.1,382.0,0.0,119263.406,4426496.24,217.2,194200.5,325089.206,4426496.24,6.841699674656339
298,298,7141,Rhein-Lahn-Kreis,375.0,0.0,0.0,62262.921,3075.01,14487.5,10979.8,88105.221,3075.01,96.62754747791767
299,299,8226,Rhein-Neckar-Kreis,12461.0,2216.5,0.0,282129.177,42060.35,15499.2,10.0,312315.87700000004,42060.35,88.13115926086093
300,300,7338,Rhein-Pfalz-Kreis,1873.0,0.0,0.0,76852.457,3102.3740000000003,0.0,40100.0,118825.457,3102.3740000000003,97.45556533356195
301,301,5382,Rhein-Sieg-Kreis,5768.0,130.0,0.0,211038.676,14967.605,1158.5,3209.5,221304.676,14967.605,93.66510327125508
302,302,6439,Rheingau-Taunus-Kreis,3045.0,220.0,0.0,50713.466,4857.39,79.0,62250.0,116307.466,4857.39,95.99109002366166
303,303,5378,Rheinisch-Bergischer Kreis,3221.5,0.0,0.0,59694.409,86912.72,647.5,275.0,63838.409,86912.72,42.34688617157885
304,304,9673,Rhön-Grabfeld,16835.3,9.375,0.0,118811.783,7768.99,535.3,47200.0,183391.75799999997,7768.99,95.93588637767834
305,305,9163,Rosenheim,8878.0,0.0,0.0,17766.034,34578.55,2055.0,20.0,28719.034,34578.55,45.37145367191266
306,306,13003,Rostock,3715.0,0.0,0.0,38352.404,688493.05,0.0,8351.12,50418.524000000005,688493.05,6.823350150961366
307,307,3357,Rotenburg (Wümme),158070.2,0.0,0.0,132029.503,13934.853,25.0,315906.8,606031.503,13934.853,97.75232109530795
308,308,9576,Roth,5887.0,180.0,0.0,211190.936,5572.94,8448.18,21541.0,247247.11599999998,5572.94,97.79568912048656
309,309,9277,Rottal-Inn,56358.9,0.0,0.0,437717.287,5206.51,76106.52,2150.8,572333.507,5206.51,99.0985022947769
310,310,8325,Rottweil,24973.0,805.0,0.0,142832.628,14855.654,9568.0,41381.5,219560.128,14855.654,93.66269033882709
311,311,16074,Saale-Holzland-Kreis,23458.75,0.0,0.0,127624.302,6170.37,3269.5,111643.0,265995.552,6170.37,97.73286458691915
312,312,16075,Saale-Orla-Kreis,97423.5,0.0,0.0,108302.561,3754.5499999999997,7547.0,56997.0,270270.061,3754.5499999999997,98.62984934590419
313,313,15088,Saalekreis,31387.0,0.0,0.0,329110.759,1616608.63,6810.0,306104.6,673412.3589999999,1616608.63,29.406383707166974
314,314,16073,Saalfeld-Rudolstadt,8382.5,350.0,0.0,68297.759,39345.49,10351.8,5200.6,92582.65900000001,39345.49,70.17657694871473
315,315,10044,Saarlouis,3450.0,19040.0,0.0,130058.081,148018.35,2395.5,51560.0,206503.581,148018.35,58.24846446523502
316,316,10045,Saarpfalz-Kreis,220.0,0.0,0.0,90387.226,807882.04,952.5,36000.0,127559.726,807882.04,13.636308601598188
317,317,3102,Salzgitter,0.0,22222.0,0.0,18572.76,423725.65,334.0,128780.0,169908.76,423725.65,28.621784239225622
318,318,15089,Salzlandkreis,26859.0,0.0,0.0,276168.245,446012.86,6387.0,692285.0,1001699.245,446012.86,69.191881558523
319,319,3257,Schaumburg,14246.8,1804.56,0.0,109575.169,23725.190000000002,191.2,43250.0,169067.729,23725.190000000002,87.69395156053423
320,320,1059,Schleswig-Flensburg,154453.4,600.0,0.0,447199.749,10932.52,80.0,1004477.2,1606810.349,10932.52,99.3242115165831
321,321,16066,Schmalkalden-Meiningen,9540.5,0.0,0.0,111760.663,25534.8,1503.0,601.0,123405.163,25534.8,82.85564231004946
322,322,9565,Schwabach,1061.0,0.0,0.0,14794.406,1754.7,1161.0,1.0,17017.406000000003,1754.7,90.65262043587438
323,323,6634,Schwalm-Eder-Kreis,22705.5,50.0,0.0,234235.964,27243.120000000003,3558.7,75100.6,335650.764,27243.120000000003,92.49281368434416
324,324,9376,Schwandorf,29436.55,60.0,0.0,308298.012,77077.225,93947.41,30001.55,461743.522,77077.225,85.6952009681988
325,325,8326,Schwarzwald-Baar-Kreis,27524.6,556.2,0.0,154099.698,20608.07,4686.2,9245.0,196111.69800000003,20608.07,90.49091359307842
326,326,9662,Schweinfurt,5.5,0.0,0.0,25438.327,53076.64,4065.0,0.0,29508.827,53076.64,35.731258866647806
327,327,13004,Schwerin,3202.0,440.0,0.0,49465.176,65800.55,0.0,30000.0,83107.176,65800.55,55.81119142199512
328,328,8127,Schwäbisch Hall,68034.0,240.0,0.0,390283.031,29295.2,6194.5,298254.6,763006.131,29295.2,96.3025178863419
329,329,1060,Segeberg,38075.5,200.0,0.0,91759.353,40272.145,0.0,157700.8,287735.653,40272.145,87.72219890942958
330,330,5970,Siegen-Wittgenstein,6436.0,0.0,0.0,72878.223,15493.605,96.5,75358.6,154769.323,15493.605,90.90018879506171
331,331,8437,Sigmaringen,44496.9,230.0,0.0,250217.69,5606.47,4671.8,23650.0,323266.39,5606.47,98.29524698389524
332,332,5974,Soest,43511.0,5.5,0.0,274091.661,26791.195,11828.1,211476.1,540912.361,26791.195,95.2807773147012
333,333,5122,Solingen,740.0,0.0,0.0,23393.953,16959.284,593.0,4600.0,29326.953,16959.284,63.35998538831317
334,334,16072,Sonneberg,1622.0,0.0,0.0,29493.401,6308.8,953.0899999999999,10.0,32078.491,6308.8,83.56539407795147
335,335,7318,Speyer,174.1,0.0,0.0,17549.089,4293.71,0.0,0.0,17723.189,4293.71,80.49811646953552
336,336,12071,Spree-Neiße,11560.0,0.0,0.0,439311.303,4842271.99,2240.8,166208.75,619320.853,4842271.99,11.339564680178778
337,337,10046,St. Wendel,1275.3,0.0,0.0,131545.134,22705.79,1193.65,185900.6,319914.68399999995,22705.79,93.37290333676907
338,338,3359,Stade,29616.4,0.0,0.0,113459.546,219049.85,0.0,446554.5,589630.446,219049.85,72.91267623515833
339,339,9188,Starnberg,1015.0,17.4,0.0,78276.635,9086.762999999999,620.1,12040.0,91969.135,9086.762999999999,91.00818143241872
340,340,1061,Steinburg,20435.0,0.0,0.0,185479.55,127629.40999999999,0.0,604991.5,810906.05,127629.40999999999,86.40121599667636
341,341,5566,Steinfurt,68887.0,530.0,0.0,461231.902,58267.272,277.5,557110.5,1088036.902,58267.272,94.91694496787201
342,342,15090,Stendal,188026.0,231.0,0.0,285641.078,25270.55,0.0,834458.0,1308356.078,25270.55,98.1051255674238
343,343,1062,Stormarn,16193.2,24.0,0.0,59848.459,37579.827,65.0,53307.5,129438.159,37579.827,77.49953289461891
344,344,9263,Straubing,1355.0,0.0,0.0,65022.5,3747.55,21499.98,0.0,87877.48,3747.55,95.90990584123136
345,345,9278,Straubing-Bogen,13684.0,10.0,0.0,438320.286,3047.31,26662.57,7207.2,485884.05600000004,3047.31,99.37674074278965
346,346,8111,Stuttgart,815.3,1253.0,0.0,61179.266,433433.21,14237.0,0.6,77485.16600000001,433433.21,15.165860074682458
347,347,5334,Städteregion Aachen,13490.0,810.0,0.0,125688.118,2273712.61,1626.0,229213.0,370827.118,2273712.61,14.022368961741686
348,348,16054,Suhl,0.0,0.0,0.0,10238.512999999999,1145.155,0.0,0.0,10238.512999999999,1145.155,89.94036895664912
349,349,14628,Sächsische Schweiz-Osterzgebirge,9300.0,0.0,0.0,102162.004,17659.760000000002,7735.5,41258.6,160456.104,17659.760000000002,90.08524024564146
350,350,16068,Sömmerda,13141.5,0.0,0.0,83496.859,4720.7,310.5,236355.95,333304.809,4720.7,98.60344859357937
351,351,7337,Südliche Weinstraße,0.0,4939.3,0.0,96937.616,30240.829999999998,126.0,46530.0,148532.91599999997,30240.829999999998,83.08430030883842
352,352,7340,Südwestpfalz,4911.0,0.0,0.0,91664.824,1504.15,203.5,118510.0,215289.324,1504.15,99.30618298962266
353,353,12072,Teltow-Fläming,67898.0,5.28,0.0,223087.196,202288.01,7.5,785820.0,1076817.976,202288.01,84.18520339877449
354,354,9377,Tirschenreuth,43213.3,0.0,0.0,163416.234,3934.55,1702.2,30692.6,239024.33400000003,3934.55,98.38056961111165
355,355,9189,Traunstein,50444.3,5500.0,0.0,258831.213,20277.245,33036.5,4762.3,352574.31299999997,20277.245,94.5615769694598
356,356,7211,Trier,4137.0,0.0,0.0,43269.86,18662.48,20138.5,0.0,67545.36,18662.48,78.35176011833727
357,357,7235,Trier-Saarburg,9437.8,0.0,0.0,199266.383,5148.25,51868.5,162426.703,422999.386,5148.25,98.7975526273839
358,358,8327,Tuttlingen,16308.0,5.5,0.0,134344.648,28981.86,2387.5,19800.0,172845.648,28981.86,85.64028249310793
359,359,8416,Tübingen,8545.4,1.0,0.0,115703.936,44050.26,8128.5,1.0,132379.836,44050.26,75.03245704746429
360,360,12073,Uckermark,33939.0,0.0,0.0,216000.756,411673.2,11.0,1396252.4,1646203.156,411673.2,79.99524126900461
361,361,3360,Uelzen,40269.0,0.0,0.0,74233.041,48857.75,181.0,257619.0,372302.04099999997,48857.75,88.3992368112843
362,362,8421,Ulm,23248.0,0.0,0.0,65299.453,89169.488,19054.0,31400.0,139001.453,89169.488,60.91987541919285
363,363,5978,Unna,54678.0,21570.0,0.0,149070.659,3034926.68,5988.0,44600.0,275906.659,3034926.68,8.333450547025556
364,364,16064,Unstrut-Hainich-Kreis,10302.0,99.0,0.0,149435.115,16947.51,356.0,222256.56,382448.675,16947.51,95.7567171053474
365,365,9778,Unterallgäu,41923.26,35.0,0.0,402180.895,32298.0,32906.2,7207.4,484252.75500000006,32298.0,93.74737144658708
366,366,3460,Vechta,37134.0,0.0,0.0,245654.673,17326.23,0.0,164660.0,447448.673,17326.23,96.27212444386224
367,367,3361,Verden,15444.2,0.0,0.0,75886.185,7760.77,20546.32,180753.5,292630.205,7760.77,97.41644368643232
368,368,5166,Viersen,23264.0,0.0,0.0,165756.243,27556.25,7.5,55282.5,244310.243,27556.25,89.86405066107208
369,369,6535,Vogelsbergkreis,16034.0,0.0,0.0,128653.085,2108.875,1285.85,460259.8,606232.735,2108.875,99.65334033290934
370,370,14523,Vogtlandkreis,14917.0,502.0,0.0,118416.921,14862.76,1942.4,30807.799,166586.12,14862.76,91.80884445249814
371,371,13075,Vorpommern-Greifswald,76072.0,0.0,0.0,553557.279,103056.795,0.0,690903.2,1320532.4789999998,103056.795,92.76077750217723
372,372,13073,Vorpommern-Rügen,33122.35,699.0,0.0,418015.368,17208.19,0.0,460174.8,912011.518,17208.19,98.14810320402718
373,373,7233,Vulkaneifel,4418.0,6.3,0.0,67680.365,2226.25,236.8,186950.0,259291.465,2226.25,99.14871923685935
374,374,6635,Waldeck-Frankenberg,29006.0,99.5,0.0,172816.339,18873.215,5016.3,223511.18,430449.319,18873.215,95.79962864715795
375,375,8337,Waldshut,22057.0,0.0,0.0,155926.279,14368.92,180840.0,20.3,358843.57899999997,14368.92,96.14993601808605
376,376,5570,Warendorf,34956.0,85.0,0.0,260943.971,19641.347999999998,132.4,266355.0,562472.371,19641.347999999998,96.62585722361236
377,377,16063,Wartburgkreis,5465.0,0.0,0.0,130232.539,65594.385,5112.2,89620.0,230429.739,65594.385,77.84154071172928
378,378,9363,Weiden i.d. OPf.,1064.0,0.0,0.0,37866.967,3622.65,125.0,0.0,39055.967,3622.65,91.51179149033813
379,379,9190,Weilheim-Schongau,20485.3,0.0,0.0,165154.029,241221.53,64195.2,619.4,250453.92899999997,241221.53,50.93887124433436
380,380,16055,Weimar,265.0,0.0,0.0,14809.013,6321.85,68.0,0.0,15142.013,6321.85,70.54654141241956
381,381,16071,Weimarer Land,6825.0,0.0,0.0,130364.35800000001,10834.3,1010.2,126210.0,264409.558,10834.3,96.06374504458516
382,382,9577,Weißenburg-Gunzenhausen,51001.8,0.0,0.0,268819.901,9321.13,1451.0,111922.8,433195.501,9321.13,97.89360911047883
383,383,6636,Werra-Meißner-Kreis,10049.15,0.0,0.0,80543.754,48805.5,31204.2,109457.5,231254.604,48805.5,82.57320507172274
384,384,5170,Wesel,29037.5,12127.0,0.0,226296.3,219840.35,0.0,110606.0,378066.8,219840.35,63.231690739941804
385,385,3461,Wesermarsch,16634.0,0.0,0.0,67395.793,350865.7,0.0,421810.0,505839.793,350865.7,59.04477059306073
386,386,7143,Westerwaldkreis,22482.0,0.0,0.0,164600.516,9642.58,648.09,164650.0,352380.606,9642.58,97.33647446547802
387,387,6440,Wetteraukreis,10173.5,0.0,0.0,120851.804,27255.85,2209.2,45800.0,179034.50400000002,27255.85,86.7876275009931
388,388,6414,Wiesbaden,12952.0,1787.0,0.0,27482.375,119207.069,5000.0,0.0,47221.375,119207.069,28.373380093609473
389,389,3405,Wilhelmshaven,2125.0,0.0,0.0,28770.072,855870.85,0.0,101359.6,132254.67200000002,855870.85,13.384399962902691
390,390,15091,Wittenberg,39731.0,263.0,0.0,238923.478,12992.21,9.3,280631.5,559558.2779999999,12992.21,97.73081845665985
391,391,3462,Wittmund,15729.0,0.0,0.0,49349.815,3658.045,0.0,366414.8,431493.615,3658.045,99.1593631976493
392,392,3158,Wolfenbüttel,9742.0,0.0,0.0,52434.96,16434.51,471.0,121690.0,184337.96,16434.51,91.8143608035504
393,393,3103,Wolfsburg,4977.0,0.0,0.0,22158.25,658680.95,0.0,6666.0,33801.25,658680.95,4.881172396922261
394,394,7319,Worms,760.0,0.0,0.0,30342.113,40535.6,0.0,27000.0,58102.113,40535.6,58.9045621931644
395,395,9479,Wunsiedel i. Fichtelgebirge,14769.0,0.0,0.0,69410.822,19159.14,4900.83,61295.3,150375.952,19159.14,88.69901223753722
396,396,5124,Wuppertal,4843.0,2008.0,0.0,32124.076,242251.75,1134.5,9401.0,49510.576,242251.75,16.969489062820266
397,397,9663,Würzburg,0.0,1578.0,0.0,30733.062,203796.4,3111.0,2000.0,37422.062000000005,203796.4,15.513763618972085
398,398,8417,Zollernalbkreis,9518.0,0.0,0.0,171624.423,27281.719999999998,1189.6,1815.4,184147.423,27281.719999999998,87.09651866677622
399,399,7320,Zweibrücken,2695.0,0.0,0.0,17277.108,2691.0699999999997,215.0,0.0,20187.108,2691.0699999999997,88.23739372951815
400,400,14524,Zwickau,20443.3,80.0,0.0,155749.905,25909.65,6209.0,90975.2,273457.40499999997,25909.65,91.34518993748327
401,401,0,offshoreNordsee,0.0,0.0,0.0,0.0,0.0,0.0,230880.0,230880.0,0.0,100.0
402,402,0,offshoreOstsee,0.0,0.0,0.0,0.0,0.0,0.0,52080.0,52080.0,0.0,100.0
