"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Postleitzahl";"Ort";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Letzte Aktualisierung"
"SEE946812349817";"Vitovolar PT2";"In Betrieb";"7/23/2021";"9/18/2021";"Erdgas";"0,75";"0,75";"16230";"Chorin";"(natürliche Person)";"ABR967129938174";"2/1/2022"
"SEE927660515715";"Rosa-L.-Speicher";"In Betrieb";"7/26/2021";"7/26/2021";"Speicher";"4,2";"3,3";"16321";"Bernau";"(natürliche Person)";"ABR902646520228";"7/26/2021"
"SEE926750252288";"PVA MK 02";"In Betrieb";"7/26/2021";"8/4/2021";"Speicher";"10,24";"10";"16356";"Ahrensfelde";"(natürliche Person)";"ABR943034175149";"8/4/2021"
"SEE990247463433";"Stromspeicher";"In Betrieb";"7/27/2021";"7/27/2021";"Speicher";"3,75";"3,75";"16359";"Biesenthal";"(natürliche Person)";"ABR938988955855";"7/27/2021"
"SEE924652847816";"JES-105992";"In Betrieb";"7/29/2021";"7/30/2021";"Speicher";"7";"7";"16321";"Bernau";"(natürliche Person)";"ABR906419011753";"7/30/2021"
"SEE910514709279";"BHKW Stephanus Werkstätten Templin";"In Betrieb";"8/1/2021";"10/12/2021";"Erdgas";"20";"20";"17268";"Templin";"Stephanus gGmbH";"ABR923844934341";"5/9/2022"
"SEE935379898364";"Speicher";"In Betrieb";"8/2/2021";"8/9/2021";"Speicher";"5";"5";"16321";"Bernau";"Butter/Hensel Gbr";"ABR928557119320";"9/10/2021"
"SEE963914530301";"Batteriespeicher";"In Betrieb";"8/4/2021";"9/29/2021";"Speicher";"6";"6";"16348";"Wandlitz";"(natürliche Person)";"ABR950308400128";"11/2/2021"
"SEE930285148091";"Anter Speicher";"In Betrieb";"8/5/2021";"8/5/2021";"Speicher";"3";"3";"16341";"Panketal";"(natürliche Person)";"ABR919757491187";"8/5/2021"
"SEE964002165672";"Eigensonne S O 1498";"In Betrieb";"8/6/2021";"6/17/2021";"Speicher";"5";"5";"16244";"Schorfheide";"(natürliche Person)";"ABR987498861316";"9/21/2021"
"SEE985234896158";"676838_FS_Speicher";"In Betrieb";"8/6/2021";"8/10/2021";"Speicher";"7";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR984900788582";"8/10/2021"
"SEE978227924389";"Speicher Haus";"In Betrieb";"8/6/2021";"9/28/2021";"Speicher";"5";"5";"16244";"Schorfheide";"(natürliche Person)";"ABR917590213966";"12/10/2021"
"SEE936492938791";"Solarspeicher Arndt";"In Betrieb";"8/7/2021";"9/2/2021";"Speicher";"2,5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR926981210408";"4/8/2022"
"SEE958753348842";"720192_TT_Speicher";"In Betrieb";"8/9/2021";"8/11/2021";"Speicher";"7";"6";"16348";"Marienwerder";"(natürliche Person)";"ABR902395818126";"8/11/2021"
"SEE933920705239";"V-01881-A-21_BAT";"In Betrieb";"8/12/2021";"8/16/2021";"Speicher";"2,5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR950427373624";"9/10/2021"
"SEE910905093079";"Speicher";"In Betrieb";"8/16/2021";"8/16/2021";"Speicher";"7";"7";"16356";"Ahrensfelde";"(natürliche Person)";"ABR931853370821";"8/16/2021"
"SEE905440803511";"HWR";"In Betrieb";"8/17/2021";"8/18/2021";"Speicher";"2,5";"2,5";"16248";"Parsteinsee";"(natürliche Person)";"ABR977667169671";"10/28/2021"
"SEE935225811714";"Grüneberg Speicher";"In Betrieb";"8/17/2021";"8/18/2021";"Speicher";"7,68";"6";"16230";"Sydower Fließ";"(natürliche Person)";"ABR902773943044";"8/18/2021"
"SEE981250416714";"Batteriespeicher";"In Betrieb";"8/17/2021";"8/18/2021";"Speicher";"3";"3";"16348";"Wandlitz";"(natürliche Person)";"ABR982288285617";"10/20/2021"
"SEE976728692110";"Fahrradparkhaus Akku";"In Betrieb";"8/17/2021";"8/25/2021";"Speicher";"5,1";"5,1";"16225";"Eberswalde";"Stadt Eberswalde Amt für Hochbau und Gebäudewirtschaft";"ABR984372316160";"8/25/2021"
"SEE948812946560";"NP speicher";"In Betrieb";"8/18/2021";"8/18/2021";"Speicher";"2,66";"2,66";"16348";"Wandlitz";"(natürliche Person)";"ABR901286283166";"8/18/2021"
"SEE911544797007";"Stromspeicher";"In Betrieb";"8/18/2021";"8/20/2021";"Speicher";"2,25";"2,25";"16356";"Werneuchen";"(natürliche Person)";"ABR960001488668";"8/20/2021"
"SEE952647046159";"Speicher";"In Betrieb";"8/18/2021";"10/6/2021";"Speicher";"4,5";"4,5";"16244";"Schorfheide";"(natürliche Person)";"ABR941715018204";"10/6/2021"
"SEE978919257597";"16321_Akku";"In Betrieb";"8/19/2021";"8/19/2021";"Speicher";"3,75";"3,75";"16321";"Bernau";"(natürliche Person)";"ABR981983637844";"9/10/2021"
"SEE968621418126";"Speicher Biesenthal";"In Betrieb";"8/22/2021";"9/30/2021";"Speicher";"7";"6";"16359";"Biesenthal";"(natürliche Person)";"ABR976714434977";"9/30/2021"
"SEE934731744424";"Speicher Preißel";"In Betrieb";"8/23/2021";"8/23/2021";"Speicher";"3";"3";"16244";"Schorfheide";"Michael Preißel Vermietung";"ABR986527334289";"8/23/2021"
"SEE923405262265";"PowerWall Görlitz";"In Betrieb";"8/23/2021";"8/23/2021";"Speicher";"4,6";"4,6";"16244";"Schorfheide";"(natürliche Person)";"ABR962008978098";"8/23/2021"
"SEE966509504473";"HWR";"In Betrieb";"8/23/2021";"8/24/2021";"Speicher";"1,25";"1,25";"16244";"Schorfheide";"(natürliche Person)";"ABR953960456632";"8/24/2021"
"SEE920336595721";"23.08.2021";"In Betrieb";"8/23/2021";"9/7/2021";"Speicher";"4,6";"4,6";"16356";"Werneuchen";"(natürliche Person)";"ABR985641909632";"12/20/2021"
"SEE980614658425";"Speicher";"In Betrieb";"8/25/2021";"8/27/2021";"Speicher";"5,32";"5,32";"16341";"Panketal";"(natürliche Person)";"ABR952652108187";"8/27/2021"
"SEE980646979406";"Richter Speicher";"In Betrieb";"8/25/2021";"9/8/2021";"Speicher";"3,4";"3,4";"16341";"Panketal";"(natürliche Person)";"ABR937840240511";"10/26/2021"
"SEE931794283570";"764030_IW_Speicher";"In Betrieb";"8/27/2021";"9/1/2021";"Speicher";"7";"6";"16356";"Ahrensfelde";"(natürliche Person)";"ABR983408343910";"9/1/2021"
"SEE974471251127";"Speicher";"In Betrieb";"8/27/2021";"9/5/2021";"Speicher";"10";"10";"16341";"Panketal";"(natürliche Person)";"ABR956212353352";"10/28/2021"
"SEE930114482655";"690883_KM_Speicher";"In Betrieb";"8/28/2021";"9/6/2021";"Speicher";"7";"7";"16356";"Ahrensfelde";"(natürliche Person)";"ABR900996817432";"9/6/2021"
"SEE932245776542";"Speicher/ Batterie";"In Betrieb";"8/30/2021";"8/30/2021";"Speicher";"4,6";"4,6";"16230";"Chorin";"Tischlerei Mario Wrensch";"ABR939249018968";"8/30/2021"
"SEE973140886592";"Batteriespeicher";"In Betrieb";"8/30/2021";"8/30/2021";"Speicher";"4,6";"4,6";"16227";"Eberswalde";"Mühlenbau und Anlagenmontagen GmbH Sören Kolenda";"ABR979088722350";"8/30/2021"
"SEE930735333923";"Sonnenbatterie";"In Betrieb";"8/31/2021";"9/9/2021";"Speicher";"4,6";"4,6";"16356";"Werneuchen";"(natürliche Person)";"ABR940966154143";"9/9/2021"
"SEE907247040298";"757017_MF_Speicher";"In Betrieb";"8/31/2021";"9/2/2021";"Speicher";"7";"5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR927213451484";"9/2/2021"
"SEE901035133520";"Stromspeicher";"In Betrieb";"8/31/2021";"9/14/2021";"Speicher";"5,1";"5,1";"16248";"Liepe";"(natürliche Person)";"ABR950978443708";"9/14/2021"
"SEE927783726234";"ABR986840566992";"In Betrieb";"8/31/2021";"10/7/2021";"Speicher";"7,5";"7";"16227";"Eberswalde";"(natürliche Person)";"ABR986840566992";"10/7/2021"
"SEE948812115843";"Speicher";"In Betrieb";"9/1/2021";"9/7/2021";"Speicher";"3,99";"3,99";"16356";"Ahrensfelde";"(natürliche Person)";"ABR955250158837";"9/7/2021"
"SEE930057088624";"776171_LB_Speicher";"In Betrieb";"9/1/2021";"9/9/2021";"Speicher";"7";"7";"16341";"Panketal";"(natürliche Person)";"ABR954061824061";"9/9/2021"
"SEE958604121846";"Sonnenstrom-Speicher";"In Betrieb";"9/2/2021";"9/3/2021";"Speicher";"5,32";"5,32";"16341";"Panketal";"(natürliche Person)";"ABR980237302545";"10/18/2021"
"SEE918469316078";"Keller";"In Betrieb";"9/2/2021";"9/17/2021";"Speicher";"2,25";"2,25";"16348";"Wandlitz";"(natürliche Person)";"ABR970205494198";"9/20/2021"
"SEE911753320256";"Speicher1";"In Betrieb";"9/6/2021";"9/6/2021";"Speicher";"5";"5";"16321";"Bernau";"(natürliche Person)";"ABR974538920225";"12/17/2021"
"SEE901086660945";"Pisi";"In Betrieb";"9/6/2021";"10/4/2021";"Speicher";"3,4";"3,4";"16225";"Eberswalde";"(natürliche Person)";"ABR988204811182";"10/4/2021"
"SEE950204051622";"Sonnenhamster Batterie";"In Betrieb";"9/6/2021";"11/17/2021";"Speicher";"5,1";"5,1";"16341";"Panketal";"(natürliche Person)";"ABR996600245296";"11/17/2021"
"SEE929531590814";"Stromspeicher";"In Betrieb";"9/7/2021";"10/31/2021";"Speicher";"3,75";"3,75";"16356";"Ahrensfelde";"(natürliche Person)";"ABR980233492103";"12/7/2021"
"SEE960165519734";"3x1,2kW";"In Betrieb";"9/8/2021";"9/8/2021";"Speicher";"0,78";"0,78";"16321";"Bernau";"(natürliche Person)";"ABR988126419978";"10/12/2021"
"SEE988650196796";"BA StZi JT";"In Betrieb";"9/8/2021";"9/16/2021";"Speicher";"3,4";"3,4";"16247";"Joachimsthal";"(natürliche Person)";"ABR945611348717";"9/16/2021"
"SEE986298897303";"BHKW CC53-Wandlitz OT Basdorf, Kornblumenweg 10-14";"In Betrieb";"9/8/2021";"10/6/2021";"Erdgas";"20";"20";"16348";"Wandlitz";"Danpower Energie Service GmbH";"ABR905920218880";"10/6/2021"
"SEE965288536590";"PH speicher Wandlitz";"In Betrieb";"9/9/2021";"9/10/2021";"Speicher";"6,5";"6,5";"16348";"Wandlitz";"(natürliche Person)";"ABR988485525242";"9/10/2021"
"SEE989372750167";"Speicher asj-solar";"In Betrieb";"9/9/2021";"10/5/2021";"Speicher";"2,25";"2,25";"16247";"Joachimsthal";"(natürliche Person)";"ABR957737342777";"11/9/2021"
"SEE984456616483";"Batterie AIP Wandlitz";"In Betrieb";"9/10/2021";"9/15/2021";"Speicher";"4,5";"4,5";"16348";"Wandlitz";"AIP Ambulante Intensiv Pflege GmbH";"ABR996610144411";"10/18/2021"
"SEE905716550781";"Bluhm Speicher";"In Betrieb";"9/11/2021";"9/15/2021";"Speicher";"7";"7";"16341";"Panketal";"(natürliche Person)";"ABR994323512794";"12/23/2021"
"SEE906191977018";"Hausspeicher";"In Betrieb";"9/17/2021";"9/29/2021";"Speicher";"8";"8";"16356";"Werneuchen";"(natürliche Person)";"ABR983515495540";"9/29/2021"
"SEE952757337932";"Speicher";"In Betrieb";"9/18/2021";"9/19/2021";"Speicher";"5";"5";"16321";"Bernau";"(natürliche Person)";"ABR927473536693";"2/7/2022"
"SEE905432202759";"Dachs 0.8";"In Betrieb";"9/20/2021";"5/10/2021";"Erdgas";"0,75";"0,75";"16321";"Bernau";"(natürliche Person)";"ABR948870099093";"11/2/2021"
"SEE960028255120";"Speicher Wieland";"In Betrieb";"9/20/2021";"9/21/2021";"Speicher";"8";"8";"16321";"Bernau";"(natürliche Person)";"ABR948651565168";"11/17/2021"
"SEE900350089246";"Speicher";"In Betrieb";"9/20/2021";"9/22/2021";"Speicher";"6";"6";"16341";"Panketal";"(natürliche Person)";"ABR956429330023";"9/22/2021"
"SEE907930881054";"Gaidys Speicher";"In Betrieb";"9/21/2021";"9/21/2021";"Speicher";"10";"10";"16321";"Bernau";"(natürliche Person)";"ABR979947639348";"4/8/2022"
"SEE907250003334";"HWR";"In Betrieb";"9/22/2021";"9/22/2021";"Speicher";"2,5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR902801067490";"11/17/2021"
"SEE957339528135";"PV Speicher Keller";"In Betrieb";"9/22/2021";"10/24/2021";"Speicher";"7,68";"7,68";"16321";"Bernau";"(natürliche Person)";"ABR994186297340";"11/17/2021"
"SEE941779627831";"808582_KL_Speicher";"In Betrieb";"9/23/2021";"9/27/2021";"Speicher";"5";"5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR959358409587";"9/29/2021"
"SEE955372184677";"stromsparend 2";"In Betrieb";"9/23/2021";"9/27/2021";"Speicher";"5,12";"5,12";"16348";"Wandlitz";"(natürliche Person)";"ABR985113563850";"9/27/2021"
"SEE927110729914";"BA IlSc SH";"In Betrieb";"9/27/2021";"9/27/2021";"Speicher";"3,4";"3,4";"16244";"Schorfheide";"(natürliche Person)";"ABR976048784144";"9/27/2021"
"SEE973193944140";"BYDBattery-BoxHVS5.1";"In Betrieb";"9/29/2021";"10/11/2021";"Speicher";"2,5";"2,5";"16247";"Althüttendorf";"(natürliche Person)";"ABR977224983290";"10/11/2021"
"SEE904430712598";"Speicher PV Anlage";"In Betrieb";"9/29/2021";"10/21/2021";"Speicher";"3,4";"3,4";"16348";"Wandlitz";"(natürliche Person)";"ABR956059928362";"10/21/2021"
"SEE976403152175";"Scheidhuber Speicher";"In Betrieb";"9/30/2021";"9/30/2021";"Speicher";"4,6";"4,6";"16244";"Schorfheide";"(natürliche Person)";"ABR923954710163";"9/30/2021"
"SEE974305642978";"Batterie";"In Betrieb";"10/1/2021";"10/1/2021";"Speicher";"3,4";"3,4";"16356";"Ahrensfelde";"(natürliche Person)";"ABR993296695060";"10/25/2021"
"SEE974489729038";"HWR";"In Betrieb";"10/1/2021";"10/4/2021";"Speicher";"2,5";"2,5";"16348";"Wandlitz";"(natürliche Person)";"ABR953021592941";"10/4/2021"
"SEE975499006959";"Speicher";"In Betrieb";"10/4/2021";"10/4/2021";"Speicher";"7";"7";"16356";"Ahrensfelde";"(natürliche Person)";"ABR991226217535";"10/4/2021"
"SEE993639870444";"Batteriespeicher RESU 6.5";"In Betrieb";"10/4/2021";"10/15/2021";"Speicher";"4,6";"3,3";"16244";"Schorfheide";"(natürliche Person)";"ABR984225183581";"10/15/2021"
"SEE968354761506";"Stromspeicher";"In Betrieb";"10/5/2021";"10/5/2021";"Speicher";"2,25";"2,25";"16247";"Joachimsthal";"(natürliche Person)";"ABR928005286024";"10/5/2021"
"SEE900585530469";"803422_DB_Speicher";"In Betrieb";"10/5/2021";"10/7/2021";"Speicher";"5";"5";"16321";"Bernau";"(natürliche Person)";"ABR925109249764";"11/17/2021"
"SEE917082854776";"811603_KW_Speicher";"In Betrieb";"10/5/2021";"10/8/2021";"Speicher";"2,5";"2,5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR952937063439";"10/8/2021"
"SEE970623865112";"Eigensonne S O 1507";"In Betrieb";"10/6/2021";"10/8/2021";"Speicher";"4,6";"4,6";"16341";"Panketal";"(natürliche Person)";"ABR963769570514";"1/19/2022"
"SEE932504430338";"Speicher";"In Betrieb";"10/6/2021";"12/30/2021";"Speicher";"4,5";"4,5";"16321";"Bernau";"(natürliche Person)";"ABR958590842008";"4/8/2022"
"SEE931023143514";"PV Speicher";"In Betrieb";"10/7/2021";"10/7/2021";"Speicher";"5";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR959531606666";"10/7/2021"
"SEE939519574644";"714633_MG_Speicher";"In Betrieb";"10/9/2021";"10/22/2021";"Speicher";"5";"5";"16348";"Wandlitz";"(natürliche Person)";"ABR925239285854";"10/22/2021"
"SEE952885703616";"Speicher";"In Betrieb";"10/11/2021";"10/11/2021";"Speicher";"3,99";"3,99";"16356";"Ahrensfelde";"(natürliche Person)";"ABR953175982087";"10/11/2021"
"SEE985862629210";"Speicher";"In Betrieb";"10/12/2021";"10/19/2021";"Speicher";"5";"5";"16341";"Panketal";"(natürliche Person)";"ABR972299918185";"10/19/2021"
"SEE980143738254";"Triftstr. 32 Speicher";"In Betrieb";"10/12/2021";"12/22/2021";"Speicher";"10,24";"10";"16341";"Panketal";"(natürliche Person)";"ABR916002208651";"12/23/2021"
"SEE997366024828";"HWR";"In Betrieb";"10/13/2021";"10/13/2021";"Speicher";"2,5";"2,5";"16227";"Eberswalde";"(natürliche Person)";"ABR990743850201";"10/13/2021"
"SEE999288431982";"838876_HK_Speicher";"In Betrieb";"10/14/2021";"10/18/2021";"Speicher";"5";"5";"16341";"Panketal";"(natürliche Person)";"ABR971832155346";"10/18/2021"
"SEE944872004936";"JES-107095";"In Betrieb";"10/14/2021";"10/29/2021";"Speicher";"3,5";"3,5";"16227";"Eberswalde";"(natürliche Person)";"ABR986711442097";"10/29/2021"
"SEE976313952278";"BHKW Basdorf";"In Betrieb";"10/14/2021";"11/3/2021";"Erdgas";"380";"365";"16348";"Wandlitz";"Kofler Energies Energieeffizienz GmbH";"ABR954274100723";"5/10/2022"
"SEE974877662824";"Speicher N. Vogel";"In Betrieb";"10/15/2021";"10/16/2021";"Speicher";"3,7";"3,7";"16356";"Ahrensfelde";"(natürliche Person)";"ABR950327543950";"10/16/2021"
"SEE934371304699";"783298_KS_Speicher";"In Betrieb";"10/15/2021";"10/19/2021";"Speicher";"2,5";"2,5";"16321";"Bernau";"(natürliche Person)";"ABR963244023214";"11/17/2021"
"SEE942087624925";"854609_WZ_Speicher";"In Betrieb";"10/16/2021";"10/21/2021";"Speicher";"2,5";"2,5";"16248";"Oderberg";"(natürliche Person)";"ABR905150598110";"10/21/2021"
"SEE972650949124";"845793_GP_Speicher";"In Betrieb";"10/18/2021";"10/22/2021";"Speicher";"5";"5";"16359";"Biesenthal";"(natürliche Person)";"ABR966436542388";"10/22/2021"
"SEE982986164726";"SP PAT";"In Betrieb";"10/18/2021";"12/14/2021";"Speicher";"4,5";"4,5";"16341";"Panketal";"(natürliche Person)";"ABR942733755997";"12/14/2021"
"SEE910381772017";"Dahlienweg 26_16321 Bernau_Speicher";"In Betrieb";"10/19/2021";"11/3/2021";"Speicher";"3,99";"3,99";"16321";"Bernau";"(natürliche Person)";"ABR984452570659";"11/17/2021"
"SEE955729610057";"Speicher";"In Betrieb";"10/20/2021";"10/30/2021";"Speicher";"5";"5";"16359";"Biesenthal";"Daniel und Jana Dolatta GbR";"ABR959294726342";"10/30/2021"
"SEE925341091565";"Batteriespeicher 7.7";"In Betrieb";"10/22/2021";"11/1/2021";"Speicher";"3,99";"3,99";"16341";"Panketal";"(natürliche Person)";"ABR952364090374";"11/12/2021"
"SEE906838700757";"Vulnerabilität";"In Betrieb";"10/23/2021";"10/28/2021";"Speicher";"5";"5";"16341";"Panketal";"(natürliche Person)";"ABR938344526040";"10/28/2021"
"SEE962545015942";"DietersSpeicher";"In Betrieb";"10/23/2021";"1/6/2022";"Speicher";"10";"10";"16244";"Schorfheide";"(natürliche Person)";"ABR922569033124";"1/6/2022"
"SEE992421322185";"HelgasSpeicher";"In Betrieb";"10/23/2021";"1/6/2022";"Speicher";"10";"10";"16244";"Schorfheide";"(natürliche Person)";"ABR964305033142";"1/6/2022"
"SEE910279459631";"Speicher 1";"In Betrieb";"10/23/2021";"3/20/2022";"Speicher";"6";"6";"16244";"Schorfheide";"(natürliche Person)";"ABR943855874931";"3/20/2022"
"SEE966335461094";"Speicher_BYD_HVS_7_7";"In Betrieb";"10/25/2021";"12/22/2021";"Speicher";"2,5";"2,5";"16225";"Eberswalde";"(natürliche Person)";"ABR964865535537";"12/22/2021"
"SEE951536416103";"Batterie-Picea";"In Betrieb";"10/26/2021";"10/27/2021";"Speicher";"7,2";"7,2";"16341";"Panketal";"(natürliche Person)";"ABR992660204402";"11/15/2021"
"SEE949100804661";"VitovalorPT2SLA";"In Betrieb";"10/26/2021";"11/23/2021";"Erdgas";"0,75";"0,75";"16356";"Ahrensfelde";"(natürliche Person)";"ABR901578730248";"11/23/2021"
"SEE965069885398";"Batterie";"In Betrieb";"10/27/2021";"11/30/2021";"Speicher";"4,6";"4,6";"16321";"Bernau";"(natürliche Person)";"ABR923489641031";"2/7/2022"
"SEE967148870851";"Batterie";"In Betrieb";"10/27/2021";"11/30/2021";"Speicher";"2,66";"2,66";"16341";"Panketal";"(natürliche Person)";"ABR958310191072";"12/21/2021"
"SEE981313239489";"Batteriespeicher Wunderschön";"In Betrieb";"10/27/2021";"2/6/2022";"Speicher";"6,5";"6";"16321";"Bernau";"(natürliche Person)";"ABR953721034697";"5/2/2022"
"SEE939914477502";"SENEC KLW Schönow";"In Betrieb";"10/29/2021";"11/29/2021";"Speicher";"2,25";"2,25";"16321";"Bernau";"(natürliche Person)";"ABR920136759767";"2/7/2022"
"SEE970418807228";"Speicher Gillert";"In Betrieb";"10/29/2021";"10/29/2021";"Speicher";"4,6";"4,6";"16225";"Eberswalde";"Photovoltaik Friedemann Gillert";"ABR915348579210";"10/29/2021"
"SEE943645251379";"Brennstoffzelle E3DC";"In Betrieb";"11/1/2021";"11/2/2021";"Erdgas";"1,5";"1,5";"16348";"Wandlitz";"(natürliche Person)";"ABR950308400128";"11/2/2021"
"SEE985838612352";"Batterie PV";"In Betrieb";"11/1/2021";"11/1/2021";"Speicher";"3,4";"3,4";"16341";"Panketal";"(natürliche Person)";"ABR906256504418";"11/1/2021"
"SEE924811271520";"Wandlitz-Speicher";"In Betrieb";"11/1/2021";"11/11/2021";"Speicher";"3,4";"3,4";"16348";"Wandlitz";"(natürliche Person)";"ABR963795776591";"11/11/2021"
"SEE964872298500";"Eigensonne S O 1862";"In Betrieb";"11/2/2021";"1/25/2022";"Speicher";"2,65";"2,65";"16359";"Biesenthal";"(natürliche Person)";"ABR980632828114";"3/7/2022"
"SEE902992137545";"Haus 1";"In Betrieb";"11/2/2021";"12/8/2021";"Speicher";"4,2";"4,2";"16321";"Bernau";"(natürliche Person)";"ABR963285014004";"2/7/2022"
"SEE976786467361";"Batterie Panketal 11/2021";"In Betrieb";"11/3/2021";"11/4/2021";"Speicher";"8";"8";"16341";"Panketal";"(natürliche Person)";"ABR948077227039";"11/11/2021"
"SEE911333405090";"Speicher";"In Betrieb";"11/3/2021";"11/26/2021";"Speicher";"4,5";"4,5";"16244";"Schorfheide";"(natürliche Person)";"ABR912843685934";"11/26/2021"
"SEE961097826532";"AudiTT1234";"In Betrieb";"11/4/2021";"11/7/2021";"Speicher";"2,25";"2,25";"16225";"Eberswalde";"(natürliche Person)";"ABR978137416264";"11/7/2021"
"SEE902175354035";"Wohnhaus";"In Betrieb";"11/4/2021";"11/24/2021";"Erdgas";"0,75";"0,75";"16356";"Werneuchen";"(natürliche Person)";"ABR932766157059";"11/24/2021"
"SEE915396572218";"784685_AS_Speicher";"In Betrieb";"11/5/2021";"11/8/2021";"Speicher";"5";"5";"16321";"Bernau";"(natürliche Person)";"ABR941640955780";"2/7/2022"
"SEE987337536061";"Eigensonne S A 1930";"In Betrieb";"11/5/2021";"12/6/2021";"Speicher";"2,65";"2,65";"16341";"Panketal";"(natürliche Person)";"ABR999341996267";"5/5/2022"
"SEE995245316330";"Batterie";"In Betrieb";"11/5/2021";"12/21/2021";"Speicher";"10";"10";"16321";"Bernau";"(natürliche Person)";"ABR992461968725";"12/21/2021"
"SEE989685522994";"Speicher";"In Betrieb";"11/8/2021";"11/8/2021";"Speicher";"3,4";"3,4";"16341";"Panketal";"(natürliche Person)";"ABR931652828011";"11/8/2021"
"SEE935373770253";"Sommer Speicher";"In Betrieb";"11/10/2021";"11/10/2021";"Speicher";"3";"3";"16341";"Panketal";"(natürliche Person)";"ABR913775485685";"11/10/2021"
"SEE990749274278";"883586_RQ_Speicher";"In Betrieb";"11/12/2021";"11/16/2021";"Speicher";"5";"5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR996299578828";"11/16/2021"
"SEE912343143675";"Eigensonne S O 1981";"In Betrieb";"11/15/2021";"11/16/2021";"Speicher";"2,65";"2,65";"16356";"Werneuchen";"(natürliche Person)";"ABR948640389997";"11/16/2021"
"SEE986368272672";"852794_TK_Speicher";"In Betrieb";"11/15/2021";"11/17/2021";"Speicher";"5";"5";"16321";"Bernau";"(natürliche Person)";"ABR940632240491";"2/7/2022"
"SEE990001086939";"Rüdiger Broberg";"In Betrieb";"11/15/2021";"11/19/2021";"Speicher";"5,32";"5,32";"16348";"Wandlitz";"(natürliche Person)";"ABR987646729796";"2/16/2022"
"SEE979245552288";"Carport-BLK30-LIFPO";"In Betrieb";"11/16/2021";"1/2/2022";"Speicher";"2,4";"2,4";"16341";"Panketal";"(natürliche Person)";"ABR915717445092";"1/2/2022"
"SEE900908872092";"16227_Akku";"In Betrieb";"11/17/2021";"1/12/2022";"Speicher";"10,2";"10,2";"16227";"Eberswalde";"(natürliche Person)";"ABR965481106545";"1/19/2022"
"SEE955998172607";"Neuer Speicher Brieske";"In Betrieb";"11/18/2021";"3/7/2022";"Speicher";"3";"3";"16341";"Panketal";"(natürliche Person)";"ABR984349834017";"3/7/2022"
"SEE974374446262";"Eigensonne S O 1993";"In Betrieb";"11/19/2021";"11/19/2021";"Speicher";"3,99";"3,99";"16321";"Bernau";"(natürliche Person)";"ABR936970077752";"1/4/2022"
"SEE976771216509";"864882_DW_Speicher";"In Betrieb";"11/19/2021";"11/29/2021";"Speicher";"5";"5";"16225";"Eberswalde";"(natürliche Person)";"ABR909164273063";"11/29/2021"
"SEE967953827446";"Eigensonne S O 1948";"In Betrieb";"11/23/2021";"11/24/2021";"Speicher";"4,6";"4,6";"16321";"Bernau";"(natürliche Person)";"ABR904712681482";"2/7/2022"
"SEE930026718286";"Speicher";"In Betrieb";"11/24/2021";"12/13/2021";"Speicher";"4,5";"4,5";"16341";"Panketal";"(natürliche Person)";"ABR933191399373";"12/16/2021"
"SEE979660562688";"856281_SM_Speicher";"In Betrieb";"11/25/2021";"12/3/2021";"Speicher";"5";"5";"16227";"Eberswalde";"(natürliche Person)";"ABR980090300955";"12/3/2021"
"SEE967644079147";"865969_AGK_Speicher";"In Betrieb";"11/26/2021";"11/30/2021";"Speicher";"2,5";"2,5";"16341";"Panketal";"(natürliche Person)";"ABR937416748243";"3/22/2022"
"SEE957696270289";"894489_SN_Speicher";"In Betrieb";"11/26/2021";"12/7/2021";"Speicher";"2,5";"2,5";"16348";"Wandlitz";"(natürliche Person)";"ABR966044301070";"12/7/2021"
"SEE926581831669";"C000034003_AK_Speicher";"In Betrieb";"11/27/2021";"12/20/2021";"Speicher";"5";"5";"16356";"Ahrensfelde";"(natürliche Person)";"ABR969819630092";"12/20/2021"
"SEE977783972674";"BA ChStHe BT";"In Betrieb";"11/29/2021";"12/7/2021";"Speicher";"3,3";"3,3";"16359";"Biesenthal";"(natürliche Person)";"ABR906003894113";"12/7/2021"
"SEE956872248630";"Sonnenbatterie";"In Betrieb";"11/29/2021";"1/5/2022";"Speicher";"3,4";"3,4";"16321";"Bernau";"(natürliche Person)";"ABR943676136553";"2/2/2022"
"SEE992684829933";"terrasse-batterie";"In Betrieb";"11/30/2021";"1/5/2022";"Speicher";"5,1";"4,2";"16230";"Melchow";"(natürliche Person)";"ABR968303178270";"1/5/2022"
"SEE930100168860";"876708_CT_Speicher";"In Betrieb";"11/30/2021";"12/3/2021";"Speicher";"5";"5";"16244";"Schorfheide";"(natürliche Person)";"ABR999660114168";"12/3/2021"
