,Fahrrad,Fahrrad und ÖV,MIV (Fahrer) und ÖV,MIV (Mitfahrer) und ÖV,anderes,nur MIV (Fahrer),nur MIV (Mitfahrer),nur ÖV,percentage sum,zu Fuß
value,1.6057050793253744,0.4627593691625549,0.7697190495210352,0.720565155470203,0.12345629203464843,24.030404137803043,9.179641008468456,5.665070341844824,100.0,1.188703883762808
