agency_id,agency_name,route_id,route_short_name,trip_id
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1748659451
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1748659452
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1748659453
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1748659454
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1748659455
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1748659456
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1748659457
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1748659458
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1748659459
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1748659461
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1756891181
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1756891182
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1756891183
8601,Verkehrsmanagement Elbe-Elster GmbH,20491_3,534,1756891197
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659475
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659476
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659477
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659479
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659481
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659482
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659484
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659485
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659486
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659487
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659488
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659489
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659490
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659491
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659492
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659493
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659496
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659497
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659499
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659500
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659501
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659502
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659503
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659504
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659505
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659506
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1748659507
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1756891215
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1756891217
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1756891220
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1756891231
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1756891232
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1756891235
8601,Verkehrsmanagement Elbe-Elster GmbH,20492_3,536,1756891245
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659621
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659622
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659623
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659624
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659625
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659626
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659627
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659628
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659629
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659630
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659631
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659632
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659633
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659636
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659637
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659638
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659640
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1748659641
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1756891422
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1756891423
8601,Verkehrsmanagement Elbe-Elster GmbH,20493_3,542,1756891427
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659760
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659762
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659764
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659765
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659766
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659767
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659768
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659769
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659770
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659771
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659773
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659774
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659775
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659776
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659777
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659778
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659779
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659780
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659781
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659782
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659783
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659784
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659785
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659786
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659787
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659788
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659789
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659790
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659791
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1748659792
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1756891603
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1756891605
8601,Verkehrsmanagement Elbe-Elster GmbH,20494_3,544,1756891614
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659842
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659843
