AGS,Name,waste_organicwaste_kg_per_person_biotonne_2004,waste_organicwaste_kg_per_person_biotonne_2005,waste_organicwaste_kg_per_person_biotonne_2006,waste_organicwaste_kg_per_person_biotonne_2007,waste_organicwaste_kg_per_person_biotonne_2008,waste_organicwaste_kg_per_person_biotonne_2009,waste_organicwaste_kg_per_person_biotonne_2010,waste_organicwaste_kg_per_person_biotonne_2011,waste_organicwaste_kg_per_person_biotonne_2012,waste_organicwaste_kg_per_person_biotonne_2013,waste_organicwaste_kg_per_person_biotonne_2014,waste_organicwaste_kg_per_person_biotonne_2015,waste_organicwaste_kg_per_person_biotonne_2016,waste_organicwaste_kg_per_person_biotonne_2017,waste_organicwaste_kg_per_person_biotonne_2018,waste_organicwaste_kg_per_person_biotonne_2019,waste_organicwaste_kg_per_person_biotonne_2020,waste_organicwaste_kg_per_person_gartenPark_2004,waste_organicwaste_kg_per_person_gartenPark_2005,waste_organicwaste_kg_per_person_gartenPark_2006,waste_organicwaste_kg_per_person_gartenPark_2007,waste_organicwaste_kg_per_person_gartenPark_2008,waste_organicwaste_kg_per_person_gartenPark_2009,waste_organicwaste_kg_per_person_gartenPark_2010,waste_organicwaste_kg_per_person_gartenPark_2011,waste_organicwaste_kg_per_person_gartenPark_2012,waste_organicwaste_kg_per_person_gartenPark_2013,waste_organicwaste_kg_per_person_gartenPark_2014,waste_organicwaste_kg_per_person_gartenPark_2015,waste_organicwaste_kg_per_person_gartenPark_2016,waste_organicwaste_kg_per_person_gartenPark_2017,waste_organicwaste_kg_per_person_gartenPark_2018,waste_organicwaste_kg_per_person_gartenPark_2019,waste_organicwaste_kg_per_person_gartenPark_2020,waste_organicwaste_kg_per_person_sum_2004,waste_organicwaste_kg_per_person_sum_2005,waste_organicwaste_kg_per_person_sum_2006,waste_organicwaste_kg_per_person_sum_2007,waste_organicwaste_kg_per_person_sum_2008,waste_organicwaste_kg_per_person_sum_2009,waste_organicwaste_kg_per_person_sum_2010,waste_organicwaste_kg_per_person_sum_2011,waste_organicwaste_kg_per_person_sum_2012,waste_organicwaste_kg_per_person_sum_2013,waste_organicwaste_kg_per_person_sum_2014,waste_organicwaste_kg_per_person_sum_2015,waste_organicwaste_kg_per_person_sum_2016,waste_organicwaste_kg_per_person_sum_2017,waste_organicwaste_kg_per_person_sum_2018,waste_organicwaste_kg_per_person_sum_2019,waste_organicwaste_kg_per_person_sum_2020,waste_organicwaste_weight_biotonne_2004,waste_organicwaste_weight_biotonne_2005,waste_organicwaste_weight_biotonne_2006,waste_organicwaste_weight_biotonne_2007,waste_organicwaste_weight_biotonne_2008,waste_organicwaste_weight_biotonne_2009,waste_organicwaste_weight_biotonne_2010,waste_organicwaste_weight_biotonne_2011,waste_organicwaste_weight_biotonne_2012,waste_organicwaste_weight_biotonne_2013,waste_organicwaste_weight_biotonne_2014,waste_organicwaste_weight_biotonne_2015,waste_organicwaste_weight_biotonne_2016,waste_organicwaste_weight_biotonne_2017,waste_organicwaste_weight_biotonne_2018,waste_organicwaste_weight_biotonne_2019,waste_organicwaste_weight_biotonne_2020,waste_organicwaste_weight_gartenPark_2004,waste_organicwaste_weight_gartenPark_2005,waste_organicwaste_weight_gartenPark_2006,waste_organicwaste_weight_gartenPark_2007,waste_organicwaste_weight_gartenPark_2008,waste_organicwaste_weight_gartenPark_2009,waste_organicwaste_weight_gartenPark_2010,waste_organicwaste_weight_gartenPark_2011,waste_organicwaste_weight_gartenPark_2012,waste_organicwaste_weight_gartenPark_2013,waste_organicwaste_weight_gartenPark_2014,waste_organicwaste_weight_gartenPark_2015,waste_organicwaste_weight_gartenPark_2016,waste_organicwaste_weight_gartenPark_2017,waste_organicwaste_weight_gartenPark_2018,waste_organicwaste_weight_gartenPark_2019,waste_organicwaste_weight_gartenPark_2020,waste_organicwaste_weight_sum_2004,waste_organicwaste_weight_sum_2005,waste_organicwaste_weight_sum_2006,waste_organicwaste_weight_sum_2007,waste_organicwaste_weight_sum_2008,waste_organicwaste_weight_sum_2009,waste_organicwaste_weight_sum_2010,waste_organicwaste_weight_sum_2011,waste_organicwaste_weight_sum_2012,waste_organicwaste_weight_sum_2013,waste_organicwaste_weight_sum_2014,waste_organicwaste_weight_sum_2015,waste_organicwaste_weight_sum_2016,waste_organicwaste_weight_sum_2017,waste_organicwaste_weight_sum_2018,waste_organicwaste_weight_sum_2019,waste_organicwaste_weight_sum_2020,Unit
5117,"Mülheim an der Ruhr, kreisfreie Stadt",16763.0,8855.0,7908.0,16381.0,8823.0,7559.0,16524.0,8448.0,8076.0,17263.0,8767.0,8497.0,16500.0,8355.0,8145.0,14512.0,6396.0,8116.0,19119.0,7441.0,11678.0,14636.0,6800.0,7836.0,14737.0,7075.0,7662.0,14981.0,7175.0,7806.0,14205.0,6898.0,7308.0,15174.0,7190.0,7985.0,14417.0,7047.0,7370.0,15172.0,7124.0,8048.0,11369.0,6212.0,5157.0,11426.0,6238.0,5188.0,13710.0,4955.0,8755.0,98.07454906067716,51.80756021787843,46.266988842798725,96.00192226546017,51.7077687655305,44.300014065357026,96.6994382022472,49.438202247191015,47.26123595505618,100.79701048083379,51.189676816629195,49.61317256882609,96.52735526746852,48.877942621799974,47.649412645668555,85.72880114368081,37.784000283557226,47.944800860123586,114.41103956722598,44.52808961868971,69.88294994853628,87.83005280844935,40.80652904464714,47.02352376380221,88.42872058276429,42.453226445209836,45.975494137554456,89.81199491618906,43.014556005851176,46.79743891033788,84.88502724925902,41.22047996940434,43.67052299455015,90.60673191179367,42.93280627690765,47.67989681795654,85.66861570640806,41.87464346833999,43.79397223806807,89.81500665976024,42.17256178777564,47.64244487198461,67.10779510548124,36.667571747317226,30.440223358164026,67.24459589093499,36.71204176156594,30.532554129369043,80.49222965237456,29.091101234683872,51.40112841769068,Kg per person
5119,"Oberhausen, kreisfreie Stadt",14272.0,1723.0,12549.0,15278.0,1586.0,13691.0,15478.0,1498.0,13980.0,13960.0,1584.0,12376.0,14018.0,1563.0,12455.0,9355.0,1616.0,7739.0,10444.0,1668.0,8776.0,10328.0,1481.0,8847.0,9530.0,1480.0,8050.0,9595.0,5420.0,4175.0,9435.0,4831.0,4604.0,9343.0,1549.0,7795.0,8489.0,1468.0,7021.0,8624.0,1236.0,7388.0,6683.0,1046.0,5637.0,7330.0,1113.0,6217.0,8820.0,1029.0,7791.0,68.10265023906551,8.221753528721262,59.88089671034424,72.48866030251845,7.525004270178968,64.95891138904176,73.41494765900326,7.105284377386413,66.30966328161686,66.0290792821939,7.492124755228879,58.536954526965026,66.31595878551627,7.394196289182617,58.92176249633365,44.35036551717599,7.661164155612656,36.689201361563335,49.901572922041936,7.969726506507655,41.931846415534274,49.39334375911658,7.082837152135133,42.31050660698145,45.37987190781172,7.047451251160687,38.33242065665103,45.63484514116125,25.778099079217714,19.856746061943536,44.30721547817512,22.686609218342763,21.62060625983235,43.65398273090868,7.237506074085149,36.42114903001532,39.36106088004823,6.806695414290351,32.55436546575787,39.72216592663559,5.693019142546567,34.02914678408903,30.63053153115991,4.794184644859085,25.836346886300824,33.48591581467168,5.084559932023134,28.40135588264854,40.21722774715128,4.692009903834316,35.525217843316966,Kg per person
5120,"Remscheid, kreisfreie Stadt",8581.0,2539.0,6042.0,3760.0,2391.0,1370.0,8881.0,2530.0,6352.0,8717.0,2629.0,6089.0,8686.0,2655.0,6031.0,8277.0,2651.0,5626.0,8163.0,2575.0,5587.0,7284.0,2644.0,4640.0,7123.0,2736.0,4387.0,6405.0,2739.0,3666.0,6859.0,2692.0,4167.0,6805.0,2843.0,3962.0,6476.0,2803.0,3673.0,6500.0,2840.0,3660.0,5830.0,5636.0,194.0,5785.0,2800.0,2985.0,5583.0,2713.0,2870.0,76.94859930413573,22.768033286703254,54.180566017432476,33.771039537264905,21.475147748297974,12.304873448418329,80.01333405409301,22.794024902246967,57.22831864785484,78.8269550748752,23.77378282572524,55.06221514866527,78.52745206172985,24.00303767256421,54.524414389165635,75.58973141307226,24.210266760427036,51.37946465264523,74.88372519700208,23.62190277866965,51.25264886385528,66.85328805470148,24.266899178559957,42.58638887614153,65.13826907601141,25.020118516350866,40.11815055966054,58.15748374677659,24.870155813024372,33.28732793375222,62.03702866239158,24.34810922279605,37.68891943959553,61.07411462727289,25.51560733068873,35.55850729658415,57.472998517913716,24.875975115150116,32.597023402763604,57.05007240970729,24.926493175933647,32.12357923377365,50.728736132260174,49.04067870350228,1.6880574287578856,49.92922737002002,24.166263895601737,25.76296347441828,47.78861050955686,23.222371540825325,24.566238968731543,Kg per person
5122,"Solingen, kreisfreie Stadt",11180.0,1345.0,9834.0,11579.0,1375.0,10204.0,12776.0,1271.0,11505.0,12543.0,1290.0,11253.0,12971.0,1231.0,11740.0,11390.0,757.0,10634.0,11770.0,0.0,11770.0,11504.0,0.0,11504.0,10766.0,0.0,10766.0,12067.0,0.0,12067.0,9770.0,0.0,9770.0,12780.0,0.0,12780.0,12826.0,0.0,12826.0,12174.0,0.0,12174.0,11252.0,0.0,11252.0,10132.0,0.0,10132.0,8816.0,0.0,8816.0,70.2292186214218,8.448863957586076,61.77407298059588,72.71185908505761,8.634494018650507,64.07736506640711,80.17068273092369,7.975652610441767,72.19503012048192,78.98465394230587,8.123272230373482,70.8613817119324,81.62584640169155,7.746620686183201,73.87922571550834,71.75888008265817,4.769224953693787,66.9959552940287,75.07766104700487,0.0,75.07766104700487,73.85342303939193,0.0,73.85342303939193,69.31674779159906,0.0,69.31674779159906,77.8114521537271,0.0,77.8114521537271,61.09037248244512,0.0,61.09037248244512,79.38282647584974,0.0,79.38282647584974,79.28099444303649,0.0,79.28099444303649,74.88236198677534,0.0,74.88236198677534,69.05270393008813,0.0,69.05270393008813,61.93873371601836,0.0,61.93873371601836,53.688986328065525,0.0,53.688986328065525,Kg per person
5124,"Wuppertal, kreisfreie Stadt",18394.0,12554.0,5840.0,15594.0,11088.0,4506.0,20602.0,11507.0,9095.0,17473.0,11360.0,6113.0,18878.0,11039.0,7839.0,15941.0,10262.0,5679.0,19818.0,10346.0,9472.0,19461.0,8626.0,10835.0,15915.0,8294.0,7622.0,17134.0,7700.0,9434.0,12149.0,6549.0,5600.0,11748.0,6073.0,5675.0,14344.0,5271.0,9073.0,14901.0,3933.0,10968.0,14120.0,3607.0,10513.0,13239.0,3113.0,10126.0,12667.0,3026.0,9641.0,51.81350069294994,35.36298182555689,16.450518867393043,43.914390312588004,31.225007040270345,12.689383272317656,58.13500685700741,32.47061080980411,25.6643960472033,49.41599027121808,32.12760541870528,17.288384852512795,53.57132722267942,31.32608757342717,22.245239649252248,45.539729064180136,29.316147020677285,16.223582043502855,57.372801621191286,29.951509010639068,27.42129261055222,56.65700111794299,25.11295882243339,31.5440422955096,46.41497878297388,24.188867987809324,22.22902722487131,50.01605511282366,22.47715795311907,27.538897159704586,34.739120613288875,18.72635615247583,16.01276446081305,33.46531833072212,17.29952998148412,16.165788349238,40.599137296636364,14.918994192036411,25.680143104599953,41.80741821446608,11.03473430222771,30.77268391223837,39.40501772109508,10.066140150140932,29.338877570954146,36.85310811525539,8.665588455532141,28.187519659723247,35.08115997418833,8.380483941098436,26.700676033089895,Kg per person
5154,"Kleve, Kreis",39381.0,36100.0,3281.0,37799.0,34593.0,3206.0,37556.0,33946.0,3610.0,37440.0,34951.0,2489.0,37985.0,35594.0,2392.0,37514.0,34501.0,3013.0,40919.0,37362.0,3557.0,37457.0,34075.0,3383.0,43927.0,39885.0,4042.0,42202.0,38239.0,3964.0,41272.0,37208.0,4064.0,43013.0,39111.0,3902.0,42424.0,38757.0,3667.0,43173.0,39201.0,3972.0,37563.0,35055.0,2508.0,39013.0,36657.0,2356.0,39346.0,37086.0,2260.0,125.58277474121931,115.11993520118882,10.462839540030485,120.97034867905205,110.70999951994622,10.26034915910582,120.7689388823503,109.16025133934026,11.608687543010028,120.28142769942492,112.28515436759083,7.996273331834098,122.4023536311463,114.69762735677297,7.707948660937263,120.88149334433213,111.17269291125453,9.70880043307759,134.1769329394058,122.51322291556681,11.663710023838957,123.74379744828178,112.57094529861446,11.176155772420037,145.46472082310905,132.07959546587986,13.385125357229194,140.12637338920413,126.96773593739105,13.16195782462455,134.08402018147737,120.88094162900778,13.203078552469567,139.611801746243,126.94667142718036,12.665130319062612,137.54020126569148,125.65164954870836,11.88855171698309,139.75100994406463,126.89364512119327,12.857364822871348,121.82686787900018,113.69275226947663,8.134115609523532,126.78784412241676,119.13111019392076,7.656733928495985,128.2255173537559,120.86035522242138,7.365162131334528,Kg per person
5158,"Mettmann, Kreis",57932.0,31731.0,26201.0,53795.0,30630.0,23165.0,53172.0,30556.0,22615.0,55778.0,31581.0,24197.0,57426.0,31878.0,25548.0,63087.0,31091.0,31996.0,72030.0,33429.0,38601.0,53038.0,30768.0,22270.0,51472.0,31387.0,20085.0,48576.0,31949.0,16627.0,46649.0,31000.0,15649.0,50432.0,32580.0,17852.0,48755.0,31835.0,16920.0,50068.0,31655.0,18413.0,46157.0,30296.0,15861.0,44898.0,30606.0,14292.0,42737.0,30156.0,12581.0,119.61463654345663,65.5163300448875,54.09830649856914,110.78732211627572,63.08050332598801,47.7068187902877,109.47859101802818,62.91333459615716,46.56319746995989,114.90928268738323,65.06059838198303,49.84868430540019,118.46030076118572,65.75901974132063,52.70128101986509,130.53950202677956,64.33343886243765,66.20606316434193,150.7660750167448,69.97027796383121,80.7957970529136,111.27639084998312,64.55281107267017,46.72357977731294,107.81802147897872,65.74611905814238,42.071902420836324,101.64065458791134,66.85024031268898,34.790414275222375,94.21090365643082,62.60665852106916,31.604245135361655,101.58627843970632,65.62660516270685,35.95967327699947,97.66763556379996,63.77292950822627,33.89470605557369,99.72811202183071,63.052116842115744,36.67599517971497,91.67375052632416,60.17176042519047,31.501990101133686,88.91186045958983,60.6093011097645,28.302559349825337,84.45029354168766,59.58965421164642,24.86063933004124,Kg per person
5162,Rhein-Kreis Neuss,47111.0,43432.0,3679.0,51838.0,39010.0,12829.0,52133.0,39391.0,12742.0,42023.0,42023.0,0.0,55064.0,42162.0,12902.0,53409.0,40865.0,12544.0,59734.0,45002.0,14732.0,53159.0,40228.0,12931.0,54363.0,41346.0,13017.0,55112.0,40733.0,14379.0,55225.0,40206.0,15019.0,58075.0,41445.0,16630.0,58127.0,40946.0,17181.0,59600.0,39798.0,19802.0,56932.0,37149.0,19783.0,57312.0,37254.0,20058.0,56637.0,36980.0,19657.0,104.2276455140586,96.08828299052435,8.139362523534238,114.75438868350564,86.35689460518452,28.39970779005158,115.5924409155512,87.34010780320482,28.252333112346374,93.50745870122472,93.50745870122472,0.0,123.06702038973607,94.2312892937682,28.83573109596787,118.67980961100025,90.80586455004821,27.873945060952032,134.9853792579804,101.69437903652248,33.291000221457914,120.65083680963772,91.30235450588059,29.348482303757134,123.77027719278274,94.13398599806477,29.63629119471797,125.90352087578702,93.05465444609943,32.848866429687575,124.58097029908456,90.69990931362597,33.8810609854586,131.06167289534022,93.53165791041543,37.530014984924804,131.03235288813548,92.30221276442265,38.73014012371283,134.07871500399312,89.53128690820331,44.54742809578979,128.02338655273218,83.53721610074209,44.486170451990105,128.71725191182583,83.6689088275258,45.04834308430001,126.90200647539237,82.85813513180449,44.04387134358791,Kg per person
5166,"Viersen, Kreis",38323.0,34486.0,3837.0,36169.0,33331.0,2838.0,36307.0,32511.0,3795.0,46175.0,34758.0,11417.0,44699.0,34499.0,10200.0,43684.0,33672.0,10012.0,46745.0,36223.0,10522.0,41256.0,32617.0,8640.0,43632.0,33866.0,9766.0,43715.0,34065.0,9650.0,43344.0,33550.0,9794.0,45510.0,35294.0,10216.0,46500.0,35319.0,11181.0,47220.0,35443.0,11777.0,43676.0,34141.0,9535.0,44048.0,34704.0,9344.0,45117.0,34710.0,10407.0,128.3697778492376,115.51705656939197,12.852721279845646,121.02200673887366,111.52601693752656,9.495989801347104,121.45449679696254,108.75608409854985,12.695067489588038,154.5694650406885,116.35139070675152,38.218074333937,149.78453331188717,115.60474763924913,34.179785672638076,146.75755305532132,113.12197432649894,33.63557872882238,158.42164660907522,122.76194898107887,35.65969762799635,139.8883090725991,110.59571885352348,29.29598095761238,147.6808101594866,114.6259240204706,33.054886139016006,147.6947922508801,115.0914582643539,32.60333398652621,144.27945156232835,111.6781007732585,32.60135078906986,150.79672760166602,116.94615917321909,33.850568428446934,153.62302561374878,116.6841213258493,36.93890428789946,155.6715271436154,116.84595376008387,38.82557338353152,143.9048980909768,112.48871521485572,31.416182876121066,144.82803971855066,114.10534622213454,30.722693496416127,148.24343506032648,114.0485766106774,34.19485844964908,Kg per person
5170,"Wesel, Kreis",60828.0,32160.0,28668.0,58228.0,30507.0,27721.0,58724.0,29444.0,29280.0,58923.0,30100.0,28823.0,60303.0,29100.0,31203.0,55401.0,28038.0,27363.0,55938.0,26414.0,29524.0,50704.0,23402.0,27303.0,40924.0,24328.0,16596.0,40498.0,24821.0,15676.0,41307.0,24192.0,17115.0,40847.0,24345.0,16501.0,39011.0,23325.0,15686.0,38267.0,23193.0,15074.0,35051.0,20442.0,14609.0,34660.0,19590.0,15070.0,35519.0,19767.0,15752.0,132.20230682462787,69.89587340501139,62.30643341961649,126.58921335026174,66.32302554915908,60.26618780110267,127.71389859702614,64.03528421583745,63.678614381188716,127.90828930287887,65.3401813895534,62.5681079133255,130.60654299730354,63.025892596082,67.58065040122153,119.74348555323085,60.601213839849216,59.14227171338163,122.33730787063362,57.76784386454497,64.56946400608865,110.94166066782924,51.204180004507336,59.73966868913186,89.28957146503932,53.07977457241414,36.209796892625164,88.08891982424849,53.989211293339714,34.09753338843694,88.1462339341768,51.62402719480004,36.52220673937676,86.84125485793982,51.75778758578463,35.08134125910996,82.6197913909038,49.39905755281411,33.22073383808969,80.72440380132689,48.92573489858558,31.7986689027413,73.72437336070487,42.996594683162506,30.727778677542368,72.74971244343321,41.11849009713955,31.63122234629367,74.43771952620064,41.42600866787939,33.011710858321244,Kg per person
5314,"Bonn, kreisfreie Stadt",30929.0,16277.0,14652.0,30652.0,15828.0,14824.0,30246.0,16151.0,14095.0,31083.0,16268.0,14815.0,31960.0,16326.0,15635.0,31116.0,16099.0,15018.0,31909.0,16713.0,15196.0,29994.0,16054.0,13940.0,30491.0,16196.0,14295.0,30019.0,16138.0,13881.0,29361.0,14959.0,14402.0,30754.0,16712.0,14042.0,29769.0,15801.0,13968.0,29002.0,14500.0,14502.0,28187.0,14080.0,14107.0,29486.0,15513.0,13973.0,30284.0,14788.0,15496.0,93.56008699887168,49.23785237416775,44.32223462470393,92.97698021979356,48.011211109190015,44.96576911060354,92.42249234548888,49.35249864021659,43.069993705272296,95.4960213831454,49.98003010845187,45.51599127469354,99.21614280170742,50.682188591385334,48.53705859526581,97.60075782051322,50.49731971180237,47.106574783020555,101.63461354703496,53.23323501869677,48.401378528338185,96.35481083373222,51.57298570129816,44.78182513243405,98.39964630214703,52.26724841787981,46.13239788426722,97.6132409846194,52.47618118557539,45.137059799043996,90.36962255962622,46.04200074484686,44.32762181477936,96.15402653193306,52.250962196841556,43.9030643350915,93.62822339431796,49.696649462649674,43.93157393166828,91.65781755663431,45.82574838187702,45.83206917475728,89.68211798319435,44.79810626187166,44.88401172132269,94.25928175488622,49.5911360599454,44.668145694940826,97.08339477716727,47.4068564907129,49.67653828645436,Kg per person
5315,"Köln, kreisfreie Stadt",71462.0,41905.0,29557.0,72023.0,39767.0,32256.0,66961.0,38092.0,28869.0,68039.0,39819.0,28220.0,65239.0,39409.0,25830.0,58939.0,37007.0,21931.0,65868.0,38591.0,27277.0,55476.0,33350.0,22127.0,58156.0,33193.0,24963.0,50669.0,31265.0,19404.0,47401.0,29286.0,18115.0,50898.0,28261.0,22637.0,48908.0,25340.0,23568.0,42674.0,20602.0,22072.0,35241.0,12489.0,22752.0,28733.0,5592.0,23141.0,24459.0,5285.0,19174.0,65.95489793243735,38.67565976125475,27.279238171182598,66.20594688853284,36.55515446338372,29.650792425149124,61.67746190349869,35.08636189465617,26.591100008842517,62.97609946001182,36.85599883005644,26.12010062995537,60.634703769279746,36.62767732251484,24.007026446764907,55.572317840581874,34.893105860744384,20.678269101304757,62.930408529827645,36.86991248519127,26.060496044636373,53.642758720719414,32.2479270916431,21.3957985834119,56.77228900019817,32.40323593066197,24.369053069536193,49.98594210118728,30.843523254724193,19.14241884646308,47.06593759029469,29.078986693727355,17.986950896567336,50.99463483300855,28.314656273638548,22.679978559370007,49.13302927407526,25.456591187639386,23.676438086435876,42.871336763120645,20.697269531654204,22.174067231466438,35.60538551536424,12.618133983183904,22.987251532180334,29.219593897169567,5.68670062551673,23.532893271652835,25.223030826773805,5.450088634837874,19.77294219193593,Kg per person
5316,"Leverkusen, kreisfreie Stadt",12877.0,0.0,12877.0,12772.0,11.0,12761.0,15309.0,162.0,15146.0,17785.0,5.0,17780.0,15130.0,5.0,15125.0,15360.0,0.0,15360.0,15147.0,0.0,15147.0,12617.0,0.0,12617.0,11412.0,0.0,11412.0,11164.0,0.0,11164.0,12811.0,0.0,12811.0,12441.0,0.0,12441.0,12879.0,0.0,12879.0,14378.0,0.0,14378.0,13346.0,0.0,13346.0,11607.0,0.0,11607.0,12986.0,0.0,12986.0,78.56380220249534,0.0,78.56380220249534,78.00695050968369,0.06718418850661764,77.93976632117706,93.43986132643221,0.9887816013379069,92.44497613496259,108.7255543260972,0.030566644454905027,108.69498768164229,92.75778141533783,0.030653595973343634,92.72712781936448,93.95242435178332,0.0,93.95242435178332,93.76624984523957,0.0,93.76624984523957,78.45466020805999,0.0,78.45466020805999,71.35800307642285,0.0,71.35800307642285,70.04950650361103,0.0,70.04950650361103,79.68427338093697,0.0,79.68427338093697,77.4691300368011,0.0,77.4691300368011,79.83412057871834,0.0,79.83412057871834,89.11339056059995,0.0,89.11339056059995,82.72177319383151,0.0,82.72177319383151,71.99166392725783,0.0,71.99166392725783,80.35841362367808,0.0,80.35841362367808,Kg per person
5334,Städteregion Aachen (einschl. Stadt Aachen),68576.0,33913.0,34663.0,67785.0,32778.0,35007.0,65532.0,32478.0,33055.0,67041.0,33975.0,33066.0,70689.0,36456.0,34233.0,67928.0,35897.0,32031.0,74573.0,38421.0,36152.0,67168.0,36485.0,30683.0,69913.0,38203.0,31710.0,69550.0,37780.0,31770.0,67640.0,35534.0,32106.0,74458.0,37548.0,36910.0,73582.0,38148.0,35434.0,71993.0,38170.0,33823.0,72060.0,37112.0,34948.0,70199.0,37525.0,32674.0,71191.0,38153.0,33038.0,123.19831270626322,60.92546049357654,62.272852212686686,121.69090850337328,58.84464998043179,62.84625852294148,117.9768302233264,58.46993059868759,59.50869991808665,120.99778366554285,61.31918825848091,59.67859540706195,127.95037576564965,65.98705454756077,61.96332121808888,122.63098414578226,64.80515307209318,57.82583107368907,136.16635108214754,70.1547124955036,66.01163858664393,123.22888745787215,66.93672520992833,56.29216224794383,128.79283315494823,70.37707729633239,58.41575585861582,128.43453901141413,69.76645411719952,58.66808489421463,119.5657169523823,62.8126579861909,56.7530589661914,131.47063549378737,66.29857666766134,65.17205882612603,,,,,,,,,,,,,,,,Kg per person
5354,"Aachen, Kreis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39322.0,20506.0,18817.0,38617.0,19069.0,19548.0,41646.0,20033.0,21612.0,39632.0,20382.0,19250.0,40046.0,20116.0,19930.0,40360.0,20549.0,19811.0,39764.0,20416.0,19348.0,40285.0,20566.0,19719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.15479982279766,65.90762843127428,62.24717139152339,129.21023847397305,64.9051879624043,64.30505051156878,130.1545020364858,66.26721660921078,63.88728542727504,128.16058427096664,65.80139041535193,62.359193855614684,129.86112901977975,66.29574232147922,63.56538669830054,Kg per person
5358,"Düren, Kreis",36670.0,29407.0,7263.0,36351.0,29359.0,6992.0,34909.0,28497.0,6412.0,35912.0,29261.0,6651.0,35830.0,30143.0,5687.0,35144.0,30185.0,4959.0,36813.0,32540.0,4273.0,32668.0,29281.0,3388.0,34261.0,30701.0,3559.0,33740.0,30594.0,3146.0,33463.0,30421.0,3042.0,35472.0,31967.0,3505.0,36090.0,32180.0,3910.0,35036.0,31842.0,3194.0,33610.0,30607.0,3003.0,33113.0,30550.0,2563.0,33656.0,31200.0,2456.0,138.30429207211284,110.91121671569736,27.39307535641548,137.3612255231675,110.94022778285809,26.420997740309403,132.37045070187546,108.0569690810778,24.313481620797656,136.6051831761694,111.30553199259002,25.299651183579382,136.71815378979824,115.01801031777526,21.70014347202296,133.7148249045003,114.84697216430517,18.867852740195108,142.095085169045,125.60166439574947,16.493420773295558,126.4314878959692,113.32314182324825,13.112216266424134,132.4603423145474,118.69662208922448,13.759854011776486,130.51012671937616,118.34104377156474,12.169082947811422,124.996264642601,113.63330743485537,11.362957207745637,132.0443572553297,118.99701083618415,13.047346419145539,133.8615095305389,119.35891872243673,14.502590808102164,129.41545849108874,117.6175085418783,11.797949949210453,124.06013649937066,112.97556078060808,11.084575718762572,121.52540755583938,112.11914356388405,9.406263991955315,123.32361088718542,114.32424113620706,8.999369750978353,Kg per person
5362,Rhein-Erft-Kreis,61718.0,53953.0,7766.0,62601.0,53781.0,8820.0,60231.0,51628.0,8603.0,64022.0,54831.0,9191.0,64590.0,55085.0,9505.0,61337.0,51686.0,9651.0,66506.0,53673.0,12833.0,59044.0,47575.0,11469.0,60174.0,48880.0,11294.0,58596.0,47609.0,10987.0,58577.0,46682.0,11895.0,62987.0,48425.0,14563.0,61343.0,46969.0,14374.0,58826.0,45374.0,13452.0,60001.0,42226.0,17775.0,60302.0,41265.0,19037.0,58526.0,40144.0,18382.0,131.42366767388327,114.88870575859595,16.537091337298317,133.01955951255275,114.27812543161608,18.74143408093665,128.12680152056313,109.82601167013055,18.300789850432576,137.03075069187452,117.35861252672787,19.67213816514665,138.73942377708897,118.32266850535603,20.416755271732942,131.4391512395614,110.75800855874871,20.681142680812673,144.75196322543573,116.82061952603995,27.931343699395796,129.31174195470015,104.19358653707167,25.11815541762848,132.31103449488998,107.47770409329979,24.833330401590178,129.4104136115479,105.1454089294864,24.265004682061523,126.20817443388704,100.5795789972637,25.62859543662336,135.7425789516786,104.3601756828399,31.384558357649915,132.18736329922143,101.2129870857495,30.974376213471935,126.72309240019042,97.74476582746134,28.978326572729095,129.55066102123084,91.17191733941924,38.378743681811606,130.2807316219521,89.15184223375434,41.128889388197784,126.44072996264636,86.72789296416079,39.71283699848554,Kg per person
