stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,timepoint
de:09771:2343:0:A,,"Edenried, Abzweigung",,48.453932,11.028392,0,,0
de:09771:2301:0:E_G,,"Aichach, Bäckerei Zametzer",,48.462237,11.134573,0,,0
de:09771:2301:0:A_G,,"Aichach, Bäckerei Zametzer",,48.461748,11.134214,0,,0
de:09771:2302:1:A,,"Aichach, Schulzentrum",Pausenhof,48.459425,11.144958,0,,0
de:09771:2302:2:B,,"Aichach, Schulzentrum",Hallenbad,48.457632,11.143853,0,,0
de:09771:2303:0:E_G,,"Aichach, Sparkasse",,48.461933,11.131204,0,,0
de:09771:2303:0:A,,"Aichach, Sparkasse",,48.461748,11.131645,0,,0
de:09771:2304:0:a,,"Aichach, Augsburger Straße",,48.45544,11.128051,0,,0
de:09771:2304:0:e,,"Aichach, Augsburger Straße",,48.455523,11.127908,0,,0
de:09771:2305:0:a,,"Aichach, Abzweigung Ecknach",,48.448784,11.125042,0,,0
de:09771:2305:0:e,,"Aichach, Abzweigung Ecknach",,48.448761,11.124727,0,,0
de:09771:2306:0:a_G,,"Aichach, Firma Bayern-Fass",,48.43891,11.111208,0,,0
de:09771:2306:0:e_G,,"Aichach, Firma Bayern-Fass",,48.43866,11.110417,0,,0
de:09771:2307:0:a,,"Aichach, Stadtplatz (A)","Aichach, Stadtplatz (A)",48.458663,11.130818,0,,0
de:09771:2308:0:A_G_G,,"Aichach, Schulstraße",,48.458299,11.134816,0,,0
de:09771:2308:0:E_G_G,,"Aichach, Schulstraße",,48.458442,11.135031,0,,0
de:09771:2309:0:A_G,,"Unterwittelsbach, Rasthaus",,48.47727,11.15686,0,,0
de:09771:2309:0:E_G,,"Unterwittelsbach, Rasthaus",,48.475727,11.155683,0,,0
de:09772:5016:0:a_G,,"Neusäß, Adalbert-Stifter-Straße",,48.391623,10.822507,0,,0
de:09772:5016:0:b_G,,"Neusäß, Adalbert-Stifter-Straße",,48.391599,10.822642,0,,0
de:09771:2311:0:E,,"Unterschneitbach, Kirche",,48.446872,11.110202,0,,0
de:09771:2311:0:A,,"Unterschneitbach, Kirche",,48.446818,11.110768,0,,0
de:09771:2312:0:E,,"Oberschneitbach, Haus-Nr. 7",,48.449762,11.085821,0,,0
de:09771:2312:0:A,,"Oberschneitbach, Haus-Nr. 7",,48.44947,11.08636,0,,0
de:09771:2313:0:A,,Hiesling,,48.454099,11.062348,0,,0
de:09771:2313:0:E,,Hiesling,,48.454057,11.06207,0,,0
de:09771:2315:0:a_G,,Gallenbach,,48.41478,11.098119,0,,0
de:09771:2315:0:e_G,,Gallenbach,,48.414941,11.097994,0,,0
de:09771:2318:0:E_G,,"Aichach, Schrobenhausener Str.",,48.464828,11.140017,0,,0
de:09771:2318:0:A_G,,"Aichach, Schrobenhausener Str.",,48.464852,11.140214,0,,0
000010508201,,"Unterwittelsbach, Ulrichstraße",,48.470891,11.150797,0,,0
000010508202,,"Unterwittelsbach, Ulrichstraße",,48.470993,11.151084,0,,0
de:09771:2321:0:e_G,,"Aichach, Landratsamt",,48.454606,11.129363,0,,0
de:09771:2321:0:a_G,,"Aichach, Landratsamt",,48.454183,11.129381,0,,0
de:09771:2322:0:a_G,,"Aichach, Firma Zorn",,48.446842,11.135929,0,,0
de:09771:2322:0:e_G,,"Aichach, Firma Zorn",,48.446818,11.136145,0,,0
de:09771:2323:0:A_G,,"Klingen, Bürgerhaus",,48.433994,11.14979,0,,0
de:09771:2323:0:E_G,,"Klingen, Bürgerhaus",,48.434011,11.149916,0,,0
de:09771:2327:0:A_G,,"Klingen, Am Maibaum",,48.431925,11.153285,0,,0
de:09771:2328:0:a,,"Aichach, Freisinger Straße (A)","Aichach, Freisinger Straße (A)",48.460283,11.142604,0,,0
de:09771:2331:0:E_G,,Untergriesbach,,48.457823,11.152926,0,,0
