field_1,Unnamed: 0.1,Unnamed: 0,energy,land,bundesland,landkreis,gemeinde,gemeinde_id,landkreis_id,laengengrad,breitengrad,registrierungsdatum,inbetriebnahmedatum,datumEndgueltigeStilllegung,bruttoleistung,nettonennleistung,nameEinheit,betriebsstatus,energietraeger,wind_kraftwerk,wind_nordsee,wind_ostsee
"2470995","10159.0","10159.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.460655","54.02382",2019-10-16,2015-05-28,,"5000.0","5000.0",BW41,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471019","10183.0","10183.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.461102","54.015884",2019-10-17,2015-04-04,,"5000.0","5000.0",BW42,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471021","10185.0","10185.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.461545","54.007953",2019-10-17,2015-05-04,,"5000.0","5000.0",BW43,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471024","10188.0","10188.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.461983","54.000192",2019-10-17,2015-02-22,,"5000.0","5000.0",BW44,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471026","10190.0","10190.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.471113","54.080009",2019-10-17,2015-05-04,,"5000.0","5000.0",BW46,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471028","10192.0","10192.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.471552","54.071757",2019-10-17,2015-03-27,,"5000.0","5000.0",BW47,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471029","10193.0","10193.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.472006","54.063512",2019-10-17,2015-02-20,,"5000.0","5000.0",BW48,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471030","10194.0","10194.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.472451","54.055258",2019-10-17,2015-05-30,,"5000.0","5000.0",BW49,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471031","10195.0","10195.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.473281","54.044921",2019-10-17,2015-04-05,,"5000.0","5000.0",BW50,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471033","10197.0","10197.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.473791","54.035937",2019-10-17,2015-04-20,,"5000.0","5000.0",BW51,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471034","10198.0","10198.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.474281","54.02696",2019-10-17,2015-02-14,,"5000.0","5000.0",BW52,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471036","10200.0","10200.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.474786","54.017985",2019-10-17,2015-07-16,,"5000.0","5000.0",BW53,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471038","10202.0","10202.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.475285","54.009001",2019-10-17,2015-02-12,,"5000.0","5000.0",BW54,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471039","10203.0","10203.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.475773","54.000198",2019-10-17,2015-04-13,,"5000.0","5000.0",BW55,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471040","10204.0","10204.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.487383","54.039271",2019-10-17,2015-05-24,,"5000.0","5000.0",BW61,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471041","10205.0","10205.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.487814","54.031423",2019-10-17,2015-06-22,,"5000.0","5000.0",BW62,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471043","10207.0","10207.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.488255","54.023572",2019-10-17,2015-05-17,,"5000.0","5000.0",BW63,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471045","10209.0","10209.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.488694","54.015724",2019-10-17,2015-04-16,,"5000.0","5000.0",BW64,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471047","10211.0","10211.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.489137","54.007875",2019-10-17,2015-05-19,,"5000.0","5000.0",BW65,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471049","10213.0","10213.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.489564","54.000205",2019-10-17,2015-04-06,,"5000.0","5000.0",BW66,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471060","10224.0","10224.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.444762","54.060978",2019-10-17,2015-02-01,,"5000.0","5000.0",BW26,"35.0","2497.0",TWB-PHASE1,"1547.0",
"2471081","10245.0","10245.0",wind,"84.0","1408.0",Emden,Emden,03402000id,"3402","7.091409","53.20302",2019-10-18,2014-12-19,,"3050.0","3050.0",WEA Emden 02,"35.0","2497.0",EMD WEA,,
"2471082","10246.0","10246.0",wind,"84.0","1408.0",Emden,Emden,03402000id,"3402","7.093225","53.20254",2019-10-18,2014-12-23,,"3050.0","3050.0",WEA Emden 03,"35.0","2497.0",EMD WEA,,
"2471083","10247.0","10247.0",wind,"84.0","1408.0",Emden,Emden,03402000id,"3402","7.08567","53.202844",2019-10-18,2014-12-19,,"2300.0","2300.0",WEA Emden 05,"35.0","2497.0",EMD WEA,,
"2471184","10348.0","10348.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.983997","54.092321",2019-10-22,2016-02-28,,"6264.0","6264.0",G01,"35.0","2497.0",OGW2,"1548.0",
"2471186","10350.0","10350.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.994604","54.086105",2019-10-22,2016-05-08,,"6264.0","6264.0",G02,"35.0","2497.0",OGW2,"1548.0",
"2471187","10351.0","10351.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.005203","54.07988",2019-10-22,2016-07-07,,"6264.0","6264.0",G03,"35.0","2497.0",OGW2,"1548.0",
"2471188","10352.0","10352.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.016292","54.073973",2019-10-22,2016-05-12,,"6264.0","6264.0",G04,"35.0","2497.0",OGW2,"1548.0",
"2471190","10354.0","10354.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.028001","54.068413",2019-10-22,2016-05-27,,"6264.0","6264.0",G05,"35.0","2497.0",OGW2,"1548.0",
"2471191","10355.0","10355.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.038708","54.062273",2019-10-22,2016-05-10,,"6264.0","6264.0",G06,"35.0","2497.0",OGW2,"1548.0",
"2471192","10356.0","10356.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.962804","54.092311",2019-10-22,2016-03-04,,"6264.0","6264.0",H01,"35.0","2497.0",OGW2,"1548.0",
"2471193","10357.0","10357.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.973412","54.086091",2019-10-22,2016-02-19,,"6264.0","6264.0",H02,"35.0","2497.0",OGW2,"1548.0",
"2471194","10358.0","10358.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.984015","54.079874",2019-10-22,2016-02-28,,"6264.0","6264.0",H03,"35.0","2497.0",OGW2,"1548.0",
"2471196","10360.0","10360.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.99511","54.073958",2019-10-22,2016-05-10,,"6264.0","6264.0",H04,"35.0","2497.0",OGW2,"1548.0",
"2471198","10362.0","10362.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.006205","54.068066",2019-10-22,2016-05-13,,"6264.0","6264.0",H05,"35.0","2497.0",OGW2,"1548.0",
"2471200","10364.0","10364.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.017714","54.06238",2019-10-22,2016-02-18,,"6264.0","6264.0",H06,"35.0","2497.0",OGW2,"1548.0",
"2471201","10365.0","10365.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.028553","54.056319",2019-10-22,2016-05-12,,"6264.0","6264.0",H07,"35.0","2497.0",OGW2,"1548.0",
"2471203","10367.0","10367.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.941629","54.092296",2019-10-22,2016-07-10,,"6264.0","6264.0",I01,"35.0","2497.0",OGW2,"1548.0",
"2471205","10369.0","10369.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.952234","54.086075",2019-10-22,2016-07-17,,"6264.0","6264.0",I02,"35.0","2497.0",OGW2,"1548.0",
"2471209","10373.0","10373.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.962843","54.079859",2019-10-22,2016-05-12,,"6264.0","6264.0",I03,"35.0","2497.0",OGW2,"1548.0",
"2471211","10375.0","10375.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.973945","54.073941",2019-10-22,2016-03-01,,"6264.0","6264.0",I04,"35.0","2497.0",OGW2,"1548.0",
"2471212","10376.0","10376.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.985038","54.068038",2019-10-22,2016-02-16,,"6264.0","6264.0",I05,"35.0","2497.0",OGW2,"1548.0",
"2471213","10377.0","10377.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.996114","54.062148",2019-10-22,2016-02-29,,"6264.0","6264.0",I06,"35.0","2497.0",OGW2,"1548.0",
"2471215","10379.0","10379.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.007426","54.056344",2019-10-22,2016-02-28,,"6264.0","6264.0",I07,"35.0","2497.0",OGW2,"1548.0",
"2471217","10381.0","10381.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.018379","54.050366",2019-10-22,2016-02-28,,"6264.0","6264.0",I08,"35.0","2497.0",OGW2,"1548.0",
"2471218","10382.0","10382.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.94166","54.079837",2019-10-22,2016-03-03,,"6264.0","6264.0",J01,"35.0","2497.0",OGW2,"1548.0",
"2471219","10383.0","10383.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.959459","54.07279",2019-10-22,2016-02-28,,"6264.0","6264.0",J02,"35.0","2497.0",OGW2,"1548.0",
"2471223","10387.0","10387.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.965577","54.06712",2019-10-22,2016-06-11,,"6264.0","6264.0",J03,"35.0","2497.0",OGW2,"1548.0",
"2471224","10388.0","10388.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.974961","54.06212",2019-10-22,2016-03-05,,"6264.0","6264.0",J04,"35.0","2497.0",OGW2,"1548.0",
"2471226","10390.0","10390.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.986047","54.056229",2019-10-22,2016-02-16,,"6264.0","6264.0",J05,"35.0","2497.0",OGW2,"1548.0",
"2471227","10391.0","10391.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.997143","54.050316",2019-10-22,2016-02-28,,"6264.0","6264.0",J06,"35.0","2497.0",OGW2,"1548.0",
"2471229","10393.0","10393.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.008218","54.044408",2019-10-22,2016-02-29,,"6264.0","6264.0",J07,"35.0","2497.0",OGW2,"1548.0",
"2471240","10404.0","10404.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.957921","54.05983",2019-10-22,2016-07-17,,"6264.0","6264.0",K02,"35.0","2497.0",GOW1,"1548.0",
"2471241","10405.0","10405.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.491245","53.987582",2019-10-22,2015-03-06,,"4000.0","4000.0",G02,"35.0","2497.0",OBR1,"1547.0",
"2471243","10407.0","10407.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.423096","53.980609",2019-10-22,2018-10-11,,"8300.0","8300.0",A33,"35.0","2497.0",BKR02,"1547.0",
"2471432","10596.0","10596.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.423605","53.973933",2019-10-25,2018-10-16,,"8300.0","8300.0",A34,"35.0","2497.0",BKR02,"1547.0",
"2471433","10597.0","10597.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.424153","53.967265",2019-10-25,2018-10-09,,"8300.0","8300.0",A35,"35.0","2497.0",BKR02,"1547.0",
"2471436","10600.0","10600.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.434096","53.980614",2019-10-25,2018-09-04,,"8300.0","8300.0",B33,"35.0","2497.0",BKR02,"1547.0",
"2471437","10601.0","10601.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.434121","53.97393",2019-10-25,2018-10-09,,"8300.0","8300.0",B34,"35.0","2497.0",BKR02,"1547.0",
"2471438","10602.0","10602.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.434398","53.967245",2019-10-25,2018-10-13,,"8300.0","8300.0",B35,"35.0","2497.0",BKR02,"1547.0",
"2471439","10603.0","10603.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.431174","53.960602",2019-10-25,2018-10-11,,"8300.0","8300.0",B36,"35.0","2497.0",BKR02,"1547.0",
"2471440","10604.0","10604.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.441473","53.991048",2019-10-25,2018-08-20,,"8300.0","8300.0",C31,"35.0","2497.0",BKR02,"1547.0",
"2471441","10605.0","10605.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.445531","53.967261",2019-10-25,2018-10-13,,"8300.0","8300.0",C35,"35.0","2497.0",BKR02,"1547.0",
"2471443","10607.0","10607.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.439183","53.953297",2019-10-25,2018-10-05,,"8300.0","8300.0",C37,"35.0","2497.0",BKR02,"1547.0",
"2471444","10608.0","10608.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.445005","53.948997",2019-10-25,2018-09-29,,"8300.0","8300.0",C38,"35.0","2497.0",BKR02,"1547.0",
"2471446","10610.0","10610.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.452351","53.991048",2019-10-25,2018-08-31,,"8300.0","8300.0",D31,"35.0","2497.0",BKR02,"1547.0",
"2471447","10611.0","10611.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.456961","53.980419",2019-10-25,2018-09-05,,"8300.0","8300.0",D33,"35.0","2497.0",BKR02,"1547.0",
"2471448","10612.0","10612.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.457005","53.967274",2019-10-25,2018-10-16,,"8300.0","8300.0",D35,"35.0","2497.0",BKR02,"1547.0",
"2471449","10613.0","10613.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.45347","53.953846",2019-10-25,2018-09-29,,"8300.0","8300.0",D37,"35.0","2497.0",BKR02,"1547.0",
"2471450","10614.0","10614.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.457087","53.940072",2019-10-25,2018-09-30,,"8300.0","8300.0",D39,"35.0","2497.0",BKR02,"1547.0",
"2471451","10615.0","10615.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.473698","53.991047",2019-10-25,2018-08-17,,"8300.0","8300.0",E31,"35.0","2497.0",BKR02,"1547.0",
"2471453","10617.0","10617.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.473729","53.980436",2019-10-25,2018-08-31,,"8300.0","8300.0",E33,"35.0","2497.0",BKR02,"1547.0",
"2471454","10618.0","10618.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.473747","53.973977",2019-10-25,2018-09-03,,"8300.0","8300.0",E34,"35.0","2497.0",BKR02,"1547.0",
"2471456","10620.0","10620.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.468454","53.960602",2019-10-25,2018-09-30,,"8300.0","8300.0",E36,"35.0","2497.0",BKR02,"1547.0",
"2471458","10622.0","10622.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.463752","53.947032",2019-10-25,2018-10-05,,"8300.0","8300.0",E38,"35.0","2497.0",BKR02,"1547.0",
"2471459","10623.0","10623.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.468518","53.940078",2019-10-25,2018-09-03,,"8300.0","8300.0",E39,"35.0","2497.0",BKR02,"1547.0",
"2471460","10624.0","10624.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.466492","53.93312",2019-10-25,2018-08-22,,"8300.0","8300.0",E40,"35.0","2497.0",BKR02,"1547.0",
"2471462","10626.0","10626.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.479863","53.967298",2019-10-25,2018-08-31,,"8300.0","8300.0",F35,"35.0","2497.0",BKR02,"1547.0",
"2471463","10627.0","10627.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.47988","53.961112",2019-10-25,2018-08-16,,"8300.0","8300.0",F36,"35.0","2497.0",BKR02,"1547.0",
"2471464","10628.0","10628.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.479958","53.933126",2019-10-25,2018-09-15,,"8300.0","8300.0",F40,"35.0","2497.0",BKR02,"1547.0",
"2471466","10630.0","10630.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.474835","53.926951",2019-10-25,2018-09-06,,"8300.0","8300.0",F41,"35.0","2497.0",BKR02,"1547.0",
"2471471","10635.0","10635.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.481956","53.921683",2019-10-25,2018-09-06,,"8300.0","8300.0",F42,"35.0","2497.0",BKR02,"1547.0",
"2471472","10636.0","10636.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.491342","53.947043",2019-10-25,2018-09-09,,"8300.0","8300.0",G38,"35.0","2497.0",BKR02,"1547.0",
"2471473","10637.0","10637.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.491419","53.940115",2019-10-25,2018-09-13,,"8300.0","8300.0",G39,"35.0","2497.0",BKR02,"1547.0",
"2471474","10638.0","10638.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.491378","53.93313",2019-10-25,2018-09-17,,"8300.0","8300.0",G40,"35.0","2497.0",BKR02,"1547.0",
"2471475","10639.0","10639.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.491395","53.926173",2019-10-25,2018-09-18,,"8300.0","8300.0",G41,"35.0","2497.0",BKR02,"1547.0",
"2471476","10640.0","10640.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.489075","53.916416",2019-10-25,2018-09-18,,"8300.0","8300.0",G43,"35.0","2497.0",BKR02,"1547.0",
"2471477","10641.0","10641.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.501162","53.917545",2019-10-25,2018-11-08,,"8300.0","8300.0",H42,"35.0","2497.0",BKR02,"1547.0",
"2471478","10642.0","10642.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.508473","53.953405",2019-10-25,2018-08-25,,"8300.0","8300.0",I37,"35.0","2497.0",BKR02,"1547.0",
"2471523","10687.0","10687.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.51419","53.947048",2019-10-28,2018-08-25,,"8300.0","8300.0",I38,"35.0","2497.0",BKR02,"1547.0",
"2471524","10688.0","10688.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.514203","53.940091",2019-10-28,2018-08-08,,"8300.0","8300.0",I39,"35.0","2497.0",BKR02,"1547.0",
"2471526","10690.0","10690.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.514217","53.933134",2019-10-28,2018-10-05,,"8300.0","8300.0",I40,"35.0","2497.0",BKR02,"1547.0",
"2471527","10691.0","10691.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.514264","53.926142",2019-10-28,2018-09-05,,"8300.0","8300.0",I41,"35.0","2497.0",BKR02,"1547.0",
"2471528","10692.0","10692.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.514244","53.919412",2019-10-28,2018-09-10,,"8300.0","8300.0",I42,"35.0","2497.0",BKR02,"1547.0",
"2471531","10695.0","10695.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.525379","53.920999",2019-10-28,2018-09-13,,"8300.0","8300.0",J41,"35.0","2497.0",BKR02,"1547.0",
"2471533","10697.0","10697.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.537047","53.940091",2019-10-28,2018-08-25,,"8300.0","8300.0",K39,"35.0","2497.0",BKR02,"1547.0",
"2471534","10698.0","10698.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.539585","53.931746",2019-10-28,2018-08-26,,"8300.0","8300.0",K40,"35.0","2497.0",BKR02,"1547.0",
"2471536","10700.0","10700.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.536516","53.922585",2019-10-28,2018-09-13,,"8300.0","8300.0",K41,"35.0","2497.0",BKR02,"1547.0",
"2471537","10701.0","10701.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.553314","53.932787",2019-10-28,2018-08-26,,"8300.0","8300.0",L40,"35.0","2497.0",BKR02,"1547.0",
"2471539","10703.0","10703.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.547653","53.92417",2019-10-28,2018-09-28,,"8300.0","8300.0",L41,"35.0","2497.0",BKR02,"1547.0",
"2471540","10704.0","10704.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.558791","53.925755",2019-10-28,2018-09-16,,"8300.0","8300.0",M41,"35.0","2497.0",BKR02,"1547.0",
"2471541","10705.0","10705.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.56993","53.927338",2019-10-28,2018-08-09,,"8300.0","8300.0",N40,"35.0","2497.0",BKR02,"1547.0",
"2471545","10709.0","10709.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.58107","53.92892",2019-10-28,2018-08-14,,"8300.0","8300.0",O40,"35.0","2497.0",BKR02,"1547.0",
"2471546","10710.0","10710.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.489374","54.080561",2019-10-28,2019-10-23,,"6330.0","6330.0",BW57,"35.0","2497.0",TWB-PHASE2,"1547.0",
"2471547","10711.0","10711.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.594152","53.987626",2019-10-28,2018-08-06,,"8300.0","8300.0",P32,"35.0","2497.0",BKR02,"1547.0",
"2471548","10712.0","10712.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.592489","53.930541",2019-10-28,2018-08-18,,"8300.0","8300.0",P40,"35.0","2497.0",BKR02,"1547.0",
"2471550","10714.0","10714.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.60391","53.93216",2019-10-28,2018-08-09,,"8300.0","8300.0",Q40,"35.0","2497.0",BKR02,"1547.0",
"2471552","10716.0","10716.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.617023","53.987624",2019-10-28,2018-08-04,,"8300.0","8300.0",R32,"35.0","2497.0",BKR02,"1547.0",
"2471555","10719.0","10719.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.617019","53.980886",2019-10-28,2018-08-04,,"8300.0","8300.0",R33,"35.0","2497.0",BKR02,"1547.0",
"2471558","10722.0","10722.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.617016","53.974146",2019-10-28,2018-08-05,,"8300.0","8300.0",R34,"35.0","2497.0",BKR02,"1547.0",
"2471565","10729.0","10729.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.491251","53.980836",2019-10-29,2015-05-15,,"4000.0","4000.0",G03,"35.0","2497.0",OBR1,"1547.0",
"2471566","10730.0","10730.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.491268","53.974111",2019-10-29,2015-02-16,,"4000.0","4000.0",G04,"35.0","2497.0",OBR1,"1547.0",
"2471567","10731.0","10731.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.502667","53.994333",2019-10-29,2015-05-21,,"4000.0","4000.0",H01,"35.0","2497.0",OBR1,"1547.0",
"2471569","10733.0","10733.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.502667","53.987583",2019-10-29,2015-03-24,,"4000.0","4000.0",H02,"35.0","2497.0",OBR1,"1547.0",
"2471570","10734.0","10734.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.502695","53.980859",2019-10-29,2015-04-17,,"4000.0","4000.0",H03,"35.0","2497.0",OBR1,"1547.0",
"2471572","10736.0","10736.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.502696","53.974116",2019-10-29,2015-07-12,,"4000.0","4000.0",H04,"35.0","2497.0",OBR1,"1547.0",
"2471573","10737.0","10737.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.502727","53.967361",2019-10-29,2015-06-23,,"4000.0","4000.0",H05,"35.0","2497.0",OBR1,"1547.0",
"2471574","10738.0","10738.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.514091","53.994336",2019-10-29,2015-04-17,,"4000.0","4000.0",I01,"35.0","2497.0",OBR1,"1547.0",
"2471577","10741.0","10741.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.514111","53.987582",2019-10-29,2015-02-21,,"4000.0","4000.0",I02,"35.0","2497.0",OBR1,"1547.0",
"2471906","11070.0","11070.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.511437","54.067814",2019-11-08,2019-10-31,,"6330.0","6330.0",BW74,"35.0","2497.0",TWB-PHASE2,"1547.0",
"2471914","11078.0","11078.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.492888","54.056757",2019-11-08,2019-11-02,,"6330.0","6330.0",BW71,"35.0","2497.0",TWB-PHASE2,"1547.0",
"2471915","11079.0","11079.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.502115","54.062243",2019-11-08,2019-11-04,,"6330.0","6330.0",BW70,"35.0","2497.0",TWB-PHASE2,"1547.0",
"2472379","11543.0","11543.0",wind,"84.0","1403.0",Kreis Regensburg,Beratzhausen,09375118id,"9375","14.367402","40.543566",2019-11-19,2013-09-27,,"3050.0","3050.0",WEA 2 ehem.Hawle,"35.0","2497.0",,,
"2472389","11553.0","11553.0",wind,"84.0","1403.0",Kreis Regensburg,Beratzhausen,09375118id,"9375","14.367458","40.537605",2019-11-19,2013-09-09,,"3050.0","3050.0",Brenntenberg WEA 1,"35.0","2497.0",,,
"2472391","11555.0","11555.0",wind,"84.0","1403.0",Neumarkt i.d. OPf.,Hohenfels,09373134id,"9373","14.397115","40.49859",2019-11-19,2013-07-25,,"3050.0","3050.0",Pöfersdorf,"35.0","2497.0",,,
"2472571","11735.0","11735.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.514108","53.980862",2019-11-22,2015-04-12,,"4000.0","4000.0",I03,"35.0","2497.0",OBR1,"1547.0",
"2472572","11736.0","11736.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.514145","53.974112",2019-11-22,2015-05-04,,"4000.0","4000.0",I04,"35.0","2497.0",OBR1,"1547.0",
