field_1,Unnamed: 0.1,Unnamed: 0,energy,land,bundesland,landkreis,gemeinde,gemeinde_id,landkreis_id,laengengrad,breitengrad,registrierungsdatum,inbetriebnahmedatum,datumEndgueltigeStilllegung,bruttoleistung,nettonennleistung,nameEinheit,betriebsstatus,energietraeger,wind_kraftwerk,wind_nordsee,wind_ostsee
"2462797","1961.0","1961.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.5426","54.0281",2019-03-01,2019-02-02,,"6000.0","6000.0",MO 19,"35.0","2497.0",MERKUR,"1547.0",
"2462854","2018.0","2018.0",wind,"84.0","1408.0",Aurich,Aurich,03452001id,"3452","7.0","53.0",2019-03-04,2002-03-14,,"1800.0","1800.0","70633","35.0","2497.0",,,
"2462871","2035.0","2035.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.5288","54.0075",2019-03-05,2019-02-05,,"6000.0","6000.0",MO 10,"35.0","2497.0",MERKUR,"1547.0",
"2462872","2036.0","2036.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.5547","54.0347",2019-03-05,2019-02-06,,"6000.0","6000.0",MO 30,"35.0","2497.0",MERKUR,"1547.0",
"2462876","2040.0","2040.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.213967","55.065636",2019-03-05,2015-01-23,,"3780.0","3780.0",DT46,"35.0","2497.0",,"1550.0",
"2462877","2041.0","2041.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.199997","55.064908",2019-03-05,2015-01-19,,"3780.0","3780.0",DT47,"35.0","2497.0",,"1550.0",
"2462878","2042.0","2042.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.186019","55.0641",2019-03-05,2015-01-23,,"3780.0","3780.0",DT48,"35.0","2497.0",,"1550.0",
"2462879","2043.0","2043.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.191847","55.073742",2019-03-05,2015-01-19,,"3780.0","3780.0",DT49,"35.0","2497.0",,"1550.0",
"2462880","2044.0","2044.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.189464","55.21725",2019-03-05,2015-02-25,,"3780.0","3780.0",DT50,"35.0","2497.0",,"1550.0",
"2462881","2045.0","2045.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.193658","55.208664",2019-03-05,2015-03-13,,"3780.0","3780.0",DT51,"35.0","2497.0",,"1550.0",
"2462890","2054.0","2054.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.194961","55.199336",2019-03-05,2015-03-14,,"3780.0","3780.0",DT52,"35.0","2497.0",,"1550.0",
"2462893","2057.0","2057.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.197761","55.190553",2019-03-05,2015-03-19,,"3780.0","3780.0",DT53,"35.0","2497.0",,"1550.0",
"2462894","2058.0","2058.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.200436","55.182097",2019-03-05,2015-02-12,,"3780.0","3780.0",DT54,"35.0","2497.0",,"1550.0",
"2462897","2061.0","2061.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.202686","55.173603",2019-03-05,2015-02-05,,"3780.0","3780.0",DT55,"35.0","2497.0",,"1550.0",
"2462898","2062.0","2062.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.205733","55.165253",2019-03-05,2015-02-06,,"3780.0","3780.0",DT56,"35.0","2497.0",,"1550.0",
"2462899","2063.0","2063.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.207869","55.155758",2019-03-05,2015-02-10,,"3780.0","3780.0",DT57,"35.0","2497.0",,"1550.0",
"2462900","2064.0","2064.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.209969","55.146711",2019-03-05,2015-02-04,,"3780.0","3780.0",DT58,"35.0","2497.0",,"1550.0",
"2462902","2066.0","2066.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.211236","55.137356",2019-03-05,2015-02-12,,"3780.0","3780.0",DT59,"35.0","2497.0",,"1550.0",
"2462903","2067.0","2067.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.206364","55.082619",2019-03-05,2014-12-05,,"3780.0","3780.0",DT60,"35.0","2497.0",,"1550.0",
"2462918","2082.0","2082.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.207542","55.0717",2019-03-06,2015-01-19,,"3780.0","3780.0",DT61,"35.0","2497.0",,"1550.0",
"2462920","2084.0","2084.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.213194","55.127911",2019-03-06,2015-02-04,,"3780.0","3780.0",DT62,"35.0","2497.0",,"1550.0",
"2462921","2085.0","2085.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.215739","55.119033",2019-03-06,2015-01-30,,"3780.0","3780.0",DT63,"35.0","2497.0",,"1550.0",
"2462922","2086.0","2086.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.217119","55.109911",2019-03-06,2014-12-05,,"3780.0","3780.0",DT64,"35.0","2497.0",,"1550.0",
"2462923","2087.0","2087.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.184408","55.225047",2019-03-06,2015-03-22,,"3780.0","3780.0",DT65,"35.0","2497.0",,"1550.0",
"2462925","2089.0","2089.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.217097","55.101617",2019-03-06,2015-01-23,,"3780.0","3780.0",DT66,"35.0","2497.0",,"1550.0",
"2462927","2091.0","2091.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.225711","55.091486",2019-03-06,2014-12-05,,"3780.0","3780.0",DT67,"35.0","2497.0",,"1550.0",
"2462929","2093.0","2093.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.225806","55.081925",2019-03-06,2015-02-11,,"3780.0","3780.0",DT68,"35.0","2497.0",,"1550.0",
"2462930","2094.0","2094.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.226308","55.074086",2019-03-06,2015-01-31,,"3780.0","3780.0",DT69,"35.0","2497.0",,"1550.0",
"2462931","2095.0","2095.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.185311","55.153078",2019-03-06,2015-03-12,,"3780.0","3780.0",DT70,"35.0","2497.0",,"1550.0",
"2462935","2099.0","2099.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.187003","55.145878",2019-03-06,2015-03-12,,"3780.0","3780.0",DT71,"35.0","2497.0",,"1550.0",
"2462939","2103.0","2103.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.188725","55.138003",2019-03-06,2015-03-09,,"3780.0","3780.0",DT72,"35.0","2497.0",,"1550.0",
"2462940","2104.0","2104.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.190242","55.130797",2019-03-06,2014-12-05,,"3780.0","3780.0",DT73,"35.0","2497.0",,"1550.0",
"2462942","2106.0","2106.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.1865","55.124092",2019-03-06,2014-12-04,,"3780.0","3780.0",DT74,"35.0","2497.0",,"1550.0",
"2462944","2108.0","2108.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.193519","55.116225",2019-03-06,2014-12-03,,"3780.0","3780.0",DT75,"35.0","2497.0",,"1550.0",
"2462949","2113.0","2113.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.1929","55.109456",2019-03-06,2014-12-04,,"3780.0","3780.0",DT76,"35.0","2497.0",,"1550.0",
"2462950","2114.0","2114.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.194083","55.102347",2019-03-06,2014-12-05,,"3780.0","3780.0",DT77,"35.0","2497.0",,"1550.0",
"2462951","2115.0","2115.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.205939","55.092078",2019-03-06,2014-12-05,,"3780.0","3780.0",DT78,"35.0","2497.0",,"1550.0",
"2462952","2116.0","2116.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.188544","55.0928",2019-03-06,2014-12-02,,"3780.0","3780.0",DT79,"35.0","2497.0",,"1550.0",
"2462953","2117.0","2117.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.188375","55.078858",2019-03-06,2014-12-05,,"3780.0","3780.0",DT80,"35.0","2497.0",,"1550.0",
"2462967","2131.0","2131.0",wind,"84.0","1408.0",Aurich,Krummhörn,03452014id,"3452","7.152888","54.249318",2019-03-07,1992-03-18,,"150.0","150.0",Nordex N27 Uppingen,"35.0","2497.0",,,
"2462971","2135.0","2135.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.859758","55.12132",2019-03-07,2016-10-10,,"4200.0","4200.0",SB01D,"35.0","2497.0",,"1550.0",
"2462983","2147.0","2147.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.856348","55.130069",2019-03-07,2016-09-06,,"4200.0","4200.0",SB02D,"35.0","2497.0",,"1550.0",
"2462992","2156.0","2156.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.852936","55.138808",2019-03-07,2016-10-24,,"4200.0","4200.0",SB03D,"35.0","2497.0",,"1550.0",
"2462995","2159.0","2159.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.850025","55.147831",2019-03-07,2017-01-23,,"4200.0","4200.0",SB04D,"35.0","2497.0",,"1550.0",
"2462996","2160.0","2160.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.846614","55.156581",2019-03-07,2017-01-23,,"4200.0","4200.0",SB05D,"35.0","2497.0",,"1550.0",
"2462997","2161.0","2161.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.842714","55.1656",2019-03-07,2016-12-21,,"4200.0","4200.0",SB06D,"35.0","2497.0",,"1550.0",
"2462999","2163.0","2163.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.840294","55.174061",2019-03-07,2016-12-14,,"4200.0","4200.0",SB07D,"35.0","2497.0",,"1550.0",
"2463000","2164.0","2164.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.836894","55.183092",2019-03-07,2016-12-13,,"4200.0","4200.0",SB08D,"35.0","2497.0",,"1550.0",
"2463003","2167.0","2167.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.833483","55.191831",2019-03-07,2016-12-14,,"4200.0","4200.0",SB09E,"35.0","2497.0",,"1550.0",
"2463005","2169.0","2169.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.830072","55.200572",2019-03-07,2016-12-10,,"4200.0","4200.0",SB10E,"35.0","2497.0",,"1550.0",
"2463008","2172.0","2172.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.826664","55.209322",2019-03-07,2017-01-10,,"4200.0","4200.0",SB11E,"35.0","2497.0",,"1550.0",
"2463010","2174.0","2174.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.823753","55.218342",2019-03-07,2016-11-21,,"4200.0","4200.0",SB12E,"35.0","2497.0",,"1550.0",
"2463012","2176.0","2176.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.820353","55.227083",2019-03-07,2016-11-22,,"4200.0","4200.0",SB13E,"35.0","2497.0",,"1550.0",
"2463013","2177.0","2177.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.816942","55.235833",2019-03-07,2016-11-28,,"4200.0","4200.0",SB14E,"35.0","2497.0",,"1551.0",
"2463016","2180.0","2180.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.813531","55.244572",2019-03-07,2016-12-05,,"4200.0","4200.0",SB15E,"35.0","2497.0",,"1550.0",
"2463021","2185.0","2185.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.810119","55.253314",2019-03-07,2016-12-08,,"4200.0","4200.0",SB16E,"35.0","2497.0",,"1550.0",
"2463022","2186.0","2186.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.807211","55.262344",2019-03-07,2016-12-16,,"4200.0","4200.0",SB17E,"35.0","2497.0",,"1550.0",
"2463023","2187.0","2187.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.8038","55.270803",2019-03-07,2016-11-14,,"4200.0","4200.0",SB18F,"35.0","2497.0",,"1550.0",
"2463025","2189.0","2189.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.800389","55.279825",2019-03-07,2016-10-10,,"4200.0","4200.0",SB19G,"35.0","2497.0",,"1550.0",
"2463027","2191.0","2191.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.878619","55.114239",2019-03-07,2016-09-07,,"4200.0","4200.0",SB20D,"35.0","2497.0",,"1550.0",
"2463036","2200.0","2200.0",wind,"84.0","1400.0",Uckermark,Prenzlau,12073452id,"12073","15.0","53.405261",2019-03-08,2018-03-26,,"3450.0","3450.0",WEA 02,"35.0","2497.0",,,
"2463374","2538.0","2538.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.875217","55.123269",2019-03-18,2016-09-27,,"4200.0","4200.0",SB21C,"35.0","2497.0",,"1550.0",
"2463377","2541.0","2541.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.871808","55.132011",2019-03-18,2016-09-24,,"4200.0","4200.0",SB22C,"35.0","2497.0",,"1550.0",
"2463378","2542.0","2542.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.868897","55.14075",2019-03-18,2016-10-07,,"4200.0","4200.0",SB23C,"35.0","2497.0",,"1550.0",
"2463379","2543.0","2543.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.865486","55.1495",2019-03-18,2016-09-17,,"4200.0","4200.0",SB24C,"35.0","2497.0",,"1550.0",
"2463382","2546.0","2546.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.862075","55.158242",2019-03-18,2016-09-18,,"4200.0","4200.0",SB25C,"35.0","2497.0",,"1550.0",
"2463384","2548.0","2548.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.859164","55.167261",2019-03-18,2016-09-22,,"4200.0","4200.0",SB26A,"35.0","2497.0",,"1550.0",
"2463385","2549.0","2549.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.070073","54.093122",2019-03-18,2016-06-12,,"6264.0","6264.0",C01,"35.0","2497.0",OGW2,"1548.0",
"2463386","2550.0","2550.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.855756","55.176011",2019-03-18,2017-01-01,,"4200.0","4200.0",SB27C,"35.0","2497.0",,"1550.0",
"2463387","2551.0","2551.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.852344","55.184753",2019-03-18,2016-12-28,,"4200.0","4200.0",SB28C,"35.0","2497.0",,"1550.0",
"2463389","2553.0","2553.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.848444","55.193492",2019-03-18,2016-12-20,,"4200.0","4200.0",SB29C,"35.0","2497.0",,"1550.0",
"2463391","2555.0","2555.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.845533","55.202522",2019-03-18,2016-11-08,,"4200.0","4200.0",SB30F,"35.0","2497.0",,"1550.0",
"2463393","2557.0","2557.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.841622","55.211261",2019-03-18,2016-11-01,,"4200.0","4200.0",SB32F,"35.0","2497.0",,"1550.0",
"2463418","2582.0","2582.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.839214","55.220003",2019-03-19,2016-10-27,,"4200.0","4200.0",SB33F,"35.0","2497.0",,"1550.0",
"2463419","2583.0","2583.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.835803","55.228753",2019-03-19,2016-11-03,,"4200.0","4200.0",SB34F,"35.0","2497.0",,"1550.0",
"2463422","2586.0","2586.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.832403","55.237772",2019-03-19,2016-10-26,,"4200.0","4200.0",SB35F,"35.0","2497.0",,"1550.0",
"2463424","2588.0","2588.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.828992","55.246522",2019-03-19,2016-10-26,,"4200.0","4200.0",SB36F,"35.0","2497.0",,"1550.0",
"2463426","2590.0","2590.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.825581","55.255264",2019-03-19,2016-10-30,,"4200.0","4200.0",SB37F,"35.0","2497.0",,"1550.0",
"2463428","2592.0","2592.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.822672","55.264006",2019-03-19,2016-11-29,,"4200.0","4200.0",SB38F,"35.0","2497.0",,"1550.0",
"2463431","2595.0","2595.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.819261","55.273033",2019-03-19,2016-10-10,,"4200.0","4200.0",SB39G,"35.0","2497.0",,"1550.0",
"2463432","2596.0","2596.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.81635","55.281778",2019-03-19,2016-10-17,,"4200.0","4200.0",SB40H,"35.0","2497.0",,"1550.0",
"2463433","2597.0","2597.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.812933","55.290517",2019-03-19,2017-01-25,,"4200.0","4200.0",SB41B,"35.0","2497.0",,"1550.0",
"2463438","2602.0","2602.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.894078","55.116469",2019-03-19,2017-01-24,,"4200.0","4200.0",SB42B,"35.0","2497.0",,"1550.0",
"2463439","2603.0","2603.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.890669","55.125219",2019-03-19,2017-01-25,,"4200.0","4200.0",SB43B,"35.0","2497.0",,"1550.0",
"2463448","2612.0","2612.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.887267","55.133961",2019-03-19,2017-01-22,,"4200.0","4200.0",SB44B,"35.0","2497.0",,"1550.0",
"2463587","2751.0","2751.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.883856","55.1427",2019-03-20,2017-01-24,,"4200.0","4200.0",SB45B,"35.0","2497.0",,"1550.0",
"2463588","2752.0","2752.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.880947","55.151442",2019-03-20,2017-01-20,,"4200.0","4200.0",SB46B,"35.0","2497.0",,"1550.0",
"2463590","2754.0","2754.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.878036","55.160469",2019-03-20,2017-01-17,,"4200.0","4200.0",SB47B,"35.0","2497.0",,"1550.0",
"2463592","2756.0","2756.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.874125","55.169211",2019-03-20,2017-01-18,,"4200.0","4200.0",SB48B,"35.0","2497.0",,"1550.0",
"2463593","2757.0","2757.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.870717","55.177961",2019-03-20,2017-01-25,,"4200.0","4200.0",SB49B,"35.0","2497.0",,"1550.0",
"2463594","2758.0","2758.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.867806","55.186703",2019-03-20,2016-11-07,,"4200.0","4200.0",SB50A,"35.0","2497.0",,"1550.0",
"2463600","2764.0","2764.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.864406","55.195722",2019-03-20,2016-11-07,,"4200.0","4200.0",SB51H,"35.0","2497.0",,"1550.0",
"2463602","2766.0","2766.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.860994","55.204472",2019-03-20,2016-11-02,,"4200.0","4200.0",SB52G,"35.0","2497.0",,"1550.0",
"2463604","2768.0","2768.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.858083","55.213214",2019-03-20,2016-10-30,,"4200.0","4200.0",SB54H,"35.0","2497.0",,"1550.0",
"2463605","2769.0","2769.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.848353","55.239444",2019-03-20,2016-11-01,,"4200.0","4200.0",SB55G,"35.0","2497.0",,"1550.0",
"2463608","2772.0","2772.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.844953","55.248464",2019-03-20,2016-10-22,,"4200.0","4200.0",SB56G,"35.0","2497.0",,"1550.0",
"2463641","2805.0","2805.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.841042","55.257203",2019-03-21,2016-09-27,,"4200.0","4200.0",SB57G,"35.0","2497.0",,"1550.0",
"2463642","2806.0","2806.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.838131","55.265953",2019-03-21,2016-10-05,,"4200.0","4200.0",SB58G,"35.0","2497.0",,"1550.0",
"2463644","2808.0","2808.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.835219","55.274694",2019-03-21,2016-10-05,,"4200.0","4200.0",SB59G,"35.0","2497.0",,"1550.0",
"2463646","2810.0","2810.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.831311","55.283725",2019-03-21,2016-10-07,,"4200.0","4200.0",SB60G,"35.0","2497.0",,"1550.0",
"2463647","2811.0","2811.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.8284","55.292464",2019-03-21,2016-12-05,,"4200.0","4200.0",SB61H,"35.0","2497.0",,"1550.0",
"2463668","2832.0","2832.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.909539","55.118419",2019-03-21,2016-09-25,,"4200.0","4200.0",SB62A,"35.0","2497.0",,"1550.0",
"2463669","2833.0","2833.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.906628","55.126881",2019-03-21,2016-09-24,,"4200.0","4200.0",SB63A,"35.0","2497.0",,"1550.0",
"2463670","2834.0","2834.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.903217","55.1359",2019-03-21,2016-09-22,,"4200.0","4200.0",SB64A,"35.0","2497.0",,"1550.0",
"2463672","2836.0","2836.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.899817","55.14465",2019-03-21,2016-09-26,,"4200.0","4200.0",SB65A,"35.0","2497.0",,"1550.0",
"2463674","2838.0","2838.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.896406","55.153392",2019-03-21,2016-10-03,,"4200.0","4200.0",SB66A,"35.0","2497.0",,"1550.0",
"2463677","2841.0","2841.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.892997","55.162131",2019-03-21,2016-09-25,,"4200.0","4200.0",SB67A,"35.0","2497.0",,"1550.0",
"2463678","2842.0","2842.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.889586","55.170881",2019-03-21,2016-09-22,,"4200.0","4200.0",SB68A,"35.0","2497.0",,"1550.0",
"2463679","2843.0","2843.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.886675","55.179903",2019-03-21,2016-10-03,,"4200.0","4200.0",SB69A,"35.0","2497.0",,"1550.0",
"2463684","2848.0","2848.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.856992","55.258875",2019-03-21,2016-10-27,,"4200.0","4200.0",SB76H,"35.0","2497.0",,"1550.0",
"2463685","2849.0","2849.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.853592","55.267894",2019-03-21,2016-09-27,,"4200.0","4200.0",SB77H,"35.0","2497.0",,"1550.0",
"2463686","2850.0","2850.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.850181","55.276644",2019-03-21,2016-10-23,,"4200.0","4200.0",SB78H,"35.0","2497.0",,"1550.0",
"2463687","2851.0","2851.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.847272","55.285383",2019-03-21,2016-11-10,,"4200.0","4200.0",SB79H,"35.0","2497.0",,"1550.0",
"2463689","2853.0","2853.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.843861","55.294125",2019-03-21,2016-10-22,,"4200.0","4200.0",SB80H,"35.0","2497.0",,"1550.0",
"2463771","2935.0","2935.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.528","54.0589",2019-03-22,2019-02-23,,"6000.0","6000.0",MO 16,"35.0","2497.0",MERKUR,"1547.0",
"2463943","3107.0","3107.0",wind,"84.0","1408.0",Aurich,Dornum,03452027id,"3452","7.0","53.0",2019-03-27,2016-12-29,,"3050.0","3050.0","1011414","35.0","2497.0",,,
"2463947","3111.0","3111.0",wind,"84.0","1408.0",Aurich,Dornum,03452027id,"3452","7.0","53.0",2019-03-27,2016-12-29,,"3050.0","3050.0","1011415","35.0","2497.0",,,
"2463948","3112.0","3112.0",wind,"84.0","1408.0",Aurich,Dornum,03452027id,"3452","7.0","53.0",2019-03-27,2016-12-20,,"3050.0","3050.0","1011416","35.0","2497.0",,,
"2463949","3113.0","3113.0",wind,"84.0","1408.0",Aurich,Dornum,03452027id,"3452","7.0","53.0",2019-03-27,2016-12-15,,"3050.0","3050.0","1011417","35.0","2497.0",,,
"2464036","3200.0","3200.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.5417","54.0435",2019-04-01,2019-03-04,,"6000.0","6000.0",MO 21,"35.0","2497.0",MERKUR,"1547.0",
"2464040","3204.0","3204.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.5404","54.0737",2019-04-01,2019-03-05,,"6000.0","6000.0",MO 25,"35.0","2497.0",MERKUR,"1547.0",
"2464041","3205.0","3205.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.6097","54.0503",2019-04-01,2019-03-05,,"6000.0","6000.0",MO 63,"35.0","2497.0",MERKUR,"1547.0",
"2464176","3340.0","3340.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.5412","54.051",2019-04-03,2019-03-06,,"6000.0","6000.0",MO 22,"35.0","2497.0",MERKUR,"1547.0",
"2464207","3371.0","3371.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.641017","54.538831",2019-04-04,2015-08-18,,"3780.0","3780.0",Amrum01,"35.0","2497.0",,"1549.0",
"2464221","3385.0","3385.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","-2.670677","54.245574",2019-04-04,2018-10-22,,"6300.0","6300.0",AB01,"35.0","2497.0",,,"1540.0"
"2464240","3404.0","3404.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.6538","54.5388",2019-04-05,2015-07-16,,"3780.0","3780.0",Amrum02,"35.0","2497.0",,"1549.0",
"2464280","3444.0","3444.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","6.6187","54.0363",2019-04-08,2019-03-11,,"6000.0","6000.0",MO 65,"35.0","2497.0",MERKUR,"1547.0",
"2464324","3488.0","3488.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.666667","54.538831",2019-04-09,2015-07-16,,"3780.0","3780.0",Amrum03,"35.0","2497.0",AMRWE_KW,"1549.0",
"2464327","3491.0","3491.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.640551","54.515519",2019-04-09,2015-07-16,,"3780.0","3780.0",Amrum04,"35.0","2497.0",AMRWE_KW,"1549.0",
"2464344","3508.0","3508.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.691478","54.538833",2019-04-09,2015-07-16,,"3780.0","3780.0",Amrum05,"35.0","2497.0",AMRWE_KW,"1549.0",
"2464359","3523.0","3523.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.794385","55.00275",2019-04-10,2015-04-30,,"3600.0","3600.0",BU26,"35.0","2497.0",OWP-BU,"1550.0",
