AGS,Name,mobility_cartype_density_Insgesamt_1996,mobility_cartype_density_Insgesamt_1997,mobility_cartype_density_Insgesamt_1998,mobility_cartype_density_Insgesamt_1999,mobility_cartype_density_Insgesamt_2000,mobility_cartype_density_Insgesamt_2001,mobility_cartype_density_Insgesamt_2002,mobility_cartype_density_Insgesamt_2003,mobility_cartype_density_Insgesamt_2004,mobility_cartype_density_Insgesamt_2005,mobility_cartype_density_Insgesamt_2006,mobility_cartype_density_Insgesamt_2007,mobility_cartype_density_Insgesamt_2008,mobility_cartype_density_Insgesamt_2009,mobility_cartype_density_Insgesamt_2010,mobility_cartype_density_Insgesamt_2011,mobility_cartype_density_Insgesamt_2012,mobility_cartype_density_Insgesamt_2013,mobility_cartype_density_Insgesamt_2014,mobility_cartype_density_Insgesamt_2015,mobility_cartype_density_Insgesamt_2016,mobility_cartype_density_Insgesamt_2017,mobility_cartype_density_Insgesamt_2018,mobility_cartype_density_Insgesamt_2019,mobility_cartype_density_Insgesamt_2020,mobility_cartype_density_Krafträder_1996,mobility_cartype_density_Krafträder_1997,mobility_cartype_density_Krafträder_1998,mobility_cartype_density_Krafträder_1999,mobility_cartype_density_Krafträder_2000,mobility_cartype_density_Krafträder_2001,mobility_cartype_density_Krafträder_2002,mobility_cartype_density_Krafträder_2003,mobility_cartype_density_Krafträder_2004,mobility_cartype_density_Krafträder_2005,mobility_cartype_density_Krafträder_2006,mobility_cartype_density_Krafträder_2007,mobility_cartype_density_Krafträder_2008,mobility_cartype_density_Krafträder_2009,mobility_cartype_density_Krafträder_2010,mobility_cartype_density_Krafträder_2011,mobility_cartype_density_Krafträder_2012,mobility_cartype_density_Krafträder_2013,mobility_cartype_density_Krafträder_2014,mobility_cartype_density_Krafträder_2015,mobility_cartype_density_Krafträder_2016,mobility_cartype_density_Krafträder_2017,mobility_cartype_density_Krafträder_2018,mobility_cartype_density_Krafträder_2019,mobility_cartype_density_Krafträder_2020,mobility_cartype_density_Lkw_1996,mobility_cartype_density_Lkw_1997,mobility_cartype_density_Lkw_1998,mobility_cartype_density_Lkw_1999,mobility_cartype_density_Lkw_2000,mobility_cartype_density_Lkw_2001,mobility_cartype_density_Lkw_2002,mobility_cartype_density_Lkw_2003,mobility_cartype_density_Lkw_2004,mobility_cartype_density_Lkw_2005,mobility_cartype_density_Lkw_2006,mobility_cartype_density_Lkw_2007,mobility_cartype_density_Lkw_2008,mobility_cartype_density_Lkw_2009,mobility_cartype_density_Lkw_2010,mobility_cartype_density_Lkw_2011,mobility_cartype_density_Lkw_2012,mobility_cartype_density_Lkw_2013,mobility_cartype_density_Lkw_2014,mobility_cartype_density_Lkw_2015,mobility_cartype_density_Lkw_2016,mobility_cartype_density_Lkw_2017,mobility_cartype_density_Lkw_2018,mobility_cartype_density_Lkw_2019,mobility_cartype_density_Lkw_2020,mobility_cartype_density_Pkw_1996,mobility_cartype_density_Pkw_1997,mobility_cartype_density_Pkw_1998,mobility_cartype_density_Pkw_1999,mobility_cartype_density_Pkw_2000,mobility_cartype_density_Pkw_2001,mobility_cartype_density_Pkw_2002,mobility_cartype_density_Pkw_2003,mobility_cartype_density_Pkw_2004,mobility_cartype_density_Pkw_2005,mobility_cartype_density_Pkw_2006,mobility_cartype_density_Pkw_2007,mobility_cartype_density_Pkw_2008,mobility_cartype_density_Pkw_2009,mobility_cartype_density_Pkw_2010,mobility_cartype_density_Pkw_2011,mobility_cartype_density_Pkw_2012,mobility_cartype_density_Pkw_2013,mobility_cartype_density_Pkw_2014,mobility_cartype_density_Pkw_2015,mobility_cartype_density_Pkw_2016,mobility_cartype_density_Pkw_2017,mobility_cartype_density_Pkw_2018,mobility_cartype_density_Pkw_2019,mobility_cartype_density_Pkw_2020,mobility_cartype_density_Zugmaschinen_1996,mobility_cartype_density_Zugmaschinen_1997,mobility_cartype_density_Zugmaschinen_1998,mobility_cartype_density_Zugmaschinen_1999,mobility_cartype_density_Zugmaschinen_2000,mobility_cartype_density_Zugmaschinen_2001,mobility_cartype_density_Zugmaschinen_2002,mobility_cartype_density_Zugmaschinen_2003,mobility_cartype_density_Zugmaschinen_2004,mobility_cartype_density_Zugmaschinen_2005,mobility_cartype_density_Zugmaschinen_2006,mobility_cartype_density_Zugmaschinen_2007,mobility_cartype_density_Zugmaschinen_2008,mobility_cartype_density_Zugmaschinen_2009,mobility_cartype_density_Zugmaschinen_2010,mobility_cartype_density_Zugmaschinen_2011,mobility_cartype_density_Zugmaschinen_2012,mobility_cartype_density_Zugmaschinen_2013,mobility_cartype_density_Zugmaschinen_2014,mobility_cartype_density_Zugmaschinen_2015,mobility_cartype_density_Zugmaschinen_2016,mobility_cartype_density_Zugmaschinen_2017,mobility_cartype_density_Zugmaschinen_2018,mobility_cartype_density_Zugmaschinen_2019,mobility_cartype_density_Zugmaschinen_2020
3356,"Osterholz, Landkreis",651.4795634415296,660.1464934190217,662.8640686873173,665.2212017747266,678.4467634877286,697.8640567671096,704.7199799985713,707.4629784359389,714.1755250769107,720.7227184431573,726.1817987875339,731.9287533613184,654.7036964600039,660.5253996732989,672.6554399513747,688.394290972736,701.2164308403119,709.1592864486571,712.4878906390155,708.2383187032815,726.4031234748659,737.8453649263957,746.7339693614173,756.7762095358472,764.3143754361479,32.42116384148815,36.2398151526207,40.02442544687465,43.05355219193339,44.89880812428786,48.04750926233258,49.798199871419385,50.567989902401735,51.3241069924552,52.50973470166133,53.769844797240836,53.75447066445389,48.112654019166825,49.01409456480019,49.867710679681075,51.532812471806714,52.51949177014149,53.4351833480637,53.63101431595565,54.015266906734524,55.37956431075026,56.787940409354135,56.8901574213554,57.00091285724317,57.63258897418004,22.639160087160768,23.44268889325438,23.944339587728063,24.886340813233765,26.523303973521912,27.854278614552403,27.975212515179656,28.088389539741517,28.317360119865594,27.470041954568437,27.5027111593095,27.431908341394582,24.527496755151752,25.073864802863547,25.8053559297794,26.352826545894157,27.86601212821253,28.219187965585036,28.53324243837681,29.05466679579852,30.418385908869073,31.324875116042612,33.052318154990004,33.9951548346324,35.301814375436145,545.6792219675317,550.8096427468919,549.8316124495763,548.5311033613906,558.644263985097,573.4303373911172,578.9520680048574,581.2874437787773,587.4566684102737,593.732537408751,605.6107664136251,611.6312711330417,544.4677559874117,548.0098902962626,558.8508706067431,572.3913318056333,582.6053999422465,588.9684529499829,591.600588425245,587.115575942736,601.8368161852788,610.370894301755,617.0705709277025,625.6407555649182,631.2892533147243,40.54296252275707,39.083620988035435,37.92420709818289,37.21083094451241,36.81430974299615,36.80711921272416,36.21687263375955,35.812696663170435,35.3036092665325,35.0360560931693,35.06729008515707,34.89558835275428,33.45305193535195,34.13401887011399,33.87679216275161,34.1747712960791,34.30912503609587,34.19851734276077,34.25603674069822,33.59776014932338,34.047650738719554,34.21599398788736,34.32965987473242,34.434028509233904,34.394626657362174
3357,"Rotenburg (Wümme), Landkreis",704.2931138169849,715.2884966407706,722.6134535736451,732.2352470694094,743.2278653241966,771.4310245434141,781.4324580442026,776.8921878802628,774.4949433706013,776.4730856709629,778.5860643315268,788.8462144250457,704.2702745393461,710.1375073142189,721.1705114121811,753.6286394297765,778.0071702311782,793.0108860068937,798.6925519951557,808.7385836707442,824.1191881105697,842.1013973815163,864.9047138356121,878.1795313282289,889.1881375922571,32.90805274082888,36.647303329768086,39.650171621091026,43.090304681446675,45.22796427776266,47.69468532669357,49.09363250084065,49.89048430275005,51.17866757209032,52.15466262319939,52.77707052704325,53.79405599912766,47.72087993535962,49.27345426175151,51.367020627364816,53.66810126894477,55.08097416244282,56.15344558236418,57.08036232869094,57.73247658542263,59.3981832872218,60.34509141433617,61.66834908690465,63.395244898706814,63.58595868341379,35.55932049947298,35.962007723985984,37.3070054336124,39.14744182558924,41.820250847289905,46.56011971200432,48.15211078164644,45.95400340715502,41.8778648170155,39.56330553449583,38.688635895197564,38.91588015072028,35.68586234758783,36.07738443534231,36.61052117661418,40.69502164235242,44.028928174063545,46.71807969846505,46.502144066435164,47.88885962279407,50.60230639277232,54.713943823181964,60.23064451989844,61.49637933350429,63.00840193086342,554.8650763371119,563.2233231072712,567.3881929755677,572.4899397635533,578.45780867328,597.9590084509806,603.552104667869,600.5719153078608,601.9450440181408,604.4761182714177,612.7802228446029,619.9764953899463,549.2852499650675,553.4425590013653,562.272671792994,583.0486737122493,600.6243046112004,610.6144766533588,617.6517838385586,624.104916908112,636.3452733638567,649.014243130918,664.7762381083478,673.9018939810235,684.0156609073113,69.32741863517909,67.6713399130251,66.31160310564513,65.09160438901247,65.21658461766816,66.26476468495873,67.4410784703329,67.15137503042102,66.28792472049088,66.66262319939348,67.5687144606506,69.02358942050232,64.85300996944163,64.52360054612835,64.27438056877823,69.66864386923334,71.41797502781556,72.48245592283087,70.46996453331026,71.83941489589779,70.26907915677104,70.49951951621097,70.4169343244318,71.7233884065404,70.70510560169255
3358,"Heidekreis, Landkreis",635.9260756145056,644.1793261076859,654.75553111751,664.015290322117,673.9014143777238,692.6950535441101,697.7450373952651,704.1824295922656,710.8087859458476,717.9943649336268,722.7948310530534,730.9657567117409,653.8652764361611,661.4424539281558,671.4746114731792,699.4017872890822,711.84780367086,720.6185642674182,730.7856093979443,720.5840415217019,738.2144212659606,754.901185486596,765.181925512504,772.2448515351205,783.5752564148064,32.58992541426314,36.125810701625404,40.34930327453733,44.06027031105171,46.71084070954259,49.216669499688365,50.778833717595454,52.10172341319882,52.507019374172906,53.294831718975594,54.28378587398231,55.10543996838212,49.29257344167282,51.209185094214334,53.19057509131276,55.92627432535716,57.81751760304039,59.20690490345025,60.02936857562409,59.566246506587575,60.51947493930866,61.646740810501875,62.0299810382455,61.93796961748168,62.504879866557836,25.660432817724214,26.146264767325903,27.17446352862869,28.626242159039467,30.07068322361148,32.02731032919712,32.657594331665074,32.72383354350567,32.6357137355674,33.256703906699,33.367549249827746,34.47618778759563,30.903744530939257,31.53092043726304,32.185060517080856,33.827679463813276,34.705241139557494,36.234596443328854,36.96035242290749,36.70221867335881,38.87110519116879,40.460391519708985,42.08793960860077,43.10706389996659,45.48390531284381,528.8092001322702,533.6909761903029,538.8154943639757,542.7561380440171,548.7828363159133,562.2344042155363,564.7106787381207,569.567044976881,575.8197438716138,581.652392099693,591.307282365679,596.9991248623775,531.2872890505142,535.5829578802311,542.2760151829837,564.1351637368452,572.4228854255664,577.7278698871935,585.5139500734215,576.7338732675526,590.3208942932233,602.9446653103186,610.411076526779,615.5978759250175,623.5014373425134,39.14465223940919,38.74626039990974,38.649090567075206,38.43417904334893,38.08049756424613,38.415774264830866,38.358263510093906,38.22334314137593,38.06916446691267,37.987636496166196,38.28198602303247,38.91539395308133,37.4950281265981,38.23552512263215,38.80971138007592,40.34628725968605,41.56969036325605,42.04005842158956,42.66519823788546,41.89956082815262,42.53048889652753,43.544525841307276,44.320417874136886,44.990865340186105,45.44131738652092
3359,"Stade, Landkreis",630.973360710956,642.6032091727252,649.0892469311294,657.5350366226426,671.3234910532631,693.2316956258129,700.746561075708,702.226573311874,711.4143679717157,713.7956483013106,716.2467913271984,724.2390570853057,646.7944192471978,651.7324018034851,659.4515350120731,675.8586137439547,688.5774265881428,696.2028537116571,703.4510352092702,704.2648484909074,712.9310943373769,725.272058131529,732.8583667319868,742.5334454701924,754.4617422342554,29.495615807882384,33.004515901739104,36.55166218379932,39.7212799312113,41.78621733006417,44.84565198240168,46.41258842211636,47.099406452142,48.22022510946369,49.044407685456164,49.903105690891934,51.372208776656464,45.10109654580453,46.254925057882126,47.24752957409248,48.122245738883265,49.15746836994775,50.04172688228949,50.33223937441757,50.361402421346234,50.82871284182545,51.50901246737036,51.52091067542417,51.84536848693475,52.50368869821823,26.747074959715015,27.623867021106236,28.857687897315035,29.701828248457232,30.757994678908656,32.14957532919113,33.033265276660686,32.54774523572768,32.23878156820469,31.64270263392289,31.472894958452123,31.660502001613466,28.371027624421636,28.479020268898005,29.11247286082422,29.983742829974542,31.178011942036683,32.027926479268864,32.64657023621409,32.92610995031342,34.11559329094714,35.50501022849416,36.67615286900178,38.02710843373494,39.360723033546456,521.4790383340609,528.9049738974475,530.5724507104773,534.7639845015702,545.3649120976577,561.9542630316158,566.7883437480666,567.4635311484484,575.6129711281529,577.6918182974933,587.2048781972585,592.9545235449615,526.8651182634046,529.6772817742394,535.7374753971958,549.2622925677126,558.9772141036577,564.8853019601457,570.8338397957943,571.3857258540194,578.0061297969629,587.789208814832,593.9675630963752,600.8058206853387,610.122859215902,43.281434414965,42.73025227129573,42.56522175661465,42.62592474138699,42.58438103187438,43.09929368357231,43.02522221534781,43.101415698777025,43.04975808140931,42.896042753530985,42.65378800945607,43.08162219482371,41.56614573545769,42.4418132336813,42.524805713937866,43.63363087021871,44.42764545737796,44.48492743593397,44.77634617722134,44.6679396562928,44.87745365456908,45.149019005681396,45.336825831355675,46.29557189798154,46.73811946999615
3360,"Uelzen, Landkreis",636.614124105806,644.2133394101988,645.4510762502965,649.2476679248389,662.1164619417176,679.5411481538382,684.242386932611,689.8298466976286,698.1217423486959,703.6001650505467,706.4836509154244,716.0434660304429,645.3654939962081,649.4683780234676,659.0725377579239,670.500836156254,682.6973847264577,693.7177876911084,700.1934445008808,706.4028089465377,718.0107787136541,732.2845682739584,743.432139307782,756.1289763932936,764.676014951494,31.359174846115454,33.35370464362292,34.77830378415174,36.53155886497105,38.844631752068665,41.91119987709325,44.149634736928505,46.031811269573794,47.18775380123572,48.87559315040231,50.37425615293703,52.092558057155955,47.556351379818835,49.328588977845556,50.7764305466922,51.906007461086574,53.51235439273284,55.62172463077656,56.46634173754228,57.89694086823936,59.347468293155195,60.402829293539206,60.43944173184116,61.87966099860373,62.31229609143746,29.42522042921311,30.194425166509568,31.271594624421137,32.253088006911376,33.48923266690651,34.53679520663696,33.80735451038332,33.47581274916773,33.09311099916727,32.92758407262224,32.81220842231852,32.547430274111036,29.028860332841795,28.82619561994324,29.589449053392897,30.262424424338576,31.174233036281937,32.09320455628222,33.058476435433846,33.9951251462993,34.175622035046956,35.398516346070906,36.56613230782526,38.316249769994265,39.39891536849383,519.9634004325403,525.8076879253374,525.2637767257651,526.3444786127882,535.6426992856042,548.5225585087314,551.9473857013871,556.0601701533024,563.6006620678311,567.3303074066433,575.815380787493,583.6346019607639,523.5411839056246,525.6279916973779,532.3973622633482,543.062047082029,552.1923255137336,559.4005803629434,563.6151427058455,566.7071114881189,575.886662148643,587.2293625463642,596.6598971611286,605.3318035696891,611.7040814121816,45.25037431375811,44.147046332646234,43.51413513206886,43.16524565210684,42.987099758441694,42.914938290572024,42.47722235902487,42.219801898812214,42.109158947682246,41.88157623272127,41.44809139729209,41.788650073450505,39.74088898251527,40.009319269708136,40.64028930014891,39.61022254620299,40.042671953966014,40.49547403525489,41.20692077421028,41.64027015709055,42.44790826260475,43.14025705166911,43.512077085943915,44.12863003171373,44.77886048873236
3361,"Verden, Landkreis",654.3575393082976,664.8912118820076,672.5591659691044,676.7433949427373,690.061737690107,711.4765659581811,719.237357228875,724.5181940952197,728.6600579442454,733.9354434533576,737.8494382861195,745.1464112972557,664.4878706199461,668.4792391695668,677.058964669186,693.8591438273102,703.2067146500768,710.3858552457741,716.7886499268101,719.9376137249805,727.7793318708499,735.7346804304854,749.539446751272,759.7660665193644,766.4893075726518,35.78330576212489,39.01657687208295,41.62544707404307,45.250784291491854,48.132811323595845,51.66217767407664,53.031946324788876,53.59367888559768,53.88516910335377,54.08549864264192,54.80535960885306,54.81920055021044,48.921832884097036,50.012000480019196,50.82178633555276,52.07070094591317,52.52442688584641,53.34480858227829,53.845287692827384,53.986408704370746,54.27629157403454,54.62332528003514,55.112872097783494,55.931103381388866,56.253361827089414,29.59910947573476,30.264478897634174,30.347766532227382,31.137317156140153,31.042011745219096,33.108508579102555,33.53952712557875,33.62009147410597,33.17270811144957,32.919662301243996,32.47116784234688,32.795831557858065,28.533992213237497,28.816152646105845,29.039949613100596,30.431421295173415,31.052986096920435,31.54938509274568,31.74567428592876,32.60425563518883,33.71564022908967,35.33933670107621,37.83847008596994,39.297616182829806,40.567258348234404,543.900063388012,550.3705463546976,555.4524008827334,554.832369505235,565.1859659689806,579.0725416200887,585.5130784708249,590.5824945719893,595.7532379512464,601.7421914620685,612.316649871235,619.6371302339143,550.733752620545,553.5071402856114,560.7642013076601,574.2329614358476,581.8631791658153,587.1930182169577,592.0954847427091,594.1624271231757,600.2488184802933,606.0839007247969,616.1617638458389,623.1760407779309,628.3818163315742,35.78330576212489,35.42223891234873,35.36260558557188,35.62762217938542,35.52928775786779,36.897268341723624,36.65113356720247,36.00767009632388,34.99743049297296,34.0905700903911,33.799873101183145,33.52844872053645,32.14285714285714,32.108784351374055,32.406574290684425,33.084222653407714,33.77002777588569,34.08601907005186,34.823405772623204,34.928887073415275,35.349891786045546,35.38326378212168,36.14246447160652,36.88390103038655,36.6784421474988
3401,"Delmenhorst, kreisfreie Stadt",580.2934635343439,575.0788886323405,575.5092544721332,582.8511241434014,586.0210844945461,602.3805778407005,610.7014707621939,611.7179480430606,609.5224327805083,611.7946151009011,618.3085501858736,619.1122645904039,546.4809835319928,549.6295898647197,556.3803606729333,569.5163840575759,579.8499755394902,581.4427699454437,580.5438211860328,581.6202193310012,590.4601207086768,599.8632628578063,608.8368317290966,616.25343287046,623.769402474743,25.882563460211152,28.01508504579389,30.309688760210943,33.11964422714328,34.536297688012105,36.4034397776729,36.85448786194025,37.99384097070513,38.38673219964781,39.003635597239054,40.082315454062666,40.85978571903906,36.96271621784324,38.007300837449,39.46961444843399,39.624338912818274,40.52291134424091,40.241992113649864,39.529971659269556,39.6865951285982,39.85982218184178,39.52477393222482,39.532516396716794,39.05413942933767,38.97913629149839,24.04202561415169,24.07706713871572,26.625995243511532,27.359140735732023,27.347215698554354,27.869540139478787,27.02311948792766,25.64946174295265,24.469734801692645,24.5534538173771,24.429102496016995,24.475943302056297,21.150218726170888,21.56699592012025,21.583894783555895,21.550079057848535,22.897755068761214,22.87581699346405,23.18057857868563,23.426752093078104,24.673891881368032,25.102875349905187,26.06723620291984,27.437176858907414,28.218262518870237,517.293386845267,509.56925524000104,504.31703029676356,507.69150748345317,509.4854130786493,522.8750458811808,531.4590644427797,532.9665991103624,531.5925040082004,533.0760314031298,544.6362187997876,544.8991814733479,479.9133121964923,481.4392312647627,486.8143247132233,499.359358813587,507.1614937218025,509.6148652298385,508.74284797604406,509.6104712865061,516.8537867480044,525.9736071516105,533.6760859200846,540.0533787181372,546.443363482704,5.598302615097523,5.477308294209703,5.299348567883363,5.500435613695174,5.349407650957674,5.741702060720465,5.927736813742886,5.830021319716789,5.71661366204957,5.861741925285843,5.8417419012214555,5.749650628868038,5.792564647964575,5.797723856560017,5.8094969137047645,6.079275939152717,6.346143392944502,5.982282720250634,6.323191273193947,6.184243281841647,6.424816665585047,6.591762232169348,6.932364348576804,7.001121726685492,7.328748564571694
3402,"Emden, kreisfreie Stadt",470.68195065086456,476.4676211539208,478.36650598662726,494.3622613487581,503.1689657202284,512.9627820650581,517.185643901774,517.8540188550879,515.0570930907684,513.2416381328227,510.30110935023777,516.088486676722,461.4832628680036,466.0180924900569,467.3938313701178,498.5556090515166,510.4621012642962,518.3570998192408,523.2525591810621,526.2950250522744,540.7637760963436,548.4616752623155,561.8288674170734,571.855027748282,577.6957933993664,24.616281328929475,27.548209366391184,29.466645933758358,33.318351474410335,36.20273531777956,37.80404415356061,38.480263286011954,38.91534648653902,38.53299787110509,38.380438357224385,38.76927834254571,39.15767490428124,34.83185291493736,36.340949855727985,37.294637321760696,40.302519659765686,41.788104761713335,41.85579433621209,42.14651311580295,42.50996173117134,43.893356574099755,43.55128737131227,43.62984360992131,43.43557790555567,42.70762321049043,17.71905964639596,18.333139331858924,18.270875447053335,18.584018916225354,20.662048937464434,21.510208068770147,21.67435882456038,20.04082029351735,18.772982388233018,18.958079430483817,18.534266166750417,18.892369571102602,18.57957410496102,18.85284254854558,18.850743955362677,20.72299791365752,21.929207453116522,22.85599517975497,23.472488803582856,24.12514301495246,24.759339222754825,25.8659869188057,26.556429923299135,27.487828822150544,28.331395115691542,412.5315717893919,414.9497536181275,415.040429171202,425.86911066382663,429.0956183898122,436.3583080980756,439.9135362505112,441.6172611526873,440.27482097929163,438.0670496972511,441.2856093695644,446.37815678539664,397.90931306000545,400.627778211027,400.9609423434594,426.13545177339114,434.84553074310065,441.8959630447881,446.1772232885477,448.2384503097013,460.22659747256665,467.20809374197245,479.15130989142347,488.049205617775,493.5036291454465,7.5189430736351275,7.643658091801497,7.677655108070285,8.324702479823344,8.771069207071797,9.2214515971476,9.17216802009698,8.902711633783653,8.863944261660539,9.014760218985163,8.948243206679294,8.856402521560893,7.350374306659944,7.194104343757311,7.12957222566646,7.9842721874498475,8.40184116902173,8.274753966659972,8.177383237364044,8.127194539787746,8.41817533573664,8.516608374335567,9.024803267257695,9.356279927073107,9.524000481212655
3403,"Oldenburg (Oldenburg), kreisfreie Stadt",539.9290789422032,550.305801434238,567.289810464928,573.3138686131387,579.60886638421,589.6361957051595,589.4484778038199,588.941518251863,594.5553493187873,595.3394506984517,589.8654595750031,588.5010936119277,526.3945994172661,525.8531989537233,534.6759324918452,559.7377398450282,566.198994062701,570.960466136207,572.9458631383345,570.4327656717328,571.1147721032399,576.5766304965855,581.7668390702098,590.5120152356619,595.6840895020785,26.12433429726653,28.860620982081794,31.13559047464766,33.91403081914031,35.309238400330685,36.91920876414296,37.72937746527182,38.246810660603764,38.20851799941917,38.04748841169236,37.86621400729285,37.377086166592505,33.66005527860793,33.84283536018446,34.88250201944837,35.96565761607041,36.209961048292556,36.633043042415885,36.77900899277222,36.50125129707624,35.887780533579544,35.68927645872362,35.4140657511444,35.48679004240672,35.74776687008048,24.7307747667587,25.10893565468863,34.60878017171554,34.59529602595296,34.08210189108195,34.69353721425456,34.725001111555734,33.17544524441076,33.29040241423286,33.134676631034594,32.01936376210235,31.47972900985818,28.29441161973808,27.65071218713972,27.507661571284984,28.331198559344607,28.558282595267812,28.20625274105632,27.730303840106394,26.612952450711102,26.58242361701999,27.004865903364237,27.299209321681232,28.673326354264624,29.68072875210047,474.15045208903075,481.2969367749835,484.0434148712134,487.117599351176,492.86969101994424,500.76327064679174,500.1810247908687,501.0483769104459,506.5722186446456,507.9241951250276,511.6056833899157,512.0547996716031,458.24468582908554,458.0993466969145,466.2613382005636,489.2141072628816,495.0774622143227,499.66794060522517,501.94833040203343,500.7080510285051,502.0427129158595,506.95770314996923,512.0920278223649,519.2959420855586,522.9091123492822,4.684453633068578,4.670066631494617,4.613640045358821,4.574209245742092,4.3595639144362925,4.085742874002618,3.8682139522475656,3.8272072754831377,3.7880222735709683,3.733484690820799,3.59612724757953,3.484517087294674,3.2006688337211986,3.3284986425675926,3.2126186233220078,3.468479322283236,3.5674217499275174,3.6714491573209695,3.6915733933265797,3.7905145577733013,3.759557301567186,4.153673966519233,4.143629986326616,4.14012550494745,4.292326287550485
3404,"Osnabrück, kreisfreie Stadt",522.1244755746268,525.5710968299401,532.6077092017933,537.2039455691356,544.0795607583135,555.6198422607266,558.546678739191,554.5956004519173,559.3383144161616,562.0642924292185,564.4767513188566,569.4664456314853,504.23796283821025,504.8558533214281,510.123751667997,550.1349401021273,554.4417670682731,561.2193327575728,567.9840914740244,557.9145705436476,560.1389650758823,571.3312324333532,580.6625877097142,587.8572595627257,602.4612873957972,23.07471642183522,24.968047379885153,27.0626743222231,28.947544351187258,29.71950201400357,31.121532324370413,31.617454925529135,32.03296338140493,32.35474712594763,32.060751828293064,32.08195313458471,32.32025541843188,28.8205969893316,29.147351297136634,29.679683644185012,31.757845618168048,32.25060240963855,33.131817164059754,33.77374965741856,33.250617291552494,33.21752910343147,33.49069804226946,33.566416587758276,33.821277934778,34.33745577659646,28.740303359908204,28.74235687326361,33.50011797946553,34.411294586693735,35.41721257030731,37.327567830932736,36.50318119116923,34.497966976201845,34.25760993136319,34.484232116913084,33.81793644951539,33.60962731012464,29.12068395330892,28.609171080152155,28.56463907286786,30.21105020289555,31.26104417670683,31.29578095512267,31.689579788013795,31.575771383533557,31.821783385140492,32.280044289242824,33.37218054240416,34.601908611748186,35.96329381389939,457.92046663399594,459.37366864082855,459.64194744771095,461.46506299418377,466.4931962632769,474.5089679953714,477.6769708497153,475.0267344139877,479.49102979530545,481.83305456188117,488.9461415777205,493.58383987229075,436.57753879695747,437.03903029709994,441.6246747786667,477.00840705960013,479.69156626506026,485.6539679493331,491.3988157836033,481.99848524965677,483.5436094349973,493.61821212600535,501.3475125646442,506.5264355435065,518.6971374289838,4.691440660746089,4.872399536762015,4.906735719947,4.959310558590973,5.027391667326829,5.121958646731021,5.2321023814877154,5.262299340853206,5.3438223832596705,5.664961480703726,5.833640044166359,6.053908024805059,5.995615055791679,6.317501865283706,6.367331022002327,7.1191420786600474,7.209638554216867,7.101045964878611,7.291407738835033,7.425971195113391,7.9051624306698365,8.164308223928359,8.455337849321388,8.78058226576541,8.96951096983979
3405,"Wilhelmshaven, kreisfreie Stadt",515.1332529797777,523.2152894884766,529.7865053088252,540.1547661735278,547.5863847948691,565.9575970068475,570.4239478000259,565.4127160523018,570.9241779405122,571.9671581769436,574.3807142770873,575.8711310103173,509.48888970777904,510.12485056139616,513.9442231075698,548.2801653537166,557.1363250375596,571.1757870272555,578.3355839754282,578.6433317981446,582.183960840409,591.2652654751297,597.4724035763916,608.5373707106152,624.6924417135485,26.751037900093745,29.25238898257448,32.2639570727252,36.48225047135438,38.17697890651564,39.57926441866485,40.31810834090453,40.5149788381056,40.39563470363062,40.52566066641133,42.006352887181905,42.02355460385439,38.01697559297884,38.61370274967031,39.31188824947125,41.481423705899175,42.27578548566203,42.65265159518276,42.81515608864882,42.8580827686032,42.96531541580819,43.21505319985324,43.45945095571462,43.961676457832276,45.21938049448723,18.00142850765591,18.673412029229905,19.705445827149216,20.41571721050744,21.21073551655,22.989858107631125,24.200304421186768,23.64457475232308,23.752347892246608,23.602068173113746,23.430800632873172,24.235935370839012,21.237916252103524,22.036801952253597,22.846884068663616,24.17908119491459,24.599908550525836,25.631206422987535,26.650250218444672,26.725442463319954,27.374968832430024,28.23785313695686,30.00865256037127,31.7522900813521,33.54214047267553,456.75416276059104,461.6863406408094,463.9342390683868,469.08724971950073,473.671251187168,487.62265571687414,489.8821252846574,485.7186768495969,491.4287072921373,493.1419954040597,501.1655011655012,502.0561611835702,443.6255542862758,442.70801237413264,444.93630416605185,475.53492967267243,482.8140309621791,494.98204098880205,500.59575820160455,501.1645502993618,503.78603955328674,511.5572094973531,515.5746086682923,524.3333464758375,537.2594395456782,4.095799294674345,4.125913434513771,4.1214750542299345,4.291349056712896,4.279667475699696,4.388545073769913,4.424726551899092,4.409713191308255,4.422359067024894,4.141133665262351,4.215128567460174,3.9176562195834146,3.7832725307390893,3.857672824975042,3.9471742658993656,4.120843407950498,4.3503821281599055,4.753855905345447,5.004368893478433,4.710836239226265,4.6981010747890455,4.756538602652131,4.916227483678124,4.941581568952148,4.9076327654311145
