,AGS,Name,Bundesland,buildings_anteil_erneuerbare_2016,buildings_anteil_erneuerbare_2020,buildings_rank,buildings_third,buildings_heating_2002,buildings_heating_2020
232,8421,Ulm,Baden-Württemberg,14.47084233261339,17.142857142857142,355,schlechtesten Drittel,149.45,126.83
233,8425,Alb-Donau-Kreis,Baden-Württemberg,56.68257756563246,75.55803571428572,15,besten Drittel,149.45,126.83
234,8426,Biberach,Baden-Württemberg,65.03884572697002,82.68398268398269,7,besten Drittel,149.45,126.83
235,8435,Bodenseekreis,Baden-Württemberg,41.96428571428571,40.053404539385845,237,mittleren Drittel,149.45,126.83
236,8436,Ravensburg,Baden-Württemberg,57.14285714285715,56.40744797371303,122,besten Drittel,149.45,126.83
237,8437,Sigmaringen,Baden-Württemberg,65.51724137931035,74.44717444717445,21,besten Drittel,149.45,126.83
238,9161,Ingolstadt,Bayern,21.20938628158845,41.9917864476386,226,mittleren Drittel,145.76,122.61
239,9162,München,Bayern,17.227852239293888,27.508946631398786,315,schlechtesten Drittel,145.76,122.61
240,9163,Rosenheim,Bayern,16.037735849056602,38.35125448028674,248,mittleren Drittel,145.76,122.61
241,9171,Altötting,Bayern,55.45454545454545,52.85053929121725,155,mittleren Drittel,145.76,122.61
242,9172,Berchtesgadener Land,Bayern,36.271186440677965,42.950819672131146,217,mittleren Drittel,145.76,122.61
243,9173,Bad Tölz-Wolfratshausen,Bayern,38.235294117647065,58.909853249475894,105,besten Drittel,145.76,122.61
244,9174,Dachau,Bayern,45.033112582781456,46.61764705882353,191,mittleren Drittel,145.76,122.61
245,9175,Ebersberg,Bayern,57.00636942675159,43.57005758157389,214,mittleren Drittel,145.76,122.61
246,9176,Eichstätt,Bayern,49.864498644986455,65.74585635359117,58,besten Drittel,145.76,122.61
247,9177,Erding,Bayern,43.796992481203006,39.530988274706864,241,mittleren Drittel,145.76,122.61
248,9178,Freising,Bayern,45.017584994138346,56.17433414043583,126,besten Drittel,145.76,122.61
249,9179,Fürstenfeldbruck,Bayern,39.17525773195876,38.697318007662844,246,mittleren Drittel,145.76,122.61
250,9180,Garmisch-Partenkirchen,Bayern,35.714285714285715,45.38461538461538,204,mittleren Drittel,145.76,122.61
251,9181,Landsberg am Lech,Bayern,59.068627450980394,66.88741721854305,53,besten Drittel,145.76,122.61
252,9182,Miesbach,Bayern,32.4712643678161,31.805157593123205,289,schlechtesten Drittel,145.76,122.61
253,9183,Mühldorf am Inn,Bayern,30.252100840336134,40.929203539823,233,mittleren Drittel,145.76,122.61
254,9184,München,Bayern,43.28743545611016,40.18691588785047,235,mittleren Drittel,145.76,122.61
255,9185,Neuburg-Schrobenhausen,Bayern,45.0,62.8131021194605,73,besten Drittel,145.76,122.61
256,9186,Pfaffenhofen an der Ilm,Bayern,52.622061482820975,46.123650637880274,196,mittleren Drittel,145.76,122.61
257,9187,Rosenheim,Bayern,55.077452667814114,68.7382297551789,44,besten Drittel,145.76,122.61
258,9188,Starnberg,Bayern,56.04651162790699,67.1003717472119,52,besten Drittel,145.76,122.61
259,9189,Traunstein,Bayern,61.081081081081074,66.21438263229308,56,besten Drittel,145.76,122.61
260,9190,Weilheim-Schongau,Bayern,48.18652849740933,64.39716312056737,65,besten Drittel,145.76,122.61
261,9261,Landshut,Bayern,29.749103942652333,26.096997690531175,320,schlechtesten Drittel,145.76,122.61
262,9262,Passau,Bayern,30.193905817174524,23.92638036809816,330,schlechtesten Drittel,145.76,122.61
263,9263,Straubing,Bayern,33.85416666666667,47.10424710424711,190,mittleren Drittel,145.76,122.61
264,9271,Deggendorf,Bayern,38.69209809264305,66.84709066305818,54,besten Drittel,145.76,122.61
265,9272,Freyung-Grafenau,Bayern,53.17460317460317,55.319148936170215,131,besten Drittel,145.76,122.61
266,9273,Kelheim,Bayern,39.59484346224677,58.310626702997276,109,besten Drittel,145.76,122.61
267,9274,Landshut,Bayern,43.88185654008439,63.35403726708075,71,besten Drittel,145.76,122.61
268,9275,Passau,Bayern,37.084398976982094,43.09677419354839,215,mittleren Drittel,145.76,122.61
269,9276,Regen,Bayern,71.2121212121212,61.073825503355714,89,besten Drittel,145.76,122.61
270,9277,Rottal-Inn,Bayern,32.73657289002558,59.4383775351014,100,besten Drittel,145.76,122.61
271,9278,Straubing-Bogen,Bayern,55.09433962264151,62.07332490518332,80,besten Drittel,145.76,122.61
272,9279,Dingolfing-Landau,Bayern,57.330415754923415,58.94245723172629,103,besten Drittel,145.76,122.61
273,9361,Amberg,Bayern,30.68181818181818,29.41176470588235,300,schlechtesten Drittel,145.76,122.61
274,9362,Regensburg,Bayern,33.8302752293578,15.532544378698224,362,schlechtesten Drittel,145.76,122.61
275,9363,Weiden in der Oberpfalz,Bayern,51.51515151515152,35.77235772357724,268,schlechtesten Drittel,145.76,122.61
276,9371,Amberg-Sulzbach,Bayern,76.84210526315789,84.49612403100774,2,besten Drittel,145.76,122.61
277,9372,Cham,Bayern,51.67037861915368,59.79557069846678,99,besten Drittel,145.76,122.61
278,9373,Neumarkt in der Oberpfalz,Bayern,42.41573033707865,56.261343012704174,123,besten Drittel,145.76,122.61
279,9374,Neustadt an der Waldnaab,Bayern,69.14285714285714,69.88636363636364,35,besten Drittel,145.76,122.61
280,9375,Regensburg,Bayern,58.73015873015873,62.12389380530973,79,besten Drittel,145.76,122.61
281,9376,Schwandorf,Bayern,40.49079754601227,53.36391437308868,150,mittleren Drittel,145.76,122.61
282,9377,Tirschenreuth,Bayern,50.0,75.38461538461537,17,besten Drittel,145.76,122.61
283,9461,Bamberg,Bayern,13.063063063063062,15.765765765765769,361,schlechtesten Drittel,145.76,122.61
284,9462,Bayreuth,Bayern,57.142857142857146,61.34453781512604,87,besten Drittel,145.76,122.61
285,9463,Coburg,Bayern,15.625,7.317073170731707,388,schlechtesten Drittel,145.76,122.61
286,9464,Hof,Bayern,11.320754716981133,23.076923076923077,335,schlechtesten Drittel,145.76,122.61
287,9471,Bamberg,Bayern,52.30769230769231,70.75892857142857,32,besten Drittel,145.76,122.61
288,9472,Bayreuth,Bayern,87.5,62.89752650176679,72,besten Drittel,145.76,122.61
289,9473,Coburg,Bayern,32.94117647058823,47.509578544061306,188,mittleren Drittel,145.76,122.61
290,9474,Forchheim,Bayern,75.30864197530865,54.16666666666667,143,mittleren Drittel,145.76,122.61
291,9475,Hof,Bayern,73.91304347826087,66.02564102564102,57,besten Drittel,145.76,122.61
292,9476,Kronach,Bayern,17.647058823529413,51.14503816793893,166,mittleren Drittel,145.76,122.61
293,9477,Kulmbach,Bayern,59.40594059405941,61.864406779661024,83,besten Drittel,145.76,122.61
294,9478,Lichtenfels,Bayern,36.92307692307692,61.40350877192982,86,besten Drittel,145.76,122.61
295,9479,Wunsiedel im Fichtelgebirge,Bayern,63.33333333333334,60.0,97,besten Drittel,145.76,122.61
296,9561,Ansbach,Bayern,65.07936507936508,44.871794871794876,209,mittleren Drittel,145.76,122.61
297,9562,Erlangen,Bayern,23.450134770889488,39.99999999999999,240,mittleren Drittel,145.76,122.61
298,9563,Fürth,Bayern,16.898608349900595,14.729950900163665,364,schlechtesten Drittel,145.76,122.61
299,9564,Nürnberg,Bayern,11.595547309833025,28.127313101406365,310,schlechtesten Drittel,145.76,122.61
300,9565,Schwabach,Bayern,17.70833333333333,32.608695652173914,285,schlechtesten Drittel,145.76,122.61
301,9571,Ansbach,Bayern,49.55156950672645,60.888888888888886,91,besten Drittel,145.76,122.61
302,9572,Erlangen-Höchstadt,Bayern,55.07518796992481,37.61755485893417,254,mittleren Drittel,145.76,122.61
303,9573,Fürth,Bayern,49.51923076923076,65.64195298372513,59,besten Drittel,145.76,122.61
304,9574,Nürnberger Land,Bayern,37.660485021398,75.46125461254613,16,besten Drittel,145.76,122.61
305,9575,Neustadt an der Aisch-Bad Windsheim,Bayern,66.86746987951807,68.28644501278772,47,besten Drittel,145.76,122.61
306,9576,Roth,Bayern,49.71264367816091,55.98958333333333,127,besten Drittel,145.76,122.61
307,9577,Weißenburg-Gunzenhausen,Bayern,64.78260869565217,54.277286135693224,142,mittleren Drittel,145.76,122.61
308,9661,Aschaffenburg,Bayern,29.752066115702476,74.6951219512195,19,besten Drittel,145.76,122.61
309,9662,Schweinfurt,Bayern,28.07017543859649,12.429378531073446,369,schlechtesten Drittel,145.76,122.61
310,9663,Würzburg,Bayern,14.673913043478258,17.894736842105264,353,schlechtesten Drittel,145.76,122.61
311,9671,Aschaffenburg,Bayern,51.75879396984923,63.55140186915888,69,besten Drittel,145.76,122.61
312,9672,Bad Kissingen,Bayern,26.315789473684205,41.75824175824176,228,mittleren Drittel,145.76,122.61
313,9673,Röhn-Grabfeld,Bayern,37.40458015267176,50.27322404371585,173,mittleren Drittel,145.76,122.61
314,9674,Haßberge,Bayern,48.38709677419355,54.621848739495796,138,mittleren Drittel,145.76,122.61
315,9675,Kitzingen,Bayern,49.72375690607735,55.18518518518518,133,besten Drittel,145.76,122.61
316,9676,Miltenberg,Bayern,42.34234234234234,73.43173431734317,24,besten Drittel,145.76,122.61
317,9677,Main-Spessart,Bayern,61.76470588235295,74.60815047021943,20,besten Drittel,145.76,122.61
318,9678,Schweinfurt,Bayern,65.76923076923077,71.73913043478261,30,besten Drittel,145.76,122.61
319,9679,Würzburg,Bayern,46.85185185185184,68.80733944954129,43,besten Drittel,145.76,122.61
320,9761,Augsburg,Bayern,23.068669527896994,36.49025069637884,265,mittleren Drittel,145.76,122.61
321,9762,Kaufbeuren,Bayern,23.80952380952381,8.8,386,schlechtesten Drittel,145.76,122.61
322,9763,Kempten (Allgäu),Bayern,14.233576642335768,66.46341463414635,55,besten Drittel,145.76,122.61
323,9764,Memmingen,Bayern,30.508474576271183,60.46511627906976,93,besten Drittel,145.76,122.61
324,9771,Aichach-Friedberg,Bayern,56.95067264573991,59.9443671766342,98,besten Drittel,145.76,122.61
325,9772,Augsburg,Bayern,41.753171856978085,50.42194092827004,170,mittleren Drittel,145.76,122.61
326,9773,Dillingen an der Donau,Bayern,61.073825503355714,53.47432024169184,149,mittleren Drittel,145.76,122.61
327,9774,Günzburg,Bayern,49.48717948717949,60.033167495854066,96,besten Drittel,145.76,122.61
328,9775,Neu-Ulm,Bayern,34.87064116985376,48.69383490073145,180,mittleren Drittel,145.76,122.61
329,9776,Lindau (Bodensee),Bayern,50.236966824644554,38.57868020304568,247,mittleren Drittel,145.76,122.61
330,9777,Ostallgäu,Bayern,47.807637906647805,56.53560042507971,119,besten Drittel,145.76,122.61
331,9778,Unterallgäu,Bayern,54.5727136431784,69.15776986951364,39,besten Drittel,145.76,122.61
332,9779,Donau-Ries,Bayern,54.42176870748299,47.22662440570523,189,mittleren Drittel,145.76,122.61
333,9780,Oberallgäu,Bayern,57.58157389635316,53.47826086956522,148,mittleren Drittel,145.76,122.61
334,10041,Regionalverband Saarbrücken,Saarland,26.486486486486488,46.59090909090909,192,mittleren Drittel,158.81,142.87
335,10042,Merzig-Wadern,Saarland,62.94642857142856,72.08480565371025,28,besten Drittel,158.81,142.87
336,10043,Neunkirchen,Saarland,43.90243902439024,62.58503401360544,76,besten Drittel,158.81,142.87
337,10044,Saarlouis,Saarland,31.786542923433878,51.688311688311686,161,mittleren Drittel,158.81,142.87
338,10045,Saarpfalz-Kreis,Saarland,32.07547169811321,54.82758620689655,134,mittleren Drittel,158.81,142.87
339,10046,Sankt Wendel,Saarland,45.535714285714285,61.627906976744185,85,besten Drittel,158.81,142.87
340,12051,Brandenburg an der Havel,Brandenburg,23.622047244094485,30.65693430656934,292,schlechtesten Drittel,145.56,144.32
341,12052,Cottbus,Brandenburg,33.12101910828025,41.58878504672897,229,mittleren Drittel,145.56,144.32
342,12053,Frankfurt (Oder),Brandenburg,56.09756097560975,28.723404255319146,305,schlechtesten Drittel,145.56,144.32
343,12054,Potsdam,Brandenburg,7.794361525704809,9.29936305732484,381,schlechtesten Drittel,145.56,144.32
344,12060,Barnim,Brandenburg,20.952380952380953,24.705882352941178,326,schlechtesten Drittel,145.56,144.32
345,12061,Dahme-Spreewald,Brandenburg,20.763187429854092,16.646341463414636,356,schlechtesten Drittel,145.56,144.32
346,12062,Elbe-Elster,Brandenburg,42.10526315789474,68.69565217391305,45,besten Drittel,145.56,144.32
347,12063,Havelland,Brandenburg,29.503916449086155,34.91525423728814,275,schlechtesten Drittel,145.56,144.32
348,12064,Märkisch-Oderland,Brandenburg,22.70483711747285,40.96,232,mittleren Drittel,145.56,144.32
349,12065,Oberhavel,Brandenburg,23.86759581881533,36.67100130039012,261,mittleren Drittel,145.56,144.32
350,12066,Oberspreewald-Lausitz,Brandenburg,41.48936170212766,51.48514851485149,164,mittleren Drittel,145.56,144.32
351,12067,Oder-Spree,Brandenburg,17.89638932496075,35.53846153846154,272,schlechtesten Drittel,145.56,144.32
352,12068,Ostprignitz-Ruppin,Brandenburg,19.512195121951216,35.648148148148145,271,schlechtesten Drittel,145.56,144.32
353,12069,Potsdam-Mittelmark,Brandenburg,31.17709437963945,45.83333333333333,199,mittleren Drittel,145.56,144.32
354,12070,Prignitz,Brandenburg,31.77570093457944,52.94117647058823,154,mittleren Drittel,145.56,144.32
355,12071,Spree-Neiße,Brandenburg,43.61233480176212,53.04347826086956,152,mittleren Drittel,145.56,144.32
356,12072,Teltow-Fläming,Brandenburg,30.581039755351682,32.07547169811321,287,schlechtesten Drittel,145.56,144.32
357,12073,Uckermark,Brandenburg,26.041666666666664,28.82882882882883,303,schlechtesten Drittel,145.56,144.32
358,13003,Rostock,Mecklenburg-Vorpommern,6.026785714285715,3.272377285851782,397,schlechtesten Drittel,152.01,125.07
359,13004,Schwerin,Mecklenburg-Vorpommern,4.4642857142857135,3.722504230118444,395,schlechtesten Drittel,152.01,125.07
360,13071,Mecklenburgische Seenplatte,Mecklenburg-Vorpommern,19.70802919708029,26.182965299684547,319,schlechtesten Drittel,152.01,125.07
361,13072,Rostock,Mecklenburg-Vorpommern,21.328671328671327,30.64361191162344,293,schlechtesten Drittel,152.01,125.07
362,13073,Vorpommern-Rügen,Mecklenburg-Vorpommern,16.976998904709745,21.75390890550646,341,schlechtesten Drittel,152.01,125.07
363,13074,Nordwestmecklenburg,Mecklenburg-Vorpommern,27.368421052631582,28.530805687203795,308,schlechtesten Drittel,152.01,125.07
364,13075,Vorpommern-Greifswald,Mecklenburg-Vorpommern,19.977678571428573,44.41687344913151,213,mittleren Drittel,152.01,125.07
365,13076,Ludwigslust-Parchim,Mecklenburg-Vorpommern,26.558265582655828,30.376344086021508,296,schlechtesten Drittel,152.01,125.07
366,14511,Chemnitz,Sachsen,36.9281045751634,29.19463087248322,302,schlechtesten Drittel,141.72,122.1
367,14521,Erzgebirgskreis,Sachsen,47.79220779220779,51.00502512562814,167,mittleren Drittel,141.72,122.1
368,14522,Mittelsachsen,Sachsen,45.664739884393065,54.75,135,mittleren Drittel,141.72,122.1
369,14523,Vogtlandkreis,Sachsen,42.51207729468599,54.583333333333336,140,mittleren Drittel,141.72,122.1
370,14524,Zwickau,Sachsen,39.17808219178082,62.189054726368155,78,besten Drittel,141.72,122.1
371,14612,Dresden,Sachsen,14.468629961587707,8.42741935483871,387,schlechtesten Drittel,141.72,122.1
372,14625,Bautzen,Sachsen,40.61855670103093,33.27338129496403,281,schlechtesten Drittel,141.72,122.1
373,14626,Görlitz,Sachsen,56.61764705882353,58.55855855855856,107,besten Drittel,141.72,122.1
374,14627,Meißen,Sachsen,34.386617100371744,47.91666666666666,185,mittleren Drittel,141.72,122.1
375,14628,Sächsische Schweiz-Osterzgebirge,Sachsen,46.20390455531453,53.5031847133758,146,mittleren Drittel,141.72,122.1
376,14713,Leipzig,Sachsen,26.88524590163934,9.16385135135135,382,schlechtesten Drittel,141.72,122.1
377,14729,Leipzig,Sachsen,42.38410596026491,62.40601503759399,77,besten Drittel,141.72,122.1
378,14730,Nordsachsen,Sachsen,44.02332361516035,56.49350649350649,120,besten Drittel,141.72,122.1
379,15001,Dessau-Rolau,Sachsen-Anhalt,16.883116883116884,37.03703703703704,260,mittleren Drittel,142.97,131.93
380,15002,Halle (Saale),Sachsen-Anhalt,45.45454545454545,28.686327077747993,307,schlechtesten Drittel,142.97,131.93
381,15003,Magdeburg,Sachsen-Anhalt,38.09523809523809,43.07692307692307,216,mittleren Drittel,142.97,131.93
382,15081,Altmarkkreis Salzwedel,Sachsen-Anhalt,28.235294117647058,57.75862068965516,112,besten Drittel,142.97,131.93
383,15082,Anhalt-Bitterfeld,Sachsen-Anhalt,65.12605042016807,68.98395721925134,42,besten Drittel,142.97,131.93
384,15083,Börde,Sachsen-Anhalt,37.04918032786885,49.4475138121547,177,mittleren Drittel,142.97,131.93
385,15084,Burgenlandkreis,Sachsen-Anhalt,49.63503649635036,77.18446601941748,12,besten Drittel,142.97,131.93
386,15085,Harz,Sachsen-Anhalt,25.18337408312959,36.0655737704918,266,mittleren Drittel,142.97,131.93
387,15086,Jerichower Land,Sachsen-Anhalt,36.44444444444444,62.0,81,besten Drittel,142.97,131.93
388,15087,Mansfeld-Südharz,Sachsen-Anhalt,64.21052631578947,50.485436893203875,169,mittleren Drittel,142.97,131.93
389,15088,Saalekreis,Sachsen-Anhalt,46.85314685314685,61.68674698795181,84,besten Drittel,142.97,131.93
390,15089,Salzlandkreis,Sachsen-Anhalt,29.468599033816428,53.09278350515464,151,mittleren Drittel,142.97,131.93
391,15090,Stendal,Sachsen-Anhalt,31.914893617021274,34.13461538461539,279,schlechtesten Drittel,142.97,131.93
392,15091,Wittenberg,Sachsen-Anhalt,38.554216867469876,60.90909090909091,90,besten Drittel,142.97,131.93
393,16051,Erfurt,Thüringen,25.19685039370079,23.310810810810814,333,schlechtesten Drittel,136.75,124.52
394,16052,Gera,Thüringen,33.333333333333336,33.009708737864074,283,schlechtesten Drittel,136.75,124.52
395,16053,Jena,Thüringen,9.999999999999998,11.885245901639346,373,schlechtesten Drittel,136.75,124.52
396,16054,Suhl,Thüringen,23.809523809523807,44.776119402985074,211,mittleren Drittel,136.75,124.52
397,16055,Weimar,Thüringen,24.62686567164179,45.77464788732394,201,mittleren Drittel,136.75,124.52
398,16056,Eisenach,Thüringen,34.09090909090909,40.0,238,mittleren Drittel,136.75,124.52
399,16061,Eichsfeld,Thüringen,18.09045226130653,24.796747967479675,325,schlechtesten Drittel,136.75,124.52
400,16062,Nordhausen,Thüringen,45.205479452054796,37.16814159292036,258,mittleren Drittel,136.75,124.52
401,16063,Wartburgkreis,Thüringen,51.68539325842696,57.54716981132076,114,besten Drittel,136.75,124.52
402,16064,Unstrut-Hainich-Kreis,Thüringen,35.67567567567568,31.162790697674424,290,schlechtesten Drittel,136.75,124.52
403,16065,Kyffhäuserkreis,Thüringen,26.785714285714278,45.56962025316456,203,mittleren Drittel,136.75,124.52
404,16066,Schmalkalden-Meiningen,Thüringen,47.107438016528924,45.06172839506173,206,mittleren Drittel,136.75,124.52
405,16067,Gotha,Thüringen,34.45945945945946,50.29239766081872,172,mittleren Drittel,136.75,124.52
406,16068,Sömmerda,Thüringen,42.5925925925926,57.42574257425743,116,besten Drittel,136.75,124.52
407,16069,Hildburghausen,Thüringen,58.46153846153846,52.08333333333334,158,mittleren Drittel,136.75,124.52
408,16070,Ilm-Kreis,Thüringen,46.87499999999999,49.700598802395206,176,mittleren Drittel,136.75,124.52
409,16071,Weimarer Land,Thüringen,61.40350877192983,68.23529411764706,50,besten Drittel,136.75,124.52
410,16072,Sonneberg,Thüringen,42.30769230769231,38.77551020408163,245,mittleren Drittel,136.75,124.52
411,16073,Saalfeld-Rudolstadt,Thüringen,46.666666666666664,55.37634408602151,130,besten Drittel,136.75,124.52
412,16074,Saale-Holzland-Kreis,Thüringen,47.43589743589743,70.99236641221374,31,besten Drittel,136.75,124.52
413,16075,Saale-Orla-Kreis,Thüringen,43.10344827586207,42.02898550724638,225,mittleren Drittel,136.75,124.52
414,16076,Greiz,Thüringen,61.81818181818181,52.7027027027027,157,mittleren Drittel,136.75,124.52
415,16077,Altenburger Land,Thüringen,20.792079207920793,24.817518248175183,324,schlechtesten Drittel,136.75,124.52
