,ort,kWh pro m² und Jahr,Durchschnitt Mehrfamilienhaus,Durchschnitt Ein/Zweifamilienhaus,variable,value
0,Bundesweit,20,124.116,137.476,Ein- oder Zweifamilienhaus,2.5
1,Bundesweit,30,124.116,137.476,Ein- oder Zweifamilienhaus,2.03
2,Bundesweit,40,124.116,137.476,Ein- oder Zweifamilienhaus,2.05
3,Bundesweit,50,124.116,137.476,Ein- oder Zweifamilienhaus,2.27
4,Bundesweit,60,124.116,137.476,Ein- oder Zweifamilienhaus,2.97
5,Bundesweit,70,124.116,137.476,Ein- oder Zweifamilienhaus,4.02
6,Bundesweit,80,124.116,137.476,Ein- oder Zweifamilienhaus,4.92
7,Bundesweit,90,124.116,137.476,Ein- oder Zweifamilienhaus,5.77
8,Bundesweit,100,124.116,137.476,Ein- oder Zweifamilienhaus,6.1
9,Bundesweit,110,124.116,137.476,Ein- oder Zweifamilienhaus,6.32
10,Bundesweit,120,124.116,137.476,Ein- oder Zweifamilienhaus,6.54
11,Bundesweit,130,124.116,137.476,Ein- oder Zweifamilienhaus,6.42
12,Bundesweit,140,124.116,137.476,Ein- oder Zweifamilienhaus,6.55
13,Bundesweit,150,124.116,137.476,Ein- oder Zweifamilienhaus,6.06
14,Bundesweit,160,124.116,137.476,Ein- oder Zweifamilienhaus,5.34
15,Bundesweit,170,124.116,137.476,Ein- oder Zweifamilienhaus,4.72
16,Bundesweit,180,124.116,137.476,Ein- oder Zweifamilienhaus,4.33
17,Bundesweit,190,124.116,137.476,Ein- oder Zweifamilienhaus,3.52
18,Bundesweit,200,124.116,137.476,Ein- oder Zweifamilienhaus,3.06
19,Bundesweit,210,124.116,137.476,Ein- oder Zweifamilienhaus,2.57
20,Bundesweit,220,124.116,137.476,Ein- oder Zweifamilienhaus,2.23
21,Bundesweit,230,124.116,137.476,Ein- oder Zweifamilienhaus,1.87
22,Bundesweit,240,124.116,137.476,Ein- oder Zweifamilienhaus,1.48
23,Bundesweit,250,124.116,137.476,Ein- oder Zweifamilienhaus,1.33
24,Bundesweit,260,124.116,137.476,Ein- oder Zweifamilienhaus,1.09
25,Bundesweit,270,124.116,137.476,Ein- oder Zweifamilienhaus,0.84
26,Bundesweit,280,124.116,137.476,Ein- oder Zweifamilienhaus,0.76
27,Bundesweit,290,124.116,137.476,Ein- oder Zweifamilienhaus,0.56
28,Bundesweit,300,124.116,137.476,Ein- oder Zweifamilienhaus,0.51
29,Bundesweit,310,124.116,137.476,Ein- oder Zweifamilienhaus,0.39
30,Bundesweit,320,124.116,137.476,Ein- oder Zweifamilienhaus,0.25
31,Bundesweit,330,124.116,137.476,Ein- oder Zweifamilienhaus,0.24
32,Bundesweit,340,124.116,137.476,Ein- oder Zweifamilienhaus,0.2
33,Bundesweit,350,124.116,137.476,Ein- oder Zweifamilienhaus,0.19
34,Baden-Wuerttemberg,20,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,2.24
35,Baden-Wuerttemberg,30,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,2.25
36,Baden-Wuerttemberg,40,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,2.09
37,Baden-Wuerttemberg,50,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,2.68
38,Baden-Wuerttemberg,60,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,3.26
39,Baden-Wuerttemberg,70,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,4.12
40,Baden-Wuerttemberg,80,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,5.15
41,Baden-Wuerttemberg,90,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,5.87
42,Baden-Wuerttemberg,100,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,6.05
43,Baden-Wuerttemberg,110,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,6.6
44,Baden-Wuerttemberg,120,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,6.71
45,Baden-Wuerttemberg,130,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,6.55
46,Baden-Wuerttemberg,140,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,6.6
47,Baden-Wuerttemberg,150,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,6.22
48,Baden-Wuerttemberg,160,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,5.51
49,Baden-Wuerttemberg,170,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,4.0
50,Baden-Wuerttemberg,180,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,4.58
51,Baden-Wuerttemberg,190,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,3.4
52,Baden-Wuerttemberg,200,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,2.69
53,Baden-Wuerttemberg,210,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,2.04
54,Baden-Wuerttemberg,220,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,2.2
55,Baden-Wuerttemberg,230,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,1.82
56,Baden-Wuerttemberg,240,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,1.32
57,Baden-Wuerttemberg,250,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,1.27
58,Baden-Wuerttemberg,260,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,1.03
59,Baden-Wuerttemberg,270,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,0.63
60,Baden-Wuerttemberg,280,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,0.87
61,Baden-Wuerttemberg,290,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,0.67
62,Baden-Wuerttemberg,300,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,0.45
63,Baden-Wuerttemberg,310,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,0.39
64,Baden-Wuerttemberg,320,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,0.19
65,Baden-Wuerttemberg,330,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,0.21
66,Baden-Wuerttemberg,340,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,0.23
67,Baden-Wuerttemberg,350,126.92000000000002,135.127,Ein- oder Zweifamilienhaus,0.11
68,Bayern,10,138.278,157.761,Ein- oder Zweifamilienhaus,0.03
69,Bayern,20,138.278,157.761,Ein- oder Zweifamilienhaus,1.48
70,Bayern,30,138.278,157.761,Ein- oder Zweifamilienhaus,1.96
71,Bayern,40,138.278,157.761,Ein- oder Zweifamilienhaus,1.38
72,Bayern,50,138.278,157.761,Ein- oder Zweifamilienhaus,1.88
73,Bayern,60,138.278,157.761,Ein- oder Zweifamilienhaus,2.15
74,Bayern,70,138.278,157.761,Ein- oder Zweifamilienhaus,2.7
75,Bayern,80,138.278,157.761,Ein- oder Zweifamilienhaus,3.63
76,Bayern,90,138.278,157.761,Ein- oder Zweifamilienhaus,4.85
77,Bayern,100,138.278,157.761,Ein- oder Zweifamilienhaus,4.98
78,Bayern,110,138.278,157.761,Ein- oder Zweifamilienhaus,5.69
79,Bayern,120,138.278,157.761,Ein- oder Zweifamilienhaus,4.86
80,Bayern,130,138.278,157.761,Ein- oder Zweifamilienhaus,5.77
81,Bayern,140,138.278,157.761,Ein- oder Zweifamilienhaus,5.92
82,Bayern,150,138.278,157.761,Ein- oder Zweifamilienhaus,5.18
83,Bayern,160,138.278,157.761,Ein- oder Zweifamilienhaus,5.01
84,Bayern,170,138.278,157.761,Ein- oder Zweifamilienhaus,5.61
85,Bayern,180,138.278,157.761,Ein- oder Zweifamilienhaus,4.63
86,Bayern,190,138.278,157.761,Ein- oder Zweifamilienhaus,3.83
87,Bayern,200,138.278,157.761,Ein- oder Zweifamilienhaus,4.32
88,Bayern,210,138.278,157.761,Ein- oder Zweifamilienhaus,4.3
89,Bayern,220,138.278,157.761,Ein- oder Zweifamilienhaus,2.57
90,Bayern,230,138.278,157.761,Ein- oder Zweifamilienhaus,2.68
91,Bayern,240,138.278,157.761,Ein- oder Zweifamilienhaus,2.26
92,Bayern,250,138.278,157.761,Ein- oder Zweifamilienhaus,2.19
93,Bayern,260,138.278,157.761,Ein- oder Zweifamilienhaus,1.5
94,Bayern,270,138.278,157.761,Ein- oder Zweifamilienhaus,1.39
95,Bayern,280,138.278,157.761,Ein- oder Zweifamilienhaus,1.29
96,Bayern,290,138.278,157.761,Ein- oder Zweifamilienhaus,0.99
97,Bayern,300,138.278,157.761,Ein- oder Zweifamilienhaus,1.11
98,Bayern,310,138.278,157.761,Ein- oder Zweifamilienhaus,0.8
99,Bayern,320,138.278,157.761,Ein- oder Zweifamilienhaus,0.47
100,Bayern,330,138.278,157.761,Ein- oder Zweifamilienhaus,0.39
101,Bayern,340,138.278,157.761,Ein- oder Zweifamilienhaus,0.53
102,Bayern,350,138.278,157.761,Ein- oder Zweifamilienhaus,0.23
103,Bayern,360,138.278,157.761,Ein- oder Zweifamilienhaus,0.39
104,Bayern,370,138.278,157.761,Ein- oder Zweifamilienhaus,0.13
105,Bayern,380,138.278,157.761,Ein- oder Zweifamilienhaus,0.24
106,Bayern,390,138.278,157.761,Ein- oder Zweifamilienhaus,0.16
107,Bayern,400,138.278,157.761,Ein- oder Zweifamilienhaus,0.14
108,Bayern,410,138.278,157.761,Ein- oder Zweifamilienhaus,0.08
109,Bayern,420,138.278,157.761,Ein- oder Zweifamilienhaus,0.08
110,Bayern,430,138.278,157.761,Ein- oder Zweifamilienhaus,0.06
111,Bayern,440,138.278,157.761,Ein- oder Zweifamilienhaus,0.01
112,Bayern,450,138.278,157.761,Ein- oder Zweifamilienhaus,0.05
113,Bayern,460,138.278,157.761,Ein- oder Zweifamilienhaus,0.03
114,Bayern,470,138.278,157.761,Ein- oder Zweifamilienhaus,0.01
115,Bayern,490,138.278,157.761,Ein- oder Zweifamilienhaus,0.0
116,Bayern,510,138.278,157.761,Ein- oder Zweifamilienhaus,0.01
117,Berlin,20,130.202,148.478,Ein- oder Zweifamilienhaus,1.89
118,Berlin,30,130.202,148.478,Ein- oder Zweifamilienhaus,1.95
119,Berlin,40,130.202,148.478,Ein- oder Zweifamilienhaus,1.53
120,Berlin,50,130.202,148.478,Ein- oder Zweifamilienhaus,1.91
121,Berlin,60,130.202,148.478,Ein- oder Zweifamilienhaus,2.38
122,Berlin,70,130.202,148.478,Ein- oder Zweifamilienhaus,2.86
123,Berlin,80,130.202,148.478,Ein- oder Zweifamilienhaus,3.72
124,Berlin,90,130.202,148.478,Ein- oder Zweifamilienhaus,6.31
125,Berlin,100,130.202,148.478,Ein- oder Zweifamilienhaus,4.84
126,Berlin,110,130.202,148.478,Ein- oder Zweifamilienhaus,6.43
127,Berlin,120,130.202,148.478,Ein- oder Zweifamilienhaus,5.66
128,Berlin,130,130.202,148.478,Ein- oder Zweifamilienhaus,6.21
129,Berlin,140,130.202,148.478,Ein- oder Zweifamilienhaus,6.19
130,Berlin,150,130.202,148.478,Ein- oder Zweifamilienhaus,5.38
131,Berlin,160,130.202,148.478,Ein- oder Zweifamilienhaus,4.92
132,Berlin,170,130.202,148.478,Ein- oder Zweifamilienhaus,4.84
133,Berlin,180,130.202,148.478,Ein- oder Zweifamilienhaus,5.08
134,Berlin,190,130.202,148.478,Ein- oder Zweifamilienhaus,4.54
135,Berlin,200,130.202,148.478,Ein- oder Zweifamilienhaus,4.17
136,Berlin,210,130.202,148.478,Ein- oder Zweifamilienhaus,2.7
137,Berlin,220,130.202,148.478,Ein- oder Zweifamilienhaus,2.55
138,Berlin,230,130.202,148.478,Ein- oder Zweifamilienhaus,2.54
139,Berlin,240,130.202,148.478,Ein- oder Zweifamilienhaus,2.69
140,Berlin,250,130.202,148.478,Ein- oder Zweifamilienhaus,1.8
141,Berlin,260,130.202,148.478,Ein- oder Zweifamilienhaus,1.4
142,Berlin,270,130.202,148.478,Ein- oder Zweifamilienhaus,1.26
143,Berlin,280,130.202,148.478,Ein- oder Zweifamilienhaus,0.95
144,Berlin,290,130.202,148.478,Ein- oder Zweifamilienhaus,1.14
145,Berlin,300,130.202,148.478,Ein- oder Zweifamilienhaus,0.7
146,Berlin,310,130.202,148.478,Ein- oder Zweifamilienhaus,0.32
147,Berlin,320,130.202,148.478,Ein- oder Zweifamilienhaus,0.37
148,Berlin,330,130.202,148.478,Ein- oder Zweifamilienhaus,0.32
149,Berlin,340,130.202,148.478,Ein- oder Zweifamilienhaus,0.29
150,Berlin,350,130.202,148.478,Ein- oder Zweifamilienhaus,0.21
151,Brandenburg,20,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,2.91
152,Brandenburg,30,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,3.36
153,Brandenburg,40,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,1.95
154,Brandenburg,50,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,2.5
155,Brandenburg,60,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,2.63
156,Brandenburg,70,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,3.63
157,Brandenburg,80,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,4.48
158,Brandenburg,90,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,5.32
159,Brandenburg,100,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,5.82
160,Brandenburg,110,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,6.58
161,Brandenburg,120,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,5.64
162,Brandenburg,130,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,6.62
163,Brandenburg,140,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,5.94
164,Brandenburg,150,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,6.33
165,Brandenburg,160,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,4.49
166,Brandenburg,170,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,4.68
167,Brandenburg,180,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,4.74
168,Brandenburg,190,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,3.28
169,Brandenburg,200,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,3.13
170,Brandenburg,210,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,2.56
171,Brandenburg,220,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,2.32
172,Brandenburg,230,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,1.79
173,Brandenburg,240,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,2.02
174,Brandenburg,250,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,1.54
175,Brandenburg,260,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,0.82
176,Brandenburg,270,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,1.1
177,Brandenburg,280,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,0.48
178,Brandenburg,290,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,0.61
179,Brandenburg,300,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,0.7
180,Brandenburg,310,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,0.78
181,Brandenburg,320,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,0.39
182,Brandenburg,330,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,0.2
183,Brandenburg,340,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,0.37
184,Brandenburg,350,117.36400000000002,138.762,Ein- oder Zweifamilienhaus,0.3
185,Bremen,20,129.976,138.395,Ein- oder Zweifamilienhaus,2.48
186,Bremen,30,129.976,138.395,Ein- oder Zweifamilienhaus,2.37
187,Bremen,40,129.976,138.395,Ein- oder Zweifamilienhaus,1.37
188,Bremen,50,129.976,138.395,Ein- oder Zweifamilienhaus,2.34
189,Bremen,60,129.976,138.395,Ein- oder Zweifamilienhaus,3.38
190,Bremen,70,129.976,138.395,Ein- oder Zweifamilienhaus,2.86
191,Bremen,80,129.976,138.395,Ein- oder Zweifamilienhaus,5.45
192,Bremen,90,129.976,138.395,Ein- oder Zweifamilienhaus,4.81
193,Bremen,100,129.976,138.395,Ein- oder Zweifamilienhaus,6.61
194,Bremen,110,129.976,138.395,Ein- oder Zweifamilienhaus,6.62
195,Bremen,120,129.976,138.395,Ein- oder Zweifamilienhaus,7.62
196,Bremen,130,129.976,138.395,Ein- oder Zweifamilienhaus,6.48
197,Bremen,140,129.976,138.395,Ein- oder Zweifamilienhaus,5.02
198,Bremen,150,129.976,138.395,Ein- oder Zweifamilienhaus,5.74
199,Bremen,160,129.976,138.395,Ein- oder Zweifamilienhaus,6.18
200,Bremen,170,129.976,138.395,Ein- oder Zweifamilienhaus,4.47
201,Bremen,180,129.976,138.395,Ein- oder Zweifamilienhaus,3.57
202,Bremen,190,129.976,138.395,Ein- oder Zweifamilienhaus,3.57
203,Bremen,200,129.976,138.395,Ein- oder Zweifamilienhaus,3.37
204,Bremen,210,129.976,138.395,Ein- oder Zweifamilienhaus,3.72
205,Bremen,220,129.976,138.395,Ein- oder Zweifamilienhaus,2.27
206,Bremen,230,129.976,138.395,Ein- oder Zweifamilienhaus,2.17
207,Bremen,240,129.976,138.395,Ein- oder Zweifamilienhaus,1.09
208,Bremen,250,129.976,138.395,Ein- oder Zweifamilienhaus,1.69
209,Bremen,260,129.976,138.395,Ein- oder Zweifamilienhaus,1.08
210,Bremen,270,129.976,138.395,Ein- oder Zweifamilienhaus,0.66
211,Bremen,280,129.976,138.395,Ein- oder Zweifamilienhaus,0.86
212,Bremen,290,129.976,138.395,Ein- oder Zweifamilienhaus,0.78
213,Bremen,300,129.976,138.395,Ein- oder Zweifamilienhaus,0.33
214,Bremen,310,129.976,138.395,Ein- oder Zweifamilienhaus,0.56
215,Bremen,320,129.976,138.395,Ein- oder Zweifamilienhaus,0.16
216,Bremen,330,129.976,138.395,Ein- oder Zweifamilienhaus,0.16
217,Bremen,340,129.976,138.395,Ein- oder Zweifamilienhaus,0.07
218,Bremen,350,129.976,138.395,Ein- oder Zweifamilienhaus,0.09
219,Hamburg,20,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,2.67
220,Hamburg,30,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,1.66
221,Hamburg,40,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,2.21
222,Hamburg,50,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,1.65
223,Hamburg,60,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,1.04
224,Hamburg,70,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,2.76
225,Hamburg,80,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,3.19
226,Hamburg,90,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,4.03
227,Hamburg,100,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,3.92
228,Hamburg,110,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,4.91
229,Hamburg,120,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,6.13
230,Hamburg,130,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,4.69
231,Hamburg,140,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,6.04
232,Hamburg,150,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,5.29
233,Hamburg,160,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,5.19
234,Hamburg,170,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,5.76
235,Hamburg,180,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,5.05
236,Hamburg,190,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,3.97
237,Hamburg,200,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,4.1
238,Hamburg,210,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,3.42
239,Hamburg,220,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,2.93
240,Hamburg,230,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,3.31
241,Hamburg,240,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,2.7
242,Hamburg,250,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,2.84
243,Hamburg,260,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,2.3
244,Hamburg,270,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,1.75
245,Hamburg,280,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,1.77
246,Hamburg,290,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,1.18
247,Hamburg,300,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,1.05
248,Hamburg,310,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,0.72
249,Hamburg,320,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,0.42
250,Hamburg,330,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,0.67
251,Hamburg,340,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,0.3
252,Hamburg,350,128.56100000000004,158.621,Ein- oder Zweifamilienhaus,0.34
253,Hessen,20,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,2.17
254,Hessen,30,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,1.62
255,Hessen,40,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,1.61
256,Hessen,50,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,1.69
257,Hessen,60,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,2.84
258,Hessen,70,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,3.44
259,Hessen,80,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,4.11
260,Hessen,90,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,5.04
261,Hessen,100,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,5.95
262,Hessen,110,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,5.97
263,Hessen,120,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,6.64
264,Hessen,130,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,6.35
265,Hessen,140,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,7.33
266,Hessen,150,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,7.02
267,Hessen,160,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,6.09
268,Hessen,170,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,5.26
269,Hessen,180,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,4.39
270,Hessen,190,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,3.57
271,Hessen,200,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,3.36
272,Hessen,210,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,3.04
273,Hessen,220,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,2.09
274,Hessen,230,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,2.03
275,Hessen,240,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,1.62
276,Hessen,250,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,1.33
277,Hessen,260,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,1.12
278,Hessen,270,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,1.07
279,Hessen,280,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,0.79
280,Hessen,290,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,0.56
281,Hessen,300,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,0.62
282,Hessen,310,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,0.28
283,Hessen,320,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,0.28
284,Hessen,330,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,0.23
285,Hessen,340,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,0.27
286,Hessen,350,131.62299999999996,142.54,Ein- oder Zweifamilienhaus,0.22
287,Mecklenburg-Vorpommern,20,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,3.61
288,Mecklenburg-Vorpommern,30,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,2.48
289,Mecklenburg-Vorpommern,40,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,2.97
290,Mecklenburg-Vorpommern,50,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,1.88
291,Mecklenburg-Vorpommern,60,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,3.63
292,Mecklenburg-Vorpommern,70,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,4.09
293,Mecklenburg-Vorpommern,80,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,5.58
294,Mecklenburg-Vorpommern,90,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,7.4
295,Mecklenburg-Vorpommern,100,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,7.1
296,Mecklenburg-Vorpommern,110,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,5.37
297,Mecklenburg-Vorpommern,120,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,5.6
298,Mecklenburg-Vorpommern,130,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,7.31
299,Mecklenburg-Vorpommern,140,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,7.46
300,Mecklenburg-Vorpommern,150,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,6.53
301,Mecklenburg-Vorpommern,160,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,2.82
302,Mecklenburg-Vorpommern,170,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,4.15
303,Mecklenburg-Vorpommern,180,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,2.91
304,Mecklenburg-Vorpommern,190,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,3.24
305,Mecklenburg-Vorpommern,200,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,2.17
306,Mecklenburg-Vorpommern,210,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,2.21
307,Mecklenburg-Vorpommern,220,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,2.02
308,Mecklenburg-Vorpommern,230,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,1.98
309,Mecklenburg-Vorpommern,240,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,1.48
310,Mecklenburg-Vorpommern,250,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,1.15
311,Mecklenburg-Vorpommern,260,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,1.17
312,Mecklenburg-Vorpommern,270,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,0.89
313,Mecklenburg-Vorpommern,280,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,0.76
314,Mecklenburg-Vorpommern,290,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,0.3
315,Mecklenburg-Vorpommern,300,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,0.4
316,Mecklenburg-Vorpommern,310,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,0.41
317,Mecklenburg-Vorpommern,320,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,0.24
318,Mecklenburg-Vorpommern,330,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,0.21
319,Mecklenburg-Vorpommern,340,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,0.41
320,Mecklenburg-Vorpommern,350,118.11300000000001,130.539,Ein- oder Zweifamilienhaus,0.05
321,Nordrhein-Westfalen,20,128.164,140.372,Ein- oder Zweifamilienhaus,2.38
322,Nordrhein-Westfalen,30,128.164,140.372,Ein- oder Zweifamilienhaus,1.82
323,Nordrhein-Westfalen,40,128.164,140.372,Ein- oder Zweifamilienhaus,2.0
324,Nordrhein-Westfalen,50,128.164,140.372,Ein- oder Zweifamilienhaus,2.24
325,Nordrhein-Westfalen,60,128.164,140.372,Ein- oder Zweifamilienhaus,2.71
326,Nordrhein-Westfalen,70,128.164,140.372,Ein- oder Zweifamilienhaus,3.57
