Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;4_Merkmal_Code;4_Merkmal_Label;4_Auspraegung_Code;4_Auspraegung_Label;BAU005__Neue_Gebaeude__Anzahl
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-HZG-SEK-01;Zur Heizung verwendete sekundäre Energie;ENRAT1;Energieart;WRM-FERN-01;Fernwärme/Fernkälte;100
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-HZG-SEK-01;Zur Heizung verwendete sekundäre Energie;ENRAT1;Energieart;GEOTH-01;Geothermie;297
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-HZG-SEK-01;Zur Heizung verwendete sekundäre Energie;ENRAT1;Energieart;UMWTH-01;Umweltthermie;800
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-HZG-SEK-01;Zur Heizung verwendete sekundäre Energie;ENRAT1;Energieart;SOLTH-01;Solarthermie;19247
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-HZG-SEK-01;Zur Heizung verwendete sekundäre Energie;ENRAT1;Energieart;HOLZ-01;Holz;17527
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-HZG-SEK-01;Zur Heizung verwendete sekundäre Energie;ENRAT1;Energieart;GAS-BIO-01;Biogas/Biomethan;83
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-HZG-SEK-01;Zur Heizung verwendete sekundäre Energie;ENRAT1;Energieart;BIOMASSE-01;Sonstige Biomasse;62
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-HZG-SEK-01;Zur Heizung verwendete sekundäre Energie;ENRAT1;Energieart;ENR-SONST-01;Sonstige Energie;446
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-HZG-SEK-01;Zur Heizung verwendete sekundäre Energie;ENRAT1;Energieart;ENR-X-01;Keine Energie;63763
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-PRM-01;Zur Warmwasserbereitung verwendete primäre Energie;ENRAT1;Energieart;OEL-01;Öl;756
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-PRM-01;Zur Warmwasserbereitung verwendete primäre Energie;ENRAT1;Energieart;GAS-02;Gas;41546
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-PRM-01;Zur Warmwasserbereitung verwendete primäre Energie;ENRAT1;Energieart;STROM-01;Strom;1423
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-PRM-01;Zur Warmwasserbereitung verwendete primäre Energie;ENRAT1;Energieart;WRM-FERN-01;Fernwärme/Fernkälte;7657
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-PRM-01;Zur Warmwasserbereitung verwendete primäre Energie;ENRAT1;Energieart;GEOTH-01;Geothermie;7566
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-PRM-01;Zur Warmwasserbereitung verwendete primäre Energie;ENRAT1;Energieart;UMWTH-01;Umweltthermie;23265
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-PRM-01;Zur Warmwasserbereitung verwendete primäre Energie;ENRAT1;Energieart;SOLTH-01;Solarthermie;11032
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-PRM-01;Zur Warmwasserbereitung verwendete primäre Energie;ENRAT1;Energieart;HOLZ-01;Holz;4683
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-PRM-01;Zur Warmwasserbereitung verwendete primäre Energie;ENRAT1;Energieart;GAS-BIO-01;Biogas/Biomethan;183
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-PRM-01;Zur Warmwasserbereitung verwendete primäre Energie;ENRAT1;Energieart;BIOMASSE-01;Sonstige Biomasse;304
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-PRM-01;Zur Warmwasserbereitung verwendete primäre Energie;ENRAT1;Energieart;ENR-SONST-01;Sonstige Energie;244
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-PRM-01;Zur Warmwasserbereitung verwendete primäre Energie;ENRAT1;Energieart;ENR-X-01;Keine Energie;10249
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-SEK-01;Zur Warmwasserbereitung verwendete sekund. Energie;ENRAT1;Energieart;OEL-01;Öl;76
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-SEK-01;Zur Warmwasserbereitung verwendete sekund. Energie;ENRAT1;Energieart;GAS-02;Gas;7072
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-SEK-01;Zur Warmwasserbereitung verwendete sekund. Energie;ENRAT1;Energieart;STROM-01;Strom;6348
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-SEK-01;Zur Warmwasserbereitung verwendete sekund. Energie;ENRAT1;Energieart;WRM-FERN-01;Fernwärme/Fernkälte;91
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-SEK-01;Zur Warmwasserbereitung verwendete sekund. Energie;ENRAT1;Energieart;GEOTH-01;Geothermie;376
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-SEK-01;Zur Warmwasserbereitung verwendete sekund. Energie;ENRAT1;Energieart;UMWTH-01;Umweltthermie;1108
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-SEK-01;Zur Warmwasserbereitung verwendete sekund. Energie;ENRAT1;Energieart;SOLTH-01;Solarthermie;30536
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-SEK-01;Zur Warmwasserbereitung verwendete sekund. Energie;ENRAT1;Energieart;HOLZ-01;Holz;2237
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-SEK-01;Zur Warmwasserbereitung verwendete sekund. Energie;ENRAT1;Energieart;GAS-BIO-01;Biogas/Biomethan;72
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-SEK-01;Zur Warmwasserbereitung verwendete sekund. Energie;ENRAT1;Energieart;BIOMASSE-01;Sonstige Biomasse;35
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-SEK-01;Zur Warmwasserbereitung verwendete sekund. Energie;ENRAT1;Energieart;ENR-SONST-01;Sonstige Energie;344
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;WOHNGEBAEUDE;Wohngebäude;ENRVW1;Energieverwendung;ENR-WAS-SEK-01;Zur Warmwasserbereitung verwendete sekund. Energie;ENRAT1;Energieart;ENR-X-01;Keine Energie;60613
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;GEBW01;Wohngebäude mit 1 Wohnung;ENRVW1;Energieverwendung;ENR-HZG-PRM-01;Zur Heizung verwendete primäre Energie;ENRAT1;Energieart;OEL-01;Öl;1036
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;GEBW01;Wohngebäude mit 1 Wohnung;ENRVW1;Energieverwendung;ENR-HZG-PRM-01;Zur Heizung verwendete primäre Energie;ENRAT1;Energieart;GAS-02;Gas;44558
31121;Statistik der Baufertigstellungen;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;GEBAT2;Gebäudeart;GEBW01;Wohngebäude mit 1 Wohnung;ENRVW1;Energieverwendung;ENR-HZG-PRM-01;Zur Heizung verwendete primäre Energie;ENRAT1;Energieart;STROM-01;Strom;869
